	taxon	sum-reads_Hi_sk	sum-reads_Hi_sk	sum-reads_Hi_sk	sum-reads_Hi_sk	sum-reads_Hi_b2	sum-reads_Hi_b2	sum-reads_Hi_b2	sum-reads_Hi_b2	sum-reads_Hi_bl	sum-reads_Hi_bl	sum-reads_Hi_bl	sum-reads_Hi_bl	sum-reads_Hi_vs	sum-reads_Hi_vs	sum-reads_Hi_vs	sum-reads_Hi_vs	sum-reads_Mi_sk	sum-reads_Mi_sk	sum-reads_Mi_sk	sum-reads_Mi_b2	sum-reads_Mi_b2	sum-reads_Mi_b2	sum-reads_Mi_b2	sum-reads_Mi_bl	sum-reads_Mi_bl	sum-reads_Mi_bl	sum-reads_Mi_vs	sum-reads_Mi_vs	sum-reads_Mi_vs
ASV		forward	merged	reverse	All	forward	merged	reverse	All	forward	merged	reverse	All	forward	merged	reverse	All	forward	merged	All	forward	merged	reverse	All	forward	reverse	All	forward	reverse	All
164	Chordata;Actinopteri;NA;Embiotocidae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	2708.0	0.0	2718.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
165	Chordata;Actinopteri;NA;Pomacentridae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.0	14166.0	0.0	14200.0	34.0	14409.0	0.0	14443.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
166	Chordata;Actinopteri;Perciformes;Platycephalidae;Rogadius;Rogadius pristiger	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
167	Chordata;Actinopteri;Pleuronectiformes;Pleuronectidae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	2458.0	0.0	2471.0	13.0	2458.0	0.0	2471.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
168	Chordata;Actinopteri;Salmoniformes;Salmonidae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.0	293.0	0.0	325.0	0.0	293.0	0.0	293.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
169	Chordata;Actinopteri;Scombriformes;Scombridae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.0	13990.0	0.0	14020.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
170	Chordata;Actinopteri;Scombriformes;Scombridae;Thunnus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	17.0	30.0	14007.0	0.0	14037.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	6.0
171	Chordata;Actinopteri;Tetraodontiformes	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	3614.0	0.0	3626.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
172	Chordata;Actinopteri;Tetraodontiformes;Balistidae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	111.0	0.0	113.0	2.0	111.0	0.0	113.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
173	Chordata;Aves	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	5487.0	0.0	5505.0	18.0	5.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
174	Chordata;Chondrichthyes;Carcharhiniformes;Carcharhinidae;Glyphis;Glyphis glyphis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.0	0.0	29.0	0.0	29.0	0.0	29.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
175	Chordata;Chondrichthyes;Lamniformes	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	4.0	17.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
176	Chordata;Chondrichthyes;Lamniformes;Alopiidae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
177	Chordata;Chondrichthyes;Myliobatiformes	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	538.0	0.0	538.0	5.0	538.0	0.0	543.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	8.0	0.0	8.0	8.0
178	Chordata;Chondrichthyes;Pristiformes/Rhiniformes group	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
179	Chordata;Chondrichthyes;Rajiformes;Rajidae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	163.0	0.0	163.0	0.0	163.0	0.0	163.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
180	Chordata;Mammalia;Cetacea;Delphinidae;Stenella;Stenella longirostris	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	8.0	0.0	8.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
181	Chordata;Actinopteri;Anguilliformes;Anguillidae;Anguilla	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
182	Chordata;Actinopteri;Aulopiformes;Synodontidae;Synodus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	312.0	0.0	312.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
183	Chordata;Actinopteri;Centrarchiformes	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	17296.0	0.0	17298.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
184	Chordata;Actinopteri;Centrarchiformes;Kyphosidae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	49.0	0.0	0.0	49.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
185	Chordata;Actinopteri;Centrarchiformes;Percichthyidae;Gadopsis;Gadopsis bispinosus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	253.0	0.0	253.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
186	Chordata;Actinopteri;NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	3553.0	0.0	3568.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
187	Chordata;Actinopteri;NA;Pomacanthidae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
188	Chordata;Actinopteri;Perciformes;Sebastidae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	412.0	0.0	412.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
189	Chordata;Actinopteri;Perciformes;Stichaeidae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
190	Chordata;Aves;Apodiformes;Apodidae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5482.0	0.0	5482.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
191	Chordata;Mammalia;Primates;Hominidae;Pan;Pan troglodytes	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
192	Chordata;Actinopteri;Perciformes;Cottidae;Clinocottus;Clinocottus analis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	285.0	285.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
193	Chordata;Actinopteri;Perciformes;Cottidae;Leptocottus;Leptocottus armatus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	55.0	55.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
194	Chordata;Actinopteri;Perciformes;Gasterosteidae;Gasterosteus;Gasterosteus aculeatus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	375.0	375.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
195	Chordata;Actinopteri;Perciformes;Cottidae;Cottus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	17.0	0.0	17.0	17.0
