12S_seq_number	AHi_12S_5.C2.S1540.L007	AHi_12S_8.C4.S900.L007	AHi_12S_AN1H.S1214.L007	AHi_12S_AN2C.S1215.L007	AHi_12S_ANB2.S1217.L007	AHi_12S_C1g.S885.L007	count	forward	reverse	merged	sumtax
reverse_12S_1167	3	1	0	0	0	4	8		reverse		
reverse_12S_1168	3	0	0	0	0	5	8		reverse		
reverse_12S_1169	3	2	0	0	0	3	8		reverse		
reverse_12S_1170	3	0	0	0	0	5	8		reverse		
reverse_12S_1171	3	3	0	0	0	2	8		reverse		
reverse_12S_1172	3	5	0	0	0	0	8		reverse		
reverse_12S_1173	3	0	0	0	0	5	8		reverse		
reverse_12S_1174	3	0	0	0	0	5	8		reverse		
reverse_12S_1175	2	0	0	0	0	6	8		reverse		
reverse_12S_1176	2	0	0	0	0	6	8		reverse		
reverse_12S_1177	2	0	0	0	0	6	8		reverse		
reverse_12S_1178	2	0	0	0	0	6	8		reverse		
reverse_12S_1179	2	4	0	0	0	2	8		reverse		
reverse_12S_1180	2	1	3	0	0	2	8		reverse		
reverse_12S_1181	2	0	0	0	0	6	8		reverse		
reverse_12S_1182	2	2	0	0	0	4	8		reverse		
reverse_12S_1183	2	1	0	0	0	5	8		reverse		
reverse_12S_1184	2	1	0	0	0	5	8		reverse		
reverse_12S_1185	2	2	0	0	0	4	8		reverse		
reverse_12S_1186	2	1	0	0	0	5	8		reverse		
reverse_12S_1187	2	0	0	0	0	6	8		reverse		
reverse_12S_1188	2	1	0	0	1	4	8		reverse		
reverse_12S_1189	2	0	0	0	0	6	8		reverse		
reverse_12S_1190	2	0	0	0	0	6	8		reverse		
reverse_12S_1191	2	1	0	0	0	5	8		reverse		
reverse_12S_1192	2	1	0	0	0	5	8		reverse		
reverse_12S_1193	2	3	0	0	0	3	8		reverse		
reverse_12S_1194	2	0	0	0	0	6	8		reverse		
reverse_12S_1195	2	5	0	0	0	1	8		reverse		
reverse_12S_1196	2	1	0	0	0	5	8		reverse		
reverse_12S_1197	2	2	0	0	0	4	8		reverse		
reverse_12S_1198	1	1	0	0	0	6	8		reverse		
reverse_12S_1199	1	0	0	0	0	7	8		reverse		
reverse_12S_1200	1	3	0	0	0	4	8		reverse		
reverse_12S_1201	1	4	0	0	0	3	8		reverse		
reverse_12S_1202	1	6	0	0	0	1	8		reverse		
reverse_12S_1203	1	0	0	0	0	7	8		reverse		
reverse_12S_1204	1	0	0	0	0	7	8		reverse		
reverse_12S_1205	1	5	0	0	0	2	8		reverse		
reverse_12S_1206	1	0	0	0	0	7	8		reverse		
reverse_12S_1207	1	1	0	0	0	6	8		reverse		
reverse_12S_1208	0	6	0	0	0	2	8		reverse		
reverse_12S_1209	0	6	0	0	0	2	8		reverse		
reverse_12S_1210	0	5	0	0	0	3	8		reverse		
reverse_12S_1211	0	3	0	0	0	5	8		reverse		
reverse_12S_1212	0	3	0	0	0	5	8		reverse		
reverse_12S_1213	0	2	0	0	0	6	8		reverse		
reverse_12S_1214	0	1	0	0	0	7	8		reverse		
reverse_12S_1215	0	1	0	0	0	7	8		reverse		
reverse_12S_1216	0	1	0	0	0	7	8		reverse		
reverse_12S_1217	0	0	0	0	0	8	8		reverse		
reverse_12S_1218	0	0	0	0	0	8	8		reverse		
reverse_12S_1219	0	0	0	0	0	8	8		reverse		
reverse_12S_1220	0	0	0	0	0	8	8		reverse		
reverse_12S_1221	0	0	0	0	0	8	8		reverse		
reverse_12S_1222	0	0	0	0	0	8	8		reverse		
reverse_12S_1223	0	0	0	0	0	8	8		reverse		
reverse_12S_1224	0	0	0	0	0	8	8		reverse		
reverse_12S_1225	0	0	0	0	0	8	8		reverse		
forward_12S_53	1	0	0	0	6	0	7	forward			
forward_12S_54	1	1	3	1	1	0	7	forward			
forward_12S_55	0	0	7	0	0	0	7	forward			Chordata;Actinopteri;Perciformes;Cottidae;;
forward_12S_56	0	0	5	1	1	0	7	forward			
forward_12S_57	0	0	3	0	4	0	7	forward			
forward_12S_58	0	0	2	0	5	0	7	forward			
forward_12S_59	0	0	1	0	5	1	7	forward			Chordata;Actinopteri;Labriformes;Labridae;Thalassoma;
forward_12S_60	0	0	1	1	5	0	7	forward			Chordata;Actinopteri;Labriformes;Labridae;Oxyjulis;Oxyjulis californica
forward_12S_61	0	0	1	0	6	0	7	forward			Chordata;Actinopteri;Clupeiformes;Engraulidae;Engraulis;Engraulis mordax
merged_12S_151	7	0	0	0	0	0	7			merged	Chordata;Actinopteri;Anguilliformes;Ophichthidae;Neenchelys;Neenchelys buitendijki
merged_12S_152	0	0	0	0	0	7	7			merged	Chordata;Chondrichthyes;Heterodontiformes;Heterodontidae;Heterodontus;Heterodontus francisci
reverse_12S_1226	7	0	0	0	0	0	7		reverse		
reverse_12S_1227	7	0	0	0	0	0	7		reverse		
reverse_12S_1228	7	0	0	0	0	0	7		reverse		
reverse_12S_1229	7	0	0	0	0	0	7		reverse		
reverse_12S_1230	7	0	0	0	0	0	7		reverse		
reverse_12S_1231	7	0	0	0	0	0	7		reverse		
reverse_12S_1232	7	0	0	0	0	0	7		reverse		
reverse_12S_1233	7	0	0	0	0	0	7		reverse		
reverse_12S_1234	7	0	0	0	0	0	7		reverse		
reverse_12S_1235	7	0	0	0	0	0	7		reverse		
reverse_12S_1236	7	0	0	0	0	0	7		reverse		
reverse_12S_1237	7	0	0	0	0	0	7		reverse		
reverse_12S_1238	7	0	0	0	0	0	7		reverse		
reverse_12S_1239	7	0	0	0	0	0	7		reverse		
reverse_12S_1240	7	0	0	0	0	0	7		reverse		
reverse_12S_1241	7	0	0	0	0	0	7		reverse		
reverse_12S_1242	7	0	0	0	0	0	7		reverse		
reverse_12S_1243	7	0	0	0	0	0	7		reverse		
reverse_12S_1244	7	0	0	0	0	0	7		reverse		
reverse_12S_1245	7	0	0	0	0	0	7		reverse		
reverse_12S_1246	7	0	0	0	0	0	7		reverse		
reverse_12S_1247	7	0	0	0	0	0	7		reverse		
reverse_12S_1248	7	0	0	0	0	0	7		reverse		
reverse_12S_1249	7	0	0	0	0	0	7		reverse		
reverse_12S_1250	7	0	0	0	0	0	7		reverse		
reverse_12S_1251	7	0	0	0	0	0	7		reverse		
reverse_12S_1252	7	0	0	0	0	0	7		reverse		
reverse_12S_1253	7	0	0	0	0	0	7		reverse		
reverse_12S_1254	7	0	0	0	0	0	7		reverse		
reverse_12S_1255	7	0	0	0	0	0	7		reverse		
reverse_12S_1256	7	0	0	0	0	0	7		reverse		
reverse_12S_1257	7	0	0	0	0	0	7		reverse		
reverse_12S_1258	7	0	0	0	0	0	7		reverse		
reverse_12S_1259	7	0	0	0	0	0	7		reverse		
reverse_12S_1260	7	0	0	0	0	0	7		reverse		
reverse_12S_1261	7	0	0	0	0	0	7		reverse		
reverse_12S_1262	6	0	0	0	0	1	7		reverse		
reverse_12S_1263	6	0	0	0	0	1	7		reverse		
reverse_12S_1264	6	1	0	0	0	0	7		reverse		
reverse_12S_1265	6	1	0	0	0	0	7		reverse		
reverse_12S_1266	5	0	0	0	0	2	7		reverse		
reverse_12S_1267	5	1	0	0	0	1	7		reverse		
reverse_12S_1268	5	0	0	0	0	2	7		reverse		
reverse_12S_1269	5	0	0	0	0	2	7		reverse		
reverse_12S_1270	5	2	0	0	0	0	7		reverse		
reverse_12S_1271	5	0	0	0	0	2	7		reverse		
reverse_12S_1272	5	1	0	0	0	1	7		reverse		
reverse_12S_1273	5	0	0	0	0	2	7		reverse		
reverse_12S_1274	5	0	0	0	0	2	7		reverse		
reverse_12S_1275	5	0	0	0	0	2	7		reverse		
reverse_12S_1276	5	0	0	0	0	2	7		reverse		
reverse_12S_1277	4	2	0	0	0	1	7		reverse		
reverse_12S_1278	4	1	0	0	0	2	7		reverse		
reverse_12S_1279	4	2	0	0	0	1	7		reverse		
reverse_12S_1280	4	1	0	0	0	2	7		reverse		
reverse_12S_1281	4	1	0	0	0	2	7		reverse		
reverse_12S_1282	4	2	0	0	0	1	7		reverse		
reverse_12S_1283	4	0	0	0	0	3	7		reverse		
reverse_12S_1284	4	1	0	0	0	2	7		reverse		
reverse_12S_1285	4	0	0	0	0	3	7		reverse		
reverse_12S_1286	4	0	0	0	0	3	7		reverse		
reverse_12S_1287	4	0	0	0	0	3	7		reverse		
reverse_12S_1288	3	0	0	0	0	4	7		reverse		
reverse_12S_1289	3	1	0	0	0	3	7		reverse		
reverse_12S_1290	3	2	0	0	0	2	7		reverse		
reverse_12S_1291	3	0	0	0	0	4	7		reverse		
reverse_12S_1292	3	1	0	0	0	3	7		reverse		
reverse_12S_1293	3	0	0	0	0	4	7		reverse		
reverse_12S_1294	3	1	0	0	0	3	7		reverse		
reverse_12S_1295	3	3	0	0	0	1	7		reverse		
reverse_12S_1296	3	2	0	0	0	2	7		reverse		
reverse_12S_1297	3	0	0	0	0	4	7		reverse		
reverse_12S_1298	3	0	0	0	0	4	7		reverse		
reverse_12S_1299	3	0	0	0	0	4	7		reverse		
reverse_12S_1300	3	0	0	0	0	4	7		reverse		
reverse_12S_1301	3	0	0	0	0	4	7		reverse		
reverse_12S_1302	3	0	0	0	0	4	7		reverse		
reverse_12S_1303	3	0	0	0	0	4	7		reverse		
reverse_12S_1304	3	3	0	0	0	1	7		reverse		
reverse_12S_1305	3	0	0	0	0	4	7		reverse		
reverse_12S_1306	3	0	0	0	0	4	7		reverse		
reverse_12S_1307	3	0	0	0	0	4	7		reverse		
reverse_12S_1308	3	0	0	0	0	4	7		reverse		
reverse_12S_1309	3	0	0	0	0	4	7		reverse		
reverse_12S_1310	2	0	0	0	0	5	7		reverse		
reverse_12S_1311	2	0	0	0	0	5	7		reverse		
reverse_12S_1312	2	3	0	0	0	2	7		reverse		
reverse_12S_1313	2	1	0	0	0	4	7		reverse		
reverse_12S_1314	2	1	0	0	0	4	7		reverse		
reverse_12S_1315	2	0	0	0	0	5	7		reverse		
reverse_12S_1316	2	0	0	0	0	5	7		reverse		
reverse_12S_1317	2	1	0	0	0	4	7		reverse		
reverse_12S_1318	2	0	0	0	0	5	7		reverse		
reverse_12S_1319	2	1	0	0	0	4	7		reverse		
reverse_12S_1320	2	1	0	0	0	4	7		reverse		
reverse_12S_1321	2	3	0	0	0	2	7		reverse		
reverse_12S_1322	2	0	0	0	0	5	7		reverse		
reverse_12S_1323	2	0	0	0	0	5	7		reverse		
reverse_12S_1324	2	1	0	0	0	4	7		reverse		
reverse_12S_1325	2	0	0	0	0	5	7		reverse		
reverse_12S_1326	2	0	0	0	0	5	7		reverse		
reverse_12S_1327	2	0	0	0	0	5	7		reverse		
reverse_12S_1328	2	1	0	0	0	4	7		reverse		
reverse_12S_1329	2	1	0	0	0	4	7		reverse		
reverse_12S_1330	2	1	0	0	0	4	7		reverse		
reverse_12S_1331	1	0	0	0	0	6	7		reverse		
reverse_12S_1332	1	1	0	0	0	5	7		reverse		
reverse_12S_1333	1	1	5	0	0	0	7		reverse		
reverse_12S_1334	1	0	0	0	0	6	7		reverse		
reverse_12S_1335	1	3	0	0	0	3	7		reverse		
reverse_12S_1336	1	4	0	0	0	2	7		reverse		
reverse_12S_1337	1	1	0	0	0	5	7		reverse		
reverse_12S_1338	1	1	0	0	0	5	7		reverse		
reverse_12S_1339	1	0	0	0	0	6	7		reverse		
reverse_12S_1340	1	0	0	0	0	6	7		reverse		
reverse_12S_1341	1	0	0	0	0	6	7		reverse		
reverse_12S_1342	1	3	0	0	0	3	7		reverse		
reverse_12S_1343	1	1	0	0	0	5	7		reverse		
reverse_12S_1344	1	4	0	0	0	2	7		reverse		
reverse_12S_1345	1	1	0	0	0	5	7		reverse		
reverse_12S_1346	1	2	0	0	0	4	7		reverse		
reverse_12S_1347	1	0	0	0	0	6	7		reverse		
reverse_12S_1348	1	0	0	0	0	6	7		reverse		
reverse_12S_1349	1	0	0	0	0	6	7		reverse		
reverse_12S_1350	1	4	0	0	0	2	7		reverse		
reverse_12S_1351	0	7	0	0	0	0	7		reverse		
reverse_12S_1352	0	5	0	0	0	2	7		reverse		
reverse_12S_1353	0	5	0	0	0	2	7		reverse		
reverse_12S_1354	0	3	0	0	0	4	7		reverse		
reverse_12S_1355	0	2	0	0	0	5	7		reverse		
reverse_12S_1356	0	2	0	0	0	5	7		reverse		
reverse_12S_1357	0	2	0	0	0	5	7		reverse		
reverse_12S_1358	0	2	0	0	0	5	7		reverse		
reverse_12S_1359	0	0	0	0	0	7	7		reverse		
reverse_12S_1360	0	0	0	0	0	7	7		reverse		
reverse_12S_1361	0	0	0	0	0	7	7		reverse		
reverse_12S_1362	0	0	0	0	0	7	7		reverse		
reverse_12S_1363	0	0	0	0	0	7	7		reverse		
reverse_12S_1364	0	0	0	0	0	7	7		reverse		
reverse_12S_1365	0	0	0	0	0	7	7		reverse		
reverse_12S_1366	0	0	0	0	0	7	7		reverse		
reverse_12S_1367	0	0	0	0	0	7	7		reverse		
reverse_12S_1368	0	0	0	0	0	7	7		reverse		
reverse_12S_1369	0	0	0	0	0	7	7		reverse		
reverse_12S_1370	0	0	0	0	0	7	7		reverse		
reverse_12S_1371	0	0	0	0	0	7	7		reverse		
reverse_12S_1372	0	0	0	0	0	7	7		reverse		
reverse_12S_1373	0	0	0	0	0	7	7		reverse		
reverse_12S_1374	0	0	0	0	0	7	7		reverse		
forward_12S_62	0	0	5	1	0	0	6	forward			
forward_12S_63	0	0	5	1	0	0	6	forward			Chordata;Actinopteri;;Sciaenidae;;
forward_12S_64	0	0	5	0	1	0	6	forward			Chordata;Actinopteri;Carangiformes;Carangidae;Seriola;Seriola lalandi
forward_12S_65	0	0	4	1	1	0	6	forward			
forward_12S_66	0	0	1	0	5	0	6	forward			
forward_12S_67	0	0	1	1	4	0	6	forward			Chordata;Actinopteri;Labriformes;Labridae;Oxyjulis;Oxyjulis californica
forward_12S_68	0	0	0	6	0	0	6	forward			Chordata;Actinopteri;Pleuronectiformes;Pleuronectidae;Pleuronichthys;Pleuronichthys coenosus
forward_12S_69	0	0	0	0	6	0	6	forward			Chordata;Actinopteri;Clupeiformes;Clupeidae;Sardinops;Sardinops melanostictus
merged_12S_153	0	0	6	0	0	0	6			merged	
merged_12S_154	0	0	0	0	6	0	6			merged	Chordata;Actinopteri;Cyprinodontiformes;Fundulidae;Fundulus;Fundulus heteroclitus
merged_12S_155	0	0	0	0	6	0	6			merged	Chordata;Actinopteri;Anguilliformes;Muraenidae;Anarchias;Anarchias sp. Ansp
merged_12S_156	0	0	0	0	6	0	6			merged	Chordata;Actinopteri;Blenniiformes;Blenniidae;;
merged_12S_157	0	0	0	0	0	6	6			merged	Chordata;Actinopteri;Clupeiformes;Clupeidae;Sardinops;Sardinops melanostictus
reverse_12S_1375	6	0	0	0	0	0	6		reverse		
reverse_12S_1376	6	0	0	0	0	0	6		reverse		
reverse_12S_1377	6	0	0	0	0	0	6		reverse		
reverse_12S_1378	6	0	0	0	0	0	6		reverse		
reverse_12S_1379	6	0	0	0	0	0	6		reverse		
reverse_12S_1380	6	0	0	0	0	0	6		reverse		
reverse_12S_1381	6	0	0	0	0	0	6		reverse		
reverse_12S_1382	6	0	0	0	0	0	6		reverse		
reverse_12S_1383	6	0	0	0	0	0	6		reverse		
reverse_12S_1384	6	0	0	0	0	0	6		reverse		
reverse_12S_1385	6	0	0	0	0	0	6		reverse		
reverse_12S_1386	6	0	0	0	0	0	6		reverse		
reverse_12S_1387	6	0	0	0	0	0	6		reverse		
reverse_12S_1388	6	0	0	0	0	0	6		reverse		
reverse_12S_1389	6	0	0	0	0	0	6		reverse		
reverse_12S_1390	6	0	0	0	0	0	6		reverse		
reverse_12S_1391	6	0	0	0	0	0	6		reverse		
reverse_12S_1392	6	0	0	0	0	0	6		reverse		
reverse_12S_1393	6	0	0	0	0	0	6		reverse		
reverse_12S_1394	6	0	0	0	0	0	6		reverse		
reverse_12S_1395	6	0	0	0	0	0	6		reverse		
reverse_12S_1396	5	0	0	0	0	1	6		reverse		
reverse_12S_1397	5	0	0	0	0	1	6		reverse		
reverse_12S_1398	5	1	0	0	0	0	6		reverse		
reverse_12S_1399	5	1	0	0	0	0	6		reverse		
reverse_12S_1400	5	1	0	0	0	0	6		reverse		
reverse_12S_1401	5	1	0	0	0	0	6		reverse		
reverse_12S_1402	5	1	0	0	0	0	6		reverse		
reverse_12S_1403	5	1	0	0	0	0	6		reverse		
reverse_12S_1404	5	0	0	0	0	1	6		reverse		
reverse_12S_1405	5	0	0	0	0	1	6		reverse		
reverse_12S_1406	4	0	0	0	0	2	6		reverse		
reverse_12S_1407	4	0	0	0	0	2	6		reverse		
reverse_12S_1408	4	2	0	0	0	0	6		reverse		
reverse_12S_1409	4	0	0	0	0	2	6		reverse		
reverse_12S_1410	4	0	0	0	0	2	6		reverse		
reverse_12S_1411	4	0	0	0	0	2	6		reverse		
reverse_12S_1412	4	0	0	0	0	2	6		reverse		
reverse_12S_1413	4	0	0	0	0	2	6		reverse		
reverse_12S_1414	4	0	0	0	0	2	6		reverse		
reverse_12S_1415	4	1	0	0	0	1	6		reverse		
reverse_12S_1416	3	0	0	0	0	3	6		reverse		
reverse_12S_1417	3	1	0	0	0	2	6		reverse		
reverse_12S_1418	3	0	0	0	0	3	6		reverse		
reverse_12S_1419	3	2	0	0	0	1	6		reverse		
reverse_12S_1420	3	3	0	0	0	0	6		reverse		
reverse_12S_1421	3	0	0	0	0	3	6		reverse		
reverse_12S_1422	3	1	0	0	0	2	6		reverse		
reverse_12S_1423	3	1	0	0	0	2	6		reverse		
reverse_12S_1424	3	1	0	0	0	2	6		reverse		
reverse_12S_1425	3	2	0	0	0	1	6		reverse		
reverse_12S_1426	3	3	0	0	0	0	6		reverse		
reverse_12S_1427	3	0	0	0	0	3	6		reverse		
reverse_12S_1428	3	0	0	0	0	3	6		reverse		
reverse_12S_1429	3	0	0	0	0	3	6		reverse		
reverse_12S_1430	3	0	0	0	0	3	6		reverse		
reverse_12S_1431	3	1	0	0	0	2	6		reverse		
reverse_12S_1432	3	2	0	0	0	1	6		reverse		
reverse_12S_1433	3	0	0	0	0	3	6		reverse		
reverse_12S_1434	3	1	0	0	0	2	6		reverse		
reverse_12S_1435	3	0	0	0	0	3	6		reverse		
reverse_12S_1436	2	3	0	0	0	1	6		reverse		
reverse_12S_1437	2	0	0	0	0	4	6		reverse		
reverse_12S_1438	2	0	0	0	0	4	6		reverse		
reverse_12S_1439	2	1	0	0	0	3	6		reverse		
reverse_12S_1440	2	1	0	0	1	2	6		reverse		
reverse_12S_1441	2	3	0	0	0	1	6		reverse		
reverse_12S_1442	2	0	0	0	0	4	6		reverse		
reverse_12S_1443	2	0	0	0	0	4	6		reverse		
reverse_12S_1444	2	0	0	0	0	4	6		reverse		
reverse_12S_1445	2	1	0	0	0	3	6		reverse		
reverse_12S_1446	2	0	0	0	0	4	6		reverse		
reverse_12S_1447	2	0	0	0	0	4	6		reverse		
reverse_12S_1448	2	1	0	0	0	3	6		reverse		
reverse_12S_1449	2	2	0	0	0	2	6		reverse		
reverse_12S_1450	2	2	0	0	0	2	6		reverse		
reverse_12S_1451	2	0	0	0	0	4	6		reverse		
reverse_12S_1452	2	1	0	0	0	3	6		reverse		
reverse_12S_1453	2	0	0	0	0	4	6		reverse		
reverse_12S_1454	2	1	0	0	0	3	6		reverse		
reverse_12S_1455	2	1	0	0	0	3	6		reverse		
reverse_12S_1456	2	1	0	0	0	3	6		reverse		
reverse_12S_1457	2	0	0	0	0	4	6		reverse		
reverse_12S_1458	2	0	0	0	0	4	6		reverse		
reverse_12S_1459	2	2	0	0	0	2	6		reverse		
reverse_12S_1460	2	1	0	0	0	3	6		reverse		
reverse_12S_1461	2	1	0	0	1	2	6		reverse		
reverse_12S_1462	2	0	0	0	0	4	6		reverse		
reverse_12S_1463	2	0	0	0	0	4	6		reverse		
reverse_12S_1464	2	0	0	0	0	4	6		reverse		
reverse_12S_1465	2	0	0	0	0	4	6		reverse		
reverse_12S_1466	2	0	0	0	0	4	6		reverse		
reverse_12S_1467	2	0	0	0	0	4	6		reverse		
reverse_12S_1468	2	0	0	0	0	4	6		reverse		
reverse_12S_1469	2	2	0	0	0	2	6		reverse		
reverse_12S_1470	2	0	0	0	0	4	6		reverse		
reverse_12S_1471	1	2	0	0	0	3	6		reverse		
reverse_12S_1472	1	3	0	0	0	2	6		reverse		
reverse_12S_1473	1	1	0	0	0	4	6		reverse		
reverse_12S_1474	1	1	0	0	0	4	6		reverse		
reverse_12S_1475	1	0	0	0	0	5	6		reverse		
reverse_12S_1476	1	2	0	0	0	3	6		reverse		
reverse_12S_1477	1	1	0	0	0	4	6		reverse		
reverse_12S_1478	1	4	0	0	0	1	6		reverse		
reverse_12S_1479	1	1	0	0	0	4	6		reverse		
reverse_12S_1480	1	0	0	0	0	5	6		reverse		
reverse_12S_1481	1	2	0	0	0	3	6		reverse		
reverse_12S_1482	1	0	0	0	0	5	6		reverse		
reverse_12S_1483	1	1	0	0	1	3	6		reverse		
reverse_12S_1484	1	1	0	0	0	4	6		reverse		
reverse_12S_1485	1	2	0	0	0	3	6		reverse		
reverse_12S_1486	1	3	0	0	0	2	6		reverse		
reverse_12S_1487	1	1	0	0	0	4	6		reverse		
reverse_12S_1488	1	1	0	0	0	4	6		reverse		
reverse_12S_1489	1	2	0	0	0	3	6		reverse		
reverse_12S_1490	1	2	0	0	0	3	6		reverse		
reverse_12S_1491	1	0	0	0	0	5	6		reverse		
reverse_12S_1492	1	0	0	0	0	5	6		reverse		
reverse_12S_1493	1	1	0	0	0	4	6		reverse		
reverse_12S_1494	1	2	0	0	0	3	6		reverse		
reverse_12S_1495	1	2	0	0	0	3	6		reverse		
reverse_12S_1496	1	2	0	0	0	3	6		reverse		
reverse_12S_1497	1	2	0	0	0	3	6		reverse		
reverse_12S_1498	1	0	0	0	0	5	6		reverse		
reverse_12S_1499	0	6	0	0	0	0	6		reverse		
reverse_12S_1500	0	4	0	0	0	2	6		reverse		
reverse_12S_1501	0	4	0	0	0	2	6		reverse		
reverse_12S_1502	0	3	0	0	0	3	6		reverse		
reverse_12S_1503	0	2	0	0	0	4	6		reverse		
reverse_12S_1504	0	2	0	0	0	4	6		reverse		
reverse_12S_1505	0	2	0	0	0	4	6		reverse		
reverse_12S_1506	0	2	0	0	0	4	6		reverse		
reverse_12S_1507	0	1	0	0	0	5	6		reverse		
reverse_12S_1508	0	1	0	0	0	5	6		reverse		
reverse_12S_1509	0	1	0	0	0	5	6		reverse		
reverse_12S_1510	0	1	0	0	0	5	6		reverse		
reverse_12S_1511	0	1	0	0	0	5	6		reverse		
reverse_12S_1512	0	1	0	0	0	5	6		reverse		
reverse_12S_1513	0	1	0	0	0	5	6		reverse		
reverse_12S_1514	0	0	0	0	0	6	6		reverse		
reverse_12S_1515	0	0	0	0	0	6	6		reverse		
reverse_12S_1516	0	0	0	0	0	6	6		reverse		
reverse_12S_1517	0	0	0	0	0	6	6		reverse		
reverse_12S_1518	0	0	0	0	0	6	6		reverse		
reverse_12S_1519	0	0	0	0	0	6	6		reverse		
reverse_12S_1520	0	0	0	0	0	6	6		reverse		
reverse_12S_1521	0	0	0	0	0	6	6		reverse		
reverse_12S_1522	0	0	0	0	0	6	6		reverse		
reverse_12S_1523	0	0	0	0	0	6	6		reverse		
reverse_12S_1524	0	0	0	0	0	6	6		reverse		
reverse_12S_1525	0	0	0	0	0	6	6		reverse		
reverse_12S_1526	0	0	0	0	0	6	6		reverse		
reverse_12S_1527	0	0	0	0	0	6	6		reverse		
reverse_12S_1528	0	0	0	0	0	6	6		reverse		
reverse_12S_1529	0	0	0	0	0	6	6		reverse		
reverse_12S_1530	0	0	0	0	0	6	6		reverse		
reverse_12S_1531	0	0	0	0	0	6	6		reverse		
reverse_12S_1532	0	0	0	0	0	6	6		reverse		
reverse_12S_1533	0	0	0	0	0	6	6		reverse		
reverse_12S_1534	0	0	0	0	0	6	6		reverse		
forward_12S_70	0	0	5	0	0	0	5	forward			
forward_12S_71	0	0	5	0	0	0	5	forward			Chordata;Actinopteri;Salmoniformes;Salmonidae;Oncorhynchus;
forward_12S_72	0	0	1	0	4	0	5	forward			
forward_12S_73	0	0	0	5	0	0	5	forward			Chordata;Actinopteri;Pleuronectiformes;Pleuronectidae;Pleuronichthys;Pleuronichthys coenosus
forward_12S_74	0	0	0	5	0	0	5	forward			Chordata;Actinopteri;;Sphyraenidae;Sphyrae;Sphyraena helleri
forward_12S_75	0	0	0	1	4	0	5	forward			
forward_12S_76	0	0	0	0	5	0	5	forward			
forward_12S_77	0	0	0	0	5	0	5	forward			Chordata;Actinopteri;Labriformes;Labridae;Oxyjulis;Oxyjulis californica
forward_12S_78	0	0	0	0	5	0	5	forward			Chordata;Actinopteri;Clupeiformes;Engraulidae;Engraulis;Engraulis mordax
merged_12S_158	5	0	0	0	0	0	5			merged	Chordata;Actinopteri;Labriformes;Labridae;Halichoeres;Halichoeres hortulanus
merged_12S_159	0	0	5	0	0	0	5			merged	Chordata;Actinopteri;;Pomacentridae;Neopomacentrus;Neopomacentrus bankieri
merged_12S_160	0	0	0	5	0	0	5			merged	Chordata;Aves;Pelecaniformes;Phalacrocoracidae;Urile;Urile pelagicus
merged_12S_161	0	0	0	0	5	0	5			merged	Chordata;Actinopteri;Anguilliformes;Muraenidae;Gymnothorax;Gymnothorax buroensis
merged_12S_162	0	0	0	0	5	0	5			merged	
merged_12S_163	0	0	0	0	5	0	5			merged	Chordata;Actinopteri;Myctophiformes;Myctophidae;Triphoturus;Triphoturus mexicanus
merged_12S_164	0	0	0	0	5	0	5			merged	Chordata;Actinopteri;Labriformes;Labridae;Leptoscarus;Leptoscarus vaigiensis
reverse_12S_1535	5	0	0	0	0	0	5		reverse		
reverse_12S_1536	5	0	0	0	0	0	5		reverse		
reverse_12S_1537	5	0	0	0	0	0	5		reverse		
reverse_12S_1538	5	0	0	0	0	0	5		reverse		
reverse_12S_1539	5	0	0	0	0	0	5		reverse		
reverse_12S_1540	5	0	0	0	0	0	5		reverse		
reverse_12S_1541	5	0	0	0	0	0	5		reverse		
reverse_12S_1542	5	0	0	0	0	0	5		reverse		
reverse_12S_1543	5	0	0	0	0	0	5		reverse		
reverse_12S_1544	5	0	0	0	0	0	5		reverse		
reverse_12S_1545	5	0	0	0	0	0	5		reverse		
reverse_12S_1546	5	0	0	0	0	0	5		reverse		
reverse_12S_1547	5	0	0	0	0	0	5		reverse		
reverse_12S_1548	5	0	0	0	0	0	5		reverse		
reverse_12S_1549	5	0	0	0	0	0	5		reverse		
reverse_12S_1550	5	0	0	0	0	0	5		reverse		
reverse_12S_1551	5	0	0	0	0	0	5		reverse		
reverse_12S_1552	5	0	0	0	0	0	5		reverse		
reverse_12S_1553	5	0	0	0	0	0	5		reverse		
reverse_12S_1554	5	0	0	0	0	0	5		reverse		
reverse_12S_1555	5	0	0	0	0	0	5		reverse		
reverse_12S_1556	5	0	0	0	0	0	5		reverse		
reverse_12S_1557	5	0	0	0	0	0	5		reverse		
reverse_12S_1558	5	0	0	0	0	0	5		reverse		
reverse_12S_1559	5	0	0	0	0	0	5		reverse		
reverse_12S_1560	5	0	0	0	0	0	5		reverse		
reverse_12S_1561	5	0	0	0	0	0	5		reverse		
reverse_12S_1562	5	0	0	0	0	0	5		reverse		
reverse_12S_1563	5	0	0	0	0	0	5		reverse		
reverse_12S_1564	5	0	0	0	0	0	5		reverse		
reverse_12S_1565	5	0	0	0	0	0	5		reverse		
reverse_12S_1566	5	0	0	0	0	0	5		reverse		
reverse_12S_1567	5	0	0	0	0	0	5		reverse		
reverse_12S_1568	5	0	0	0	0	0	5		reverse		
reverse_12S_1569	5	0	0	0	0	0	5		reverse		
reverse_12S_1570	5	0	0	0	0	0	5		reverse		
reverse_12S_1571	5	0	0	0	0	0	5		reverse		
