12S_seq_number	AHi_12S_5.C2.S1540.L007	AHi_12S_8.C4.S900.L007	AHi_12S_AN1H.S1214.L007	AHi_12S_AN2C.S1215.L007	AHi_12S_ANB2.S1217.L007	AHi_12S_C1g.S885.L007	count	forward	reverse	merged	sumtax
reverse_12S_2054	0	1	0	0	0	3	4		reverse		
reverse_12S_2055	0	1	0	0	0	3	4		reverse		
reverse_12S_2056	0	1	0	0	0	3	4		reverse		
reverse_12S_2057	0	1	0	0	0	3	4		reverse		
reverse_12S_2058	0	1	0	0	0	3	4		reverse		
reverse_12S_2059	0	1	0	0	0	3	4		reverse		
reverse_12S_2060	0	1	0	0	0	3	4		reverse		
reverse_12S_2061	0	1	0	0	0	3	4		reverse		
reverse_12S_2062	0	1	0	0	0	3	4		reverse		
reverse_12S_2063	0	1	0	0	0	3	4		reverse		
reverse_12S_2064	0	1	0	0	0	3	4		reverse		
reverse_12S_2065	0	1	0	0	0	3	4		reverse		
reverse_12S_2066	0	0	4	0	0	0	4		reverse		
reverse_12S_2067	0	0	4	0	0	0	4		reverse		
reverse_12S_2068	0	0	4	0	0	0	4		reverse		
reverse_12S_2069	0	0	4	0	0	0	4		reverse		
reverse_12S_2070	0	0	4	0	0	0	4		reverse		Chordata;Actinopteri;Salmoniformes;Salmonidae;Oncorhynchus;
reverse_12S_2071	0	0	1	1	2	0	4		reverse		Chordata;Actinopteri;Labriformes;Labridae;Oxyjulis;Oxyjulis californica
reverse_12S_2072	0	0	1	0	3	0	4		reverse		Chordata;Actinopteri;Ophidiiformes;Ophidiidae;Chilara;Chilara taylori
reverse_12S_2073	0	0	0	0	0	4	4		reverse		
reverse_12S_2074	0	0	0	0	0	4	4		reverse		
reverse_12S_2075	0	0	0	0	0	4	4		reverse		
reverse_12S_2076	0	0	0	0	0	4	4		reverse		
reverse_12S_2077	0	0	0	0	0	4	4		reverse		
reverse_12S_2078	0	0	0	0	0	4	4		reverse		
reverse_12S_2079	0	0	0	0	0	4	4		reverse		
reverse_12S_2080	0	0	0	0	0	4	4		reverse		
reverse_12S_2081	0	0	0	0	0	4	4		reverse		
reverse_12S_2082	0	0	0	0	0	4	4		reverse		
reverse_12S_2083	0	0	0	0	0	4	4		reverse		
reverse_12S_2084	0	0	0	0	0	4	4		reverse		
reverse_12S_2085	0	0	0	0	0	4	4		reverse		
reverse_12S_2086	0	0	0	0	0	4	4		reverse		
reverse_12S_2087	0	0	0	0	0	4	4		reverse		
reverse_12S_2088	0	0	0	0	0	4	4		reverse		
reverse_12S_2089	0	0	0	0	0	4	4		reverse		
reverse_12S_2090	0	0	0	0	0	4	4		reverse		
reverse_12S_2091	0	0	0	0	0	4	4		reverse		
reverse_12S_2092	0	0	0	0	0	4	4		reverse		
reverse_12S_2093	0	0	0	0	0	4	4		reverse		
reverse_12S_2094	0	0	0	0	0	4	4		reverse		
reverse_12S_2095	0	0	0	0	0	4	4		reverse		
reverse_12S_2096	0	0	0	0	0	4	4		reverse		
reverse_12S_2097	0	0	0	0	0	4	4		reverse		
reverse_12S_2098	0	0	0	0	0	4	4		reverse		
reverse_12S_2099	0	0	0	0	0	4	4		reverse		
reverse_12S_2100	0	0	0	0	0	4	4		reverse		
reverse_12S_2101	0	0	0	0	0	4	4		reverse		
reverse_12S_2102	0	0	0	0	0	4	4		reverse		
reverse_12S_2103	0	0	0	0	0	4	4		reverse		
reverse_12S_2104	0	0	0	0	0	4	4		reverse		
reverse_12S_2105	0	0	0	0	0	4	4		reverse		
reverse_12S_2106	0	0	0	0	0	4	4		reverse		
reverse_12S_2107	0	0	0	0	0	4	4		reverse		
reverse_12S_2108	0	0	0	0	0	4	4		reverse		
reverse_12S_2109	0	0	0	0	0	4	4		reverse		
reverse_12S_2110	0	0	0	0	0	4	4		reverse		
reverse_12S_2111	0	0	0	0	0	4	4		reverse		
reverse_12S_2112	0	0	0	0	0	4	4		reverse		
reverse_12S_2113	0	0	0	0	0	4	4		reverse		
reverse_12S_2114	0	0	0	0	0	4	4		reverse		
reverse_12S_2115	0	0	0	0	0	4	4		reverse		
reverse_12S_2116	0	0	0	0	0	4	4		reverse		
reverse_12S_2117	0	0	0	0	0	4	4		reverse		
reverse_12S_2118	0	0	0	0	0	4	4		reverse		
reverse_12S_2119	0	0	0	0	0	4	4		reverse		
reverse_12S_2120	0	0	0	0	0	4	4		reverse		
reverse_12S_2121	0	0	0	0	0	4	4		reverse		
reverse_12S_2122	0	0	0	0	0	4	4		reverse		
reverse_12S_2123	0	0	0	0	0	4	4		reverse		
reverse_12S_2124	0	0	0	0	0	4	4		reverse		
reverse_12S_2125	0	0	0	0	0	4	4		reverse		
reverse_12S_2126	0	0	0	0	0	4	4		reverse		
reverse_12S_2127	0	0	0	0	0	4	4		reverse		
reverse_12S_2128	0	0	0	0	0	4	4		reverse		
reverse_12S_2129	0	0	0	0	0	4	4		reverse		
reverse_12S_2130	0	0	0	0	0	4	4		reverse		
reverse_12S_2131	0	0	0	0	0	4	4		reverse		
reverse_12S_2132	0	0	0	0	0	4	4		reverse		
reverse_12S_2133	0	0	0	0	0	4	4		reverse		
reverse_12S_2134	0	0	0	0	0	4	4		reverse		
reverse_12S_2135	0	0	0	0	0	4	4		reverse		
reverse_12S_2136	0	0	0	0	0	4	4		reverse		
reverse_12S_2137	0	0	0	0	0	4	4		reverse		
reverse_12S_2138	0	0	0	0	0	4	4		reverse		
reverse_12S_2139	0	0	0	0	0	4	4		reverse		
reverse_12S_2140	0	0	0	0	0	4	4		reverse		
reverse_12S_2141	0	0	0	0	0	4	4		reverse		
reverse_12S_2142	0	0	0	0	0	4	4		reverse		
forward_12S_95	0	1	0	2	0	0	3	forward			Chordata;Actinopteri;Perciformes;Sebastidae;Sebastes;
forward_12S_96	0	0	3	0	0	0	3	forward			
forward_12S_97	0	0	3	0	0	0	3	forward			
forward_12S_98	0	0	3	0	0	0	3	forward			
forward_12S_99	0	0	3	0	0	0	3	forward			
forward_12S_100	0	0	3	0	0	0	3	forward			
forward_12S_101	0	0	3	0	0	0	3	forward			Chordata;Actinopteri;Perciformes;Sebastidae;Sebastes;
forward_12S_102	0	0	3	0	0	0	3	forward			Chordata;Actinopteri;Blenniiformes;Blenniidae;Parablennius;Parablennius yatabei
forward_12S_103	0	0	3	0	0	0	3	forward			Chordata;Actinopteri;Salmoniformes;Salmonidae;Oncorhynchus;
forward_12S_104	0	0	3	0	0	0	3	forward			
forward_12S_105	0	0	2	1	0	0	3	forward			
forward_12S_106	0	0	2	1	0	0	3	forward			
forward_12S_107	0	0	2	0	1	0	3	forward			
forward_12S_108	0	0	2	0	1	0	3	forward			
forward_12S_109	0	0	2	1	0	0	3	forward			
forward_12S_110	0	0	2	0	1	0	3	forward			
forward_12S_111	0	0	2	0	1	0	3	forward			
forward_12S_112	0	0	2	0	1	0	3	forward			Chordata;Actinopteri;Perciformes;Sebastidae;Sebastes;
forward_12S_113	0	0	2	0	1	0	3	forward			Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Medialu;Medialuna californiensis
forward_12S_114	0	0	2	0	1	0	3	forward			Chordata;Actinopteri;Labriformes;Odacidae;Neoodax;Neoodax balteatus
forward_12S_115	0	0	1	2	0	0	3	forward			
forward_12S_116	0	0	1	1	1	0	3	forward			
forward_12S_117	0	0	1	2	0	0	3	forward			
forward_12S_118	0	0	1	0	2	0	3	forward			Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Medialu;Medialuna californiensis
forward_12S_119	0	0	1	0	2	0	3	forward			Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Medialu;Medialuna californiensis
forward_12S_120	0	0	1	0	2	0	3	forward			Chordata;Actinopteri;;;;
forward_12S_121	0	0	0	3	0	0	3	forward			Chordata;Actinopteri;;Opistognathidae;Opistognathus;Opistognathus decorus
forward_12S_122	0	0	0	3	0	0	3	forward			Chordata;Actinopteri;Atheriniformes;Atherinopsidae;Odontesthes;
forward_12S_123	0	0	0	3	0	0	3	forward			Chordata;Actinopteri;;Embiotocidae;Embiotoca;Embiotoca jacksoni
forward_12S_124	0	0	0	3	0	0	3	forward			Chordata;Actinopteri;;Embiotocidae;Embiotoca;Embiotoca jacksoni
forward_12S_125	0	0	0	3	0	0	3	forward			Chordata;Chondrichthyes;Carcharhiniformes;Scyliorhinidae;;
forward_12S_126	0	0	0	1	2	0	3	forward			
forward_12S_127	0	0	0	1	2	0	3	forward			Chordata;Actinopteri;Labriformes;Labridae;Oxyjulis;Oxyjulis californica
forward_12S_128	0	0	0	0	3	0	3	forward			
forward_12S_129	0	0	0	0	3	0	3	forward			
forward_12S_130	0	0	0	0	3	0	3	forward			
forward_12S_131	0	0	0	0	3	0	3	forward			
forward_12S_132	0	0	0	0	3	0	3	forward			
forward_12S_133	0	0	0	0	3	0	3	forward			Chordata;Actinopteri;Labriformes;Labridae;Oxyjulis;Oxyjulis californica
forward_12S_134	0	0	0	0	3	0	3	forward			Chordata;Actinopteri;Labriformes;Labridae;Oxyjulis;Oxyjulis californica
forward_12S_135	0	0	0	0	3	0	3	forward			Chordata;Actinopteri;Labriformes;Labridae;Oxyjulis;Oxyjulis californica
forward_12S_136	0	0	0	0	3	0	3	forward			Chordata;Actinopteri;Atheriniformes;Atherinopsidae;Odontesthes;
forward_12S_137	0	0	0	0	3	0	3	forward			Chordata;Chondrichthyes;Myliobatiformes;Myliobatidae;Myliobatis;Myliobatis californica
merged_12S_168	0	0	3	0	0	0	3			merged	Chordata;Actinopteri;Blenniiformes;Blenniidae;Entomacrodus;Entomacrodus striatus
merged_12S_169	0	0	0	0	3	0	3			merged	
merged_12S_170	0	0	0	0	3	0	3			merged	Chordata;Actinopteri;Labriformes;Labridae;Oxyjulis;Oxyjulis californica
reverse_12S_2143	3	0	0	0	0	0	3		reverse		
reverse_12S_2144	3	0	0	0	0	0	3		reverse		
reverse_12S_2145	3	0	0	0	0	0	3		reverse		
reverse_12S_2146	3	0	0	0	0	0	3		reverse		
reverse_12S_2147	3	0	0	0	0	0	3		reverse		
reverse_12S_2148	3	0	0	0	0	0	3		reverse		
reverse_12S_2149	3	0	0	0	0	0	3		reverse		
reverse_12S_2150	3	0	0	0	0	0	3		reverse		
reverse_12S_2151	3	0	0	0	0	0	3		reverse		
reverse_12S_2152	3	0	0	0	0	0	3		reverse		
reverse_12S_2153	3	0	0	0	0	0	3		reverse		
reverse_12S_2154	3	0	0	0	0	0	3		reverse		
reverse_12S_2155	3	0	0	0	0	0	3		reverse		
reverse_12S_2156	3	0	0	0	0	0	3		reverse		
reverse_12S_2157	3	0	0	0	0	0	3		reverse		
reverse_12S_2158	3	0	0	0	0	0	3		reverse		
reverse_12S_2159	3	0	0	0	0	0	3		reverse		
reverse_12S_2160	3	0	0	0	0	0	3		reverse		
reverse_12S_2161	3	0	0	0	0	0	3		reverse		
reverse_12S_2162	3	0	0	0	0	0	3		reverse		
reverse_12S_2163	3	0	0	0	0	0	3		reverse		
reverse_12S_2164	3	0	0	0	0	0	3		reverse		
reverse_12S_2165	3	0	0	0	0	0	3		reverse		
reverse_12S_2166	3	0	0	0	0	0	3		reverse		
reverse_12S_2167	3	0	0	0	0	0	3		reverse		
reverse_12S_2168	3	0	0	0	0	0	3		reverse		
reverse_12S_2169	3	0	0	0	0	0	3		reverse		
reverse_12S_2170	3	0	0	0	0	0	3		reverse		
reverse_12S_2171	3	0	0	0	0	0	3		reverse		
reverse_12S_2172	3	0	0	0	0	0	3		reverse		
reverse_12S_2173	3	0	0	0	0	0	3		reverse		
reverse_12S_2174	3	0	0	0	0	0	3		reverse		
reverse_12S_2175	3	0	0	0	0	0	3		reverse		
reverse_12S_2176	3	0	0	0	0	0	3		reverse		
reverse_12S_2177	3	0	0	0	0	0	3		reverse		
reverse_12S_2178	3	0	0	0	0	0	3		reverse		
reverse_12S_2179	3	0	0	0	0	0	3		reverse		
reverse_12S_2180	3	0	0	0	0	0	3		reverse		
reverse_12S_2181	3	0	0	0	0	0	3		reverse		
reverse_12S_2182	3	0	0	0	0	0	3		reverse		
reverse_12S_2183	3	0	0	0	0	0	3		reverse		
reverse_12S_2184	3	0	0	0	0	0	3		reverse		
reverse_12S_2185	3	0	0	0	0	0	3		reverse		
reverse_12S_2186	3	0	0	0	0	0	3		reverse		
reverse_12S_2187	3	0	0	0	0	0	3		reverse		
reverse_12S_2188	3	0	0	0	0	0	3		reverse		
reverse_12S_2189	3	0	0	0	0	0	3		reverse		
reverse_12S_2190	3	0	0	0	0	0	3		reverse		
reverse_12S_2191	3	0	0	0	0	0	3		reverse		
reverse_12S_2192	3	0	0	0	0	0	3		reverse		
reverse_12S_2193	3	0	0	0	0	0	3		reverse		
reverse_12S_2194	3	0	0	0	0	0	3		reverse		
reverse_12S_2195	3	0	0	0	0	0	3		reverse		
reverse_12S_2196	3	0	0	0	0	0	3		reverse		
reverse_12S_2197	3	0	0	0	0	0	3		reverse		
reverse_12S_2198	3	0	0	0	0	0	3		reverse		
reverse_12S_2199	3	0	0	0	0	0	3		reverse		
reverse_12S_2200	3	0	0	0	0	0	3		reverse		
reverse_12S_2201	3	0	0	0	0	0	3		reverse		
reverse_12S_2202	3	0	0	0	0	0	3		reverse		
reverse_12S_2203	3	0	0	0	0	0	3		reverse		
reverse_12S_2204	3	0	0	0	0	0	3		reverse		
reverse_12S_2205	3	0	0	0	0	0	3		reverse		
reverse_12S_2206	3	0	0	0	0	0	3		reverse		
reverse_12S_2207	3	0	0	0	0	0	3		reverse		
reverse_12S_2208	3	0	0	0	0	0	3		reverse		
reverse_12S_2209	3	0	0	0	0	0	3		reverse		
reverse_12S_2210	3	0	0	0	0	0	3		reverse		
reverse_12S_2211	3	0	0	0	0	0	3		reverse		
reverse_12S_2212	3	0	0	0	0	0	3		reverse		
reverse_12S_2213	3	0	0	0	0	0	3		reverse		
reverse_12S_2214	3	0	0	0	0	0	3		reverse		
reverse_12S_2215	3	0	0	0	0	0	3		reverse		
reverse_12S_2216	3	0	0	0	0	0	3		reverse		
reverse_12S_2217	3	0	0	0	0	0	3		reverse		
reverse_12S_2218	3	0	0	0	0	0	3		reverse		
reverse_12S_2219	3	0	0	0	0	0	3		reverse		
reverse_12S_2220	3	0	0	0	0	0	3		reverse		
reverse_12S_2221	3	0	0	0	0	0	3		reverse		
reverse_12S_2222	3	0	0	0	0	0	3		reverse		
reverse_12S_2223	3	0	0	0	0	0	3		reverse		
reverse_12S_2224	3	0	0	0	0	0	3		reverse		
reverse_12S_2225	3	0	0	0	0	0	3		reverse		
reverse_12S_2226	3	0	0	0	0	0	3		reverse		
reverse_12S_2227	3	0	0	0	0	0	3		reverse		
reverse_12S_2228	3	0	0	0	0	0	3		reverse		
reverse_12S_2229	3	0	0	0	0	0	3		reverse		
reverse_12S_2230	3	0	0	0	0	0	3		reverse		
reverse_12S_2231	3	0	0	0	0	0	3		reverse		
reverse_12S_2232	3	0	0	0	0	0	3		reverse		
reverse_12S_2233	3	0	0	0	0	0	3		reverse		
reverse_12S_2234	3	0	0	0	0	0	3		reverse		
reverse_12S_2235	3	0	0	0	0	0	3		reverse		
reverse_12S_2236	3	0	0	0	0	0	3		reverse		
reverse_12S_2237	3	0	0	0	0	0	3		reverse		
reverse_12S_2238	3	0	0	0	0	0	3		reverse		
reverse_12S_2239	3	0	0	0	0	0	3		reverse		
reverse_12S_2240	3	0	0	0	0	0	3		reverse		
reverse_12S_2241	3	0	0	0	0	0	3		reverse		
reverse_12S_2242	3	0	0	0	0	0	3		reverse		
reverse_12S_2243	3	0	0	0	0	0	3		reverse		
reverse_12S_2244	3	0	0	0	0	0	3		reverse		
reverse_12S_2245	3	0	0	0	0	0	3		reverse		
reverse_12S_2246	3	0	0	0	0	0	3		reverse		
reverse_12S_2247	3	0	0	0	0	0	3		reverse		
reverse_12S_2248	3	0	0	0	0	0	3		reverse		
reverse_12S_2249	3	0	0	0	0	0	3		reverse		
reverse_12S_2250	3	0	0	0	0	0	3		reverse		
reverse_12S_2251	3	0	0	0	0	0	3		reverse		
reverse_12S_2252	3	0	0	0	0	0	3		reverse		
reverse_12S_2253	3	0	0	0	0	0	3		reverse		
reverse_12S_2254	3	0	0	0	0	0	3		reverse		
reverse_12S_2255	3	0	0	0	0	0	3		reverse		
reverse_12S_2256	3	0	0	0	0	0	3		reverse		
reverse_12S_2257	3	0	0	0	0	0	3		reverse		
reverse_12S_2258	3	0	0	0	0	0	3		reverse		
reverse_12S_2259	3	0	0	0	0	0	3		reverse		
reverse_12S_2260	3	0	0	0	0	0	3		reverse		
reverse_12S_2261	3	0	0	0	0	0	3		reverse		
reverse_12S_2262	3	0	0	0	0	0	3		reverse		
reverse_12S_2263	3	0	0	0	0	0	3		reverse		
reverse_12S_2264	3	0	0	0	0	0	3		reverse		
reverse_12S_2265	3	0	0	0	0	0	3		reverse		
reverse_12S_2266	3	0	0	0	0	0	3		reverse		
reverse_12S_2267	3	0	0	0	0	0	3		reverse		
reverse_12S_2268	3	0	0	0	0	0	3		reverse		
reverse_12S_2269	3	0	0	0	0	0	3		reverse		
reverse_12S_2270	3	0	0	0	0	0	3		reverse		
reverse_12S_2271	3	0	0	0	0	0	3		reverse		
reverse_12S_2272	3	0	0	0	0	0	3		reverse		
reverse_12S_2273	3	0	0	0	0	0	3		reverse		
reverse_12S_2274	3	0	0	0	0	0	3		reverse		
reverse_12S_2275	3	0	0	0	0	0	3		reverse		
reverse_12S_2276	3	0	0	0	0	0	3		reverse		
reverse_12S_2277	3	0	0	0	0	0	3		reverse		
reverse_12S_2278	3	0	0	0	0	0	3		reverse		
reverse_12S_2279	3	0	0	0	0	0	3		reverse		
reverse_12S_2280	3	0	0	0	0	0	3		reverse		
reverse_12S_2281	3	0	0	0	0	0	3		reverse		
reverse_12S_2282	3	0	0	0	0	0	3		reverse		
reverse_12S_2283	3	0	0	0	0	0	3		reverse		
reverse_12S_2284	3	0	0	0	0	0	3		reverse		
reverse_12S_2285	3	0	0	0	0	0	3		reverse		
reverse_12S_2286	3	0	0	0	0	0	3		reverse		
reverse_12S_2287	3	0	0	0	0	0	3		reverse		
reverse_12S_2288	3	0	0	0	0	0	3		reverse		
reverse_12S_2289	3	0	0	0	0	0	3		reverse		
reverse_12S_2290	3	0	0	0	0	0	3		reverse		
reverse_12S_2291	3	0	0	0	0	0	3		reverse		
reverse_12S_2292	3	0	0	0	0	0	3		reverse		
reverse_12S_2293	3	0	0	0	0	0	3		reverse		
reverse_12S_2294	3	0	0	0	0	0	3		reverse		
reverse_12S_2295	3	0	0	0	0	0	3		reverse		
reverse_12S_2296	3	0	0	0	0	0	3		reverse		
reverse_12S_2297	3	0	0	0	0	0	3		reverse		
reverse_12S_2298	3	0	0	0	0	0	3		reverse		
reverse_12S_2299	3	0	0	0	0	0	3		reverse		
reverse_12S_2300	3	0	0	0	0	0	3		reverse		
reverse_12S_2301	3	0	0	0	0	0	3		reverse		
reverse_12S_2302	3	0	0	0	0	0	3		reverse		
reverse_12S_2303	3	0	0	0	0	0	3		reverse		
reverse_12S_2304	3	0	0	0	0	0	3		reverse		
reverse_12S_2305	3	0	0	0	0	0	3		reverse		
reverse_12S_2306	3	0	0	0	0	0	3		reverse		
reverse_12S_2307	3	0	0	0	0	0	3		reverse		
reverse_12S_2308	3	0	0	0	0	0	3		reverse		
reverse_12S_2309	3	0	0	0	0	0	3		reverse		
reverse_12S_2310	3	0	0	0	0	0	3		reverse		
reverse_12S_2311	3	0	0	0	0	0	3		reverse		
reverse_12S_2312	3	0	0	0	0	0	3		reverse		
reverse_12S_2313	3	0	0	0	0	0	3		reverse		
reverse_12S_2314	3	0	0	0	0	0	3		reverse		
reverse_12S_2315	3	0	0	0	0	0	3		reverse		
reverse_12S_2316	3	0	0	0	0	0	3		reverse		
reverse_12S_2317	3	0	0	0	0	0	3		reverse		
reverse_12S_2318	3	0	0	0	0	0	3		reverse		
reverse_12S_2319	3	0	0	0	0	0	3		reverse		
reverse_12S_2320	3	0	0	0	0	0	3		reverse		
reverse_12S_2321	3	0	0	0	0	0	3		reverse		
reverse_12S_2322	3	0	0	0	0	0	3		reverse		
reverse_12S_2323	2	0	0	0	0	1	3		reverse		
reverse_12S_2324	2	0	0	0	0	1	3		reverse		
reverse_12S_2325	2	0	0	0	0	1	3		reverse		
reverse_12S_2326	2	1	0	0	0	0	3		reverse		
reverse_12S_2327	2	0	0	0	0	1	3		reverse		
reverse_12S_2328	2	1	0	0	0	0	3		reverse		
reverse_12S_2329	2	0	0	0	0	1	3		reverse		
reverse_12S_2330	2	0	0	0	0	1	3		reverse		
reverse_12S_2331	2	1	0	0	0	0	3		reverse		
reverse_12S_2332	2	0	0	0	0	1	3		reverse		
reverse_12S_2333	2	1	0	0	0	0	3		reverse		
reverse_12S_2334	2	1	0	0	0	0	3		reverse		
reverse_12S_2335	2	1	0	0	0	0	3		reverse		
reverse_12S_2336	2	1	0	0	0	0	3		reverse		
reverse_12S_2337	2	1	0	0	0	0	3		reverse		
reverse_12S_2338	2	0	0	0	0	1	3		reverse		
reverse_12S_2339	2	0	0	0	0	1	3		reverse		
reverse_12S_2340	2	0	0	0	0	1	3		reverse		
reverse_12S_2341	2	0	0	0	0	1	3		reverse		
reverse_12S_2342	2	0	0	0	0	1	3		reverse		
reverse_12S_2343	2	0	0	0	0	1	3		reverse		
reverse_12S_2344	2	0	0	0	0	1	3		reverse		
reverse_12S_2345	2	1	0	0	0	0	3		reverse		
reverse_12S_2346	2	0	0	0	0	1	3		reverse		
reverse_12S_2347	2	0	0	0	0	1	3		reverse		
reverse_12S_2348	2	1	0	0	0	0	3		reverse		
reverse_12S_2349	2	0	0	0	0	1	3		reverse		
reverse_12S_2350	2	0	0	0	0	1	3		reverse		
reverse_12S_2351	2	0	0	0	0	1	3		reverse		
reverse_12S_2352	2	1	0	0	0	0	3		reverse		
reverse_12S_2353	2	0	0	0	0	1	3		reverse		
reverse_12S_2354	2	1	0	0	0	0	3		reverse		
reverse_12S_2355	2	0	0	0	0	1	3		reverse		
reverse_12S_2356	2	1	0	0	0	0	3		reverse		
reverse_12S_2357	2	1	0	0	0	0	3		reverse		
reverse_12S_2358	2	1	0	0	0	0	3		reverse		
reverse_12S_2359	2	0	0	0	0	1	3		reverse		
reverse_12S_2360	2	0	0	0	0	1	3		reverse		
reverse_12S_2361	2	1	0	0	0	0	3		reverse		
reverse_12S_2362	2	1	0	0	0	0	3		reverse		
reverse_12S_2363	2	1	0	0	0	0	3		reverse		
reverse_12S_2364	2	0	0	0	0	1	3		reverse		
reverse_12S_2365	2	0	0	0	0	1	3		reverse		
reverse_12S_2366	2	0	0	0	0	1	3		reverse		
reverse_12S_2367	2	1	0	0	0	0	3		reverse		
reverse_12S_2368	2	0	0	0	0	1	3		reverse		
reverse_12S_2369	2	0	0	0	0	1	3		reverse		
reverse_12S_2370	2	0	0	0	0	1	3		reverse		
reverse_12S_2371	2	1	0	0	0	0	3		reverse		
reverse_12S_2372	2	1	0	0	0	0	3		reverse		
reverse_12S_2373	2	0	0	0	0	1	3		reverse		
reverse_12S_2374	2	0	0	0	0	1	3		reverse		
reverse_12S_2375	2	0	0	0	0	1	3		reverse		
reverse_12S_2376	2	0	0	0	0	1	3		reverse		
reverse_12S_2377	2	1	0	0	0	0	3		reverse		
reverse_12S_2378	2	1	0	0	0	0	3		reverse		
reverse_12S_2379	2	0	0	0	0	1	3		reverse		
reverse_12S_2380	2	0	0	0	0	1	3		reverse		
reverse_12S_2381	2	0	0	0	0	1	3		reverse		
reverse_12S_2382	2	0	0	0	0	1	3		reverse		
reverse_12S_2383	2	0	0	0	0	1	3		reverse		
reverse_12S_2384	2	0	0	0	0	1	3		reverse		
reverse_12S_2385	2	1	0	0	0	0	3		reverse		
reverse_12S_2386	2	0	0	0	0	1	3		reverse		
reverse_12S_2387	2	1	0	0	0	0	3		reverse		
reverse_12S_2388	2	0	0	0	0	1	3		reverse		
reverse_12S_2389	2	0	0	0	0	1	3		reverse		
reverse_12S_2390	2	1	0	0	0	0	3		reverse		
reverse_12S_2391	2	0	0	0	0	1	3		reverse		
reverse_12S_2392	2	0	0	0	0	1	3		reverse		
reverse_12S_2393	2	1	0	0	0	0	3		reverse		
reverse_12S_2394	2	0	0	0	0	1	3		reverse		
reverse_12S_2395	2	1	0	0	0	0	3		reverse		
reverse_12S_2396	2	0	0	0	0	1	3		reverse		
reverse_12S_2397	2	1	0	0	0	0	3		reverse		
reverse_12S_2398	2	0	0	0	0	1	3		reverse		
reverse_12S_2399	2	1	0	0	0	0	3		reverse		
reverse_12S_2400	2	0	0	0	0	1	3		reverse		
reverse_12S_2401	2	0	0	0	0	1	3		reverse		
reverse_12S_2402	2	0	0	0	0	1	3		reverse		
reverse_12S_2403	2	0	0	0	0	1	3		reverse		
reverse_12S_2404	2	0	0	0	0	1	3		reverse		
reverse_12S_2405	2	0	0	0	0	1	3		reverse		
reverse_12S_2406	2	1	0	0	0	0	3		reverse		
reverse_12S_2407	2	0	0	0	0	1	3		reverse		
reverse_12S_2408	2	0	0	0	0	1	3		reverse		
reverse_12S_2409	2	0	0	0	0	1	3		reverse		
reverse_12S_2410	2	0	0	0	0	1	3		reverse		
reverse_12S_2411	1	0	0	0	0	2	3		reverse		
reverse_12S_2412	1	1	0	0	0	1	3		reverse		
reverse_12S_2413	1	0	0	0	0	2	3		reverse		
reverse_12S_2414	1	0	0	0	0	2	3		reverse		
reverse_12S_2415	1	1	0	0	0	1	3		reverse		
reverse_12S_2416	1	0	0	0	0	2	3		reverse		
reverse_12S_2417	1	2	0	0	0	0	3		reverse		
reverse_12S_2418	1	0	0	0	0	2	3		reverse		
reverse_12S_2419	1	0	0	0	0	2	3		reverse		
reverse_12S_2420	1	0	0	0	0	2	3		reverse		
reverse_12S_2421	1	1	0	0	0	1	3		reverse		
reverse_12S_2422	1	1	0	0	0	1	3		reverse		
reverse_12S_2423	1	0	0	0	0	2	3		reverse		
reverse_12S_2424	1	0	0	0	0	2	3		reverse		
reverse_12S_2425	1	0	0	0	0	2	3		reverse		
reverse_12S_2426	1	0	0	0	0	2	3		reverse		
reverse_12S_2427	1	0	0	0	0	2	3		reverse		
reverse_12S_2428	1	0	0	0	0	2	3		reverse		
reverse_12S_2429	1	0	0	0	0	2	3		reverse		
reverse_12S_2430	1	0	0	0	0	2	3		reverse		
reverse_12S_2431	1	1	0	0	0	1	3		reverse		
reverse_12S_2432	1	0	0	0	0	2	3		reverse		
reverse_12S_2433	1	1	0	0	0	1	3		reverse		
reverse_12S_2434	1	0	0	0	0	2	3		reverse		
reverse_12S_2435	1	0	0	0	0	2	3		reverse		
reverse_12S_2436	1	1	0	0	0	1	3		reverse		
reverse_12S_2437	1	1	0	0	0	1	3		reverse		
reverse_12S_2438	1	1	0	0	0	1	3		reverse		
reverse_12S_2439	1	0	0	0	0	2	3		reverse		
reverse_12S_2440	1	0	0	0	0	2	3		reverse		
reverse_12S_2441	1	0	0	0	0	2	3		reverse		
reverse_12S_2442	1	0	0	0	0	2	3		reverse		
reverse_12S_2443	1	0	0	0	0	2	3		reverse		
reverse_12S_2444	1	0	0	0	0	2	3		reverse		
reverse_12S_2445	1	0	0	0	0	2	3		reverse		
reverse_12S_2446	1	0	0	0	0	2	3		reverse		
reverse_12S_2447	1	1	0	0	0	1	3		reverse		
reverse_12S_2448	1	1	0	0	0	1	3		reverse		
reverse_12S_2449	1	0	0	0	0	2	3		reverse		
reverse_12S_2450	1	0	0	0	0	2	3		reverse		
reverse_12S_2451	1	1	0	0	0	1	3		reverse		
reverse_12S_2452	1	0	0	0	0	2	3		reverse		
reverse_12S_2453	1	0	0	0	0	2	3		reverse		
reverse_12S_2454	1	0	0	0	0	2	3		reverse		
reverse_12S_2455	1	0	0	0	0	2	3		reverse		
