12S_seq_number	SkHi_12S_5.C2.S1540.L007	SkHi12S_8.C4.S900.L007	SkHi12S_AN1H.S1214.L007	SkHi12S_AN2C.S1215.L007	SkHi12S_ANB2.S1217.L007	SkHi12S_C1g.S885.L007	Forward	reverse	merged	sumtax Confidence
reverse_12S_1939	2	2	0	0	0	0		reverse		Chordata	0.996689301
reverse_12S_194	29	19	0	0	0	25		reverse		Chordata	0.996622346
reverse_12S_1940	2	0	0	0	0	2		reverse		Chordata	0.995213877
reverse_12S_1941	2	0	0	0	0	2		reverse		Chordata	0.996985985
reverse_12S_1942	2	0	0	0	0	2		reverse		Chordata	0.996240269
reverse_12S_1943	2	1	0	0	0	1		reverse		Chordata	0.996094634
reverse_12S_1944	2	2	0	0	0	0		reverse		Chordata	0.996660203
reverse_12S_1945	2	1	0	0	0	1		reverse		Chordata	0.996579401
reverse_12S_1946	2	1	0	0	0	1		reverse		Chordata	0.996592483
reverse_12S_1947	2	0	0	0	0	2		reverse		Chordata	0.996316441
reverse_12S_1948	2	0	0	0	0	2		reverse		Chordata	0.997476783
reverse_12S_1949	2	2	0	0	0	0		reverse		Chordata	0.996599671
reverse_12S_195	13	21	0	0	0	39		reverse		Chordata	0.995792483
reverse_12S_1950	2	0	0	0	0	2		reverse		Chordata	0.997033414
reverse_12S_1951	2	0	0	0	0	2		reverse		Chordata	0.996406135
reverse_12S_1952	2	0	0	0	0	2		reverse		Chordata	0.996420543
reverse_12S_1953	2	0	0	0	0	2		reverse		Chordata	0.995914808
reverse_12S_1954	2	1	0	0	0	1		reverse		Chordata	0.996076927
reverse_12S_1955	1	0	0	0	0	3		reverse		Chordata	0.995607868
reverse_12S_1956	1	0	0	0	0	3		reverse		Chordata	0.9952731
reverse_12S_1957	1	1	0	0	0	2		reverse		Chordata	0.996451653
reverse_12S_1958	1	2	0	0	0	1		reverse		Chordata	0.996378924
reverse_12S_1959	1	0	0	0	0	3		reverse		Chordata	0.996522127
reverse_12S_196	23	6	0	0	0	43		reverse		Chordata	0.996062155
reverse_12S_1960	1	1	0	0	0	2		reverse		Chordata	0.996445225
reverse_12S_1961	1	1	0	0	0	2		reverse		Chordata	0.995750259
reverse_12S_1962	1	0	0	0	0	3		reverse		Chordata	0.997394096
reverse_12S_1963	1	0	0	0	0	3		reverse		Chordata	0.996963244
reverse_12S_1964	1	0	0	0	0	3		reverse		Chordata	0.995834545
reverse_12S_1965	1	3	0	0	0	0		reverse		Chordata	0.996760466
reverse_12S_1966	1	0	0	0	0	3		reverse		Chordata	0.99660083
reverse_12S_1967	1	0	0	0	0	3		reverse		Chordata	0.99687911
reverse_12S_1968	1	0	0	0	0	3		reverse		Chordata	0.996599865
reverse_12S_1969	1	1	0	0	0	2		reverse		Chordata	0.996577849
reverse_12S_197	28	0	0	0	0	43		reverse		Chordata	0.996510979
reverse_12S_1970	1	3	0	0	0	0		reverse		Chordata	0.996738236
reverse_12S_1971	1	1	0	0	0	2		reverse		Chordata	0.996540284
reverse_12S_1972	1	1	0	0	0	2		reverse		Chordata	0.996567792
reverse_12S_1973	1	0	0	0	0	3		reverse		Chordata	0.996310403
reverse_12S_1974	1	2	0	0	0	1		reverse		Chordata	0.996888583
reverse_12S_1975	1	2	0	0	0	1		reverse		Chordata	0.996663359
reverse_12S_1976	1	0	0	0	0	3		reverse		Chordata	0.996909689
reverse_12S_1977	1	1	0	0	0	2		reverse		Chordata	0.996665808
reverse_12S_1978	1	3	0	0	0	0		reverse		Chordata	0.99665136
reverse_12S_1979	1	1	0	0	0	2		reverse		Chordata	0.9967436
reverse_12S_198	5	28	0	0	0	38		reverse		Chordata	0.996496187
reverse_12S_1980	1	1	0	0	0	2		reverse		Chordata	0.99668474
reverse_12S_1981	1	0	0	0	0	3		reverse		Chordata	0.99669687
reverse_12S_1982	1	1	0	0	0	2		reverse		Chordata	0.997354311
reverse_12S_1983	1	1	0	0	0	2		reverse		Chordata	0.996232085
reverse_12S_1984	1	0	0	0	0	3		reverse		Chordata	0.996937633
reverse_12S_1985	1	0	0	0	0	3		reverse		Chordata	0.995949644
reverse_12S_1986	1	0	0	0	0	3		reverse		Chordata	0.996564793
reverse_12S_1987	1	2	0	0	0	1		reverse		Chordata	0.995867598
reverse_12S_1988	1	0	0	0	0	3		reverse		Chordata	0.996251918
reverse_12S_1989	1	2	0	0	1	0		reverse		Chordata	0.996488226
reverse_12S_199	70	0	0	0	0	0		reverse		Chordata	0.996723932
reverse_12S_1990	1	2	0	0	0	1		reverse		Chordata	0.996129908
reverse_12S_1991	1	1	0	0	0	2		reverse		Chordata	0.996181602
reverse_12S_1992	1	0	0	0	0	3		reverse		Chordata	0.996133464
reverse_12S_1993	1	0	0	0	0	3		reverse		Chordata	0.996043483
reverse_12S_1994	1	0	0	0	0	3		reverse		Chordata	0.996380499
reverse_12S_1995	1	0	0	0	0	3		reverse		Chordata	0.996173135
reverse_12S_1996	1	2	0	0	0	1		reverse		Chordata	0.99609009
reverse_12S_1997	1	0	0	0	0	3		reverse		Chordata	0.99665172
reverse_12S_1998	1	0	0	0	0	3		reverse		Chordata	0.996721091
reverse_12S_1999	1	0	0	0	0	3		reverse		Chordata	0.996436317
reverse_12S_2	2129	40	0	0	1	56		reverse		Chordata	0.997359507
reverse_12S_20	400	24	0	0	0	10		reverse		Chordata	0.996622029
reverse_12S_200	63	5	0	0	0	2		reverse		Chordata	0.996450911
reverse_12S_2000	1	0	0	0	0	3		reverse		Chordata	0.996914725
reverse_12S_2001	1	0	0	0	0	3		reverse		Chordata	0.996765372
reverse_12S_2002	1	0	0	0	0	3		reverse		Chordata	0.996633064
reverse_12S_2003	1	3	0	0	0	0		reverse		Chordata	0.996361302
reverse_12S_2004	1	0	0	0	0	3		reverse		Chordata	0.996485566
reverse_12S_2005	1	0	0	0	0	3		reverse		Chordata	0.99670307
reverse_12S_2006	1	0	0	0	0	3		reverse		Chordata	0.996928968
reverse_12S_2007	1	0	0	0	0	3		reverse		Chordata	0.996521913
reverse_12S_2008	1	0	0	0	0	3		reverse		Chordata	0.996878774
reverse_12S_2009	1	0	0	0	0	3		reverse		Chordata	0.996360593
reverse_12S_201	30	11	0	0	0	29		reverse		Chordata	0.996497501
reverse_12S_2010	1	1	0	0	0	2		reverse		Chordata	0.996030655
reverse_12S_2011	1	0	0	0	0	3		reverse		Chordata	0.996594776
reverse_12S_2012	1	2	0	0	0	1		reverse		Chordata	0.996267933
reverse_12S_2013	1	1	0	0	0	2		reverse		Chordata	0.996078199
reverse_12S_2014	1	1	0	0	0	2		reverse		Chordata	0.996103158
reverse_12S_2015	1	0	0	0	0	3		reverse		Chordata	0.996020472
reverse_12S_2016	0	4	0	0	0	0		reverse		Chordata	0.996491374
reverse_12S_2017	0	4	0	0	0	0		reverse		Chordata	0.995910532
reverse_12S_2018	0	4	0	0	0	0		reverse		Chordata	0.996394836
reverse_12S_2019	0	4	0	0	0	0		reverse		Chordata	0.996018915
reverse_12S_202	45	15	0	0	0	9		reverse		Chordata	0.996160223
reverse_12S_2020	0	4	0	0	0	0		reverse		Chordata	0.995894251
reverse_12S_2021	0	4	0	0	0	0		reverse		Chordata	0.996592276
reverse_12S_2022	0	4	0	0	0	0		reverse		Chordata	0.99677886
reverse_12S_2023	0	4	0	0	0	0		reverse		Chordata	0.996764153
reverse_12S_2024	0	4	0	0	0	0		reverse		Chordata	0.996457165
reverse_12S_2025	0	4	0	0	0	0		reverse		Chordata	0.996656802
reverse_12S_2026	0	4	0	0	0	0		reverse		Chordata	0.996767943
reverse_12S_2027	0	4	0	0	0	0		reverse		Chordata	0.996729428
reverse_12S_2028	0	4	0	0	0	0		reverse		Chordata	0.996596317
reverse_12S_2029	0	4	0	0	0	0		reverse		Chordata	0.99623482
reverse_12S_203	11	1	0	0	0	56		reverse		Chordata	0.996109032
reverse_12S_2030	0	4	0	0	0	0		reverse		Chordata	0.996065583
reverse_12S_2031	0	3	0	0	0	1		reverse		Chordata	0.996648747
reverse_12S_2032	0	3	0	0	0	1		reverse		Chordata	0.996675764
reverse_12S_2033	0	2	0	0	0	2		reverse		Chordata	0.995802187
reverse_12S_2034	0	2	0	0	0	2		reverse		Chordata	0.99638684
reverse_12S_2035	0	2	0	0	0	2		reverse		Chordata	0.99688356
reverse_12S_2036	0	2	0	0	0	2		reverse		Chordata	0.996807998
reverse_12S_2037	0	2	0	0	0	2		reverse		Chordata	0.997173862
reverse_12S_2038	0	2	0	0	0	2		reverse		Chordata	0.996613597
reverse_12S_2039	0	2	0	0	0	2		reverse		Chordata	0.996647796
reverse_12S_204	39	4	0	0	1	23		reverse		Chordata	0.99624689
reverse_12S_2040	0	2	0	0	1	1		reverse		Chordata	0.996409078
reverse_12S_2041	0	2	0	0	0	2		reverse		Chordata	0.996772458
reverse_12S_2042	0	1	0	0	0	3		reverse		Chordata	0.995947676
reverse_12S_2043	0	1	0	0	0	3		reverse		Chordata	0.996144557
reverse_12S_2044	0	1	0	0	0	3		reverse		Chordata	0.996427032
reverse_12S_2045	0	1	0	0	0	3		reverse		Chordata	0.996563953
reverse_12S_2046	0	1	0	0	0	3		reverse		Chordata	0.996718187
reverse_12S_2047	0	1	0	0	0	3		reverse		Chordata	0.99633921
reverse_12S_2048	0	1	0	0	0	3		reverse		Chordata	0.996727348
reverse_12S_2049	0	1	0	0	0	3		reverse		Chordata	0.996500126
reverse_12S_205	35	19	0	0	0	13		reverse		Chordata	0.996131565
reverse_12S_2050	0	1	0	0	0	3		reverse		Chordata	0.995839562
reverse_12S_2051	0	1	0	0	0	3		reverse		Chordata	0.996641111
reverse_12S_2052	0	1	0	0	0	3		reverse		Chordata	0.997126282
reverse_12S_2053	0	1	0	0	0	3		reverse		Chordata	0.996565797
reverse_12S_2054	0	1	0	0	0	3		reverse		Chordata	0.996468529
reverse_12S_2055	0	1	0	0	0	3		reverse		Chordata	0.996189057
reverse_12S_2056	0	1	0	0	0	3		reverse		Chordata	0.996728578
reverse_12S_2057	0	1	0	0	0	3		reverse		Chordata	0.996619474
reverse_12S_2058	0	1	0	0	0	3		reverse		Chordata	0.996697515
reverse_12S_2059	0	1	0	0	0	3		reverse		Chordata	0.996696487
reverse_12S_206	15	1	0	0	0	51		reverse		Chordata	0.996552485
reverse_12S_2060	0	1	0	0	0	3		reverse		Chordata	0.996629677
reverse_12S_2061	0	1	0	0	0	3		reverse		Chordata	0.996692385
reverse_12S_2062	0	1	0	0	0	3		reverse		Chordata	0.99588096
reverse_12S_2063	0	1	0	0	0	3		reverse		Chordata	0.996803521
reverse_12S_2064	0	1	0	0	0	3		reverse		Chordata	0.996080208
reverse_12S_2065	0	1	0	0	0	3		reverse		Chordata	0.996490509
reverse_12S_2066	0	0	4	0	0	0		reverse		Chordata	0.99526813
reverse_12S_2067	0	0	4	0	0	0		reverse		Chordata	0.996841996
reverse_12S_2068	0	0	4	0	0	0		reverse		Chordata	0.996182425
reverse_12S_2069	0	0	4	0	0	0		reverse		Chordata	0.996120229
reverse_12S_207	32	4	0	0	0	30		reverse		Chordata	0.996043504
reverse_12S_2070	0	0	4	0	0	0		reverse		Chordata	0.99629683
reverse_12S_2071	0	0	1	1	2	0		reverse		Chordata	0.996613129
reverse_12S_2072	0	0	1	0	3	0		reverse		Chordata	0.99703805
reverse_12S_2073	0	0	0	0	0	4		reverse		Chordata	0.996545282
reverse_12S_2074	0	0	0	0	0	4		reverse		Chordata	0.996241738
reverse_12S_2075	0	0	0	0	0	4		reverse		Chordata	0.996201383
reverse_12S_2076	0	0	0	0	0	4		reverse		Chordata	0.996084076
reverse_12S_2077	0	0	0	0	0	4		reverse		Chordata	0.996427103
reverse_12S_2078	0	0	0	0	0	4		reverse		Chordata	0.996201423
reverse_12S_2079	0	0	0	0	0	4		reverse		Chordata	0.995918989
reverse_12S_208	27	6	0	0	0	33		reverse		Chordata	0.996937601
reverse_12S_2080	0	0	0	0	0	4		reverse		Chordata	0.996005751
reverse_12S_2081	0	0	0	0	0	4		reverse		Chordata	0.996095473
reverse_12S_2082	0	0	0	0	0	4		reverse		Chordata	0.996767279
reverse_12S_2083	0	0	0	0	0	4		reverse		Chordata	0.996777712
reverse_12S_2084	0	0	0	0	0	4		reverse		Chordata	0.997026155
reverse_12S_2085	0	0	0	0	0	4		reverse		Chordata	0.996751186
reverse_12S_2086	0	0	0	0	0	4		reverse		Chordata	0.996762569
reverse_12S_2087	0	0	0	0	0	4		reverse		Chordata	0.996780197
reverse_12S_2088	0	0	0	0	0	4		reverse		Chordata	0.996388271
reverse_12S_2089	0	0	0	0	0	4		reverse		Chordata	0.996675452
reverse_12S_209	23	4	0	0	0	39		reverse		Chordata	0.996099336
reverse_12S_2090	0	0	0	0	0	4		reverse		Chordata	0.995828201
reverse_12S_2091	0	0	0	0	0	4		reverse		Chordata	0.99694084
reverse_12S_2092	0	0	0	0	0	4		reverse		Chordata	0.996404561
reverse_12S_2093	0	0	0	0	0	4		reverse		Chordata	0.996418274
reverse_12S_2094	0	0	0	0	0	4		reverse		Chordata	0.996484104
reverse_12S_2095	0	0	0	0	0	4		reverse		Chordata	0.996795778
reverse_12S_2096	0	0	0	0	0	4		reverse		Chordata	0.996651603
reverse_12S_2097	0	0	0	0	0	4		reverse		Chordata	0.995798849
reverse_12S_2098	0	0	0	0	0	4		reverse		Chordata	0.996247721
reverse_12S_2099	0	0	0	0	0	4		reverse		Chordata	0.996704945
reverse_12S_21	113	73	0	0	0	234		reverse		Chordata	0.997205907
reverse_12S_210	10	8	0	0	0	48		reverse		Chordata	0.996781953
reverse_12S_2100	0	0	0	0	0	4		reverse		Chordata	0.996455378
reverse_12S_2101	0	0	0	0	0	4		reverse		Chordata	0.996522135
reverse_12S_2102	0	0	0	0	0	4		reverse		Chordata	0.996220864
reverse_12S_2103	0	0	0	0	0	4		reverse		Chordata	0.996102916
reverse_12S_2104	0	0	0	0	0	4		reverse		Chordata	0.996435542
reverse_12S_2105	0	0	0	0	0	4		reverse		Chordata	0.996054786
reverse_12S_2106	0	0	0	0	0	4		reverse		Chordata	0.996330114
reverse_12S_2107	0	0	0	0	0	4		reverse		Chordata	0.996260041
reverse_12S_2108	0	0	0	0	0	4		reverse		Chordata	0.996063976
reverse_12S_2109	0	0	0	0	0	4		reverse		Chordata	0.996886213
reverse_12S_211	7	20	0	0	1	38		reverse		Chordata	0.996610529
reverse_12S_2110	0	0	0	0	0	4		reverse		Chordata	0.996765471
reverse_12S_2111	0	0	0	0	0	4		reverse		Chordata	0.996416068
reverse_12S_2112	0	0	0	0	0	4		reverse		Chordata	0.996553084
reverse_12S_2113	0	0	0	0	0	4		reverse		Chordata	0.996697372
reverse_12S_2114	0	0	0	0	0	4		reverse		Chordata	0.996468897
reverse_12S_2115	0	0	0	0	0	4		reverse		Chordata	0.996516113
reverse_12S_2116	0	0	0	0	0	4		reverse		Chordata	0.996665955
reverse_12S_2117	0	0	0	0	0	4		reverse		Chordata	0.996770221
reverse_12S_2118	0	0	0	0	0	4		reverse		Chordata	0.996646898
reverse_12S_2119	0	0	0	0	0	4		reverse		Chordata	0.996644055
reverse_12S_212	5	10	0	0	0	51		reverse		Chordata	0.996241936
reverse_12S_2120	0	0	0	0	0	4		reverse		Chordata	0.996502534
reverse_12S_2121	0	0	0	0	0	4		reverse		Chordata	0.996530677
reverse_12S_2122	0	0	0	0	0	4		reverse		Chordata	0.996542908
reverse_12S_2123	0	0	0	0	0	4		reverse		Chordata	0.996709415
reverse_12S_2124	0	0	0	0	0	4		reverse		Chordata	0.996609237
reverse_12S_2125	0	0	0	0	0	4		reverse		Chordata	0.996305413
reverse_12S_2126	0	0	0	0	0	4		reverse		Chordata	0.996545349
reverse_12S_2127	0	0	0	0	0	4		reverse		Chordata	0.996324421
reverse_12S_2128	0	0	0	0	0	4		reverse		Chordata	0.996319244
reverse_12S_2129	0	0	0	0	0	4		reverse		Chordata	0.996358955
reverse_12S_213	18	5	0	0	0	42		reverse		Chordata	0.996903374
reverse_12S_2130	0	0	0	0	0	4		reverse		Chordata	0.996484728
reverse_12S_2131	0	0	0	0	0	4		reverse		Chordata	0.996473786
reverse_12S_2132	0	0	0	0	0	4		reverse		Chordata	0.996655605
reverse_12S_2133	0	0	0	0	0	4		reverse		Chordata	0.996595265
reverse_12S_2134	0	0	0	0	0	4		reverse		Chordata	0.996630563
reverse_12S_2135	0	0	0	0	0	4		reverse		Chordata	0.996479594
reverse_12S_2136	0	0	0	0	0	4		reverse		Chordata	0.996742855
reverse_12S_2137	0	0	0	0	0	4		reverse		Chordata	0.996571965
reverse_12S_2138	0	0	0	0	0	4		reverse		Chordata	0.996498867
reverse_12S_2139	0	0	0	0	0	4		reverse		Chordata	0.996674791
reverse_12S_214	13	0	0	0	1	51		reverse		Chordata	0.996610109
reverse_12S_2140	0	0	0	0	0	4		reverse		Chordata	0.996114637
reverse_12S_2141	0	0	0	0	0	4		reverse		Chordata	0.997136196
reverse_12S_2142	0	0	0	0	0	4		reverse		Chordata	0.996551171
reverse_12S_2143	3	0	0	0	0	0		reverse		Chordata	0.996248817
reverse_12S_2144	3	0	0	0	0	0		reverse		Chordata	0.996051775
reverse_12S_2145	3	0	0	0	0	0		reverse		Chordata	0.996105479
reverse_12S_2146	3	0	0	0	0	0		reverse		Chordata	0.996193829
reverse_12S_2147	3	0	0	0	0	0		reverse		Chordata	0.996010528
reverse_12S_2148	3	0	0	0	0	0		reverse		Chordata	0.996004147
reverse_12S_2149	3	0	0	0	0	0		reverse		Chordata	0.996035359
reverse_12S_215	7	4	0	0	0	54		reverse		Chordata	0.99641728
reverse_12S_2150	3	0	0	0	0	0		reverse		Chordata	0.996462444
reverse_12S_2151	3	0	0	0	0	0		reverse		Chordata	0.995760524
reverse_12S_2152	3	0	0	0	0	0		reverse		Chordata	0.995973116
reverse_12S_2153	3	0	0	0	0	0		reverse		Chordata	0.995971558
reverse_12S_2154	3	0	0	0	0	0		reverse		Chordata	0.995968036
reverse_12S_2155	3	0	0	0	0	0		reverse		Chordata	0.996015077
reverse_12S_2156	3	0	0	0	0	0		reverse		Chordata	0.995980605
reverse_12S_2157	3	0	0	0	0	0		reverse		Chordata	0.995749825
reverse_12S_2158	3	0	0	0	0	0		reverse		Chordata	0.995748703
reverse_12S_2159	3	0	0	0	0	0		reverse		Chordata	0.996204788
reverse_12S_216	6	5	0	0	0	54		reverse		Chordata	0.996278054
reverse_12S_2160	3	0	0	0	0	0		reverse		Chordata	0.996368194
reverse_12S_2161	3	0	0	0	0	0		reverse		Chordata	0.996859287
reverse_12S_2162	3	0	0	0	0	0		reverse		Chordata	0.994885963
reverse_12S_2163	3	0	0	0	0	0		reverse		Chordata	0.996252427
reverse_12S_2164	3	0	0	0	0	0		reverse		Chordata	0.995917064
reverse_12S_2165	3	0	0	0	0	0		reverse		Chordata	0.996292119
reverse_12S_2166	3	0	0	0	0	0		reverse		Chordata	0.996341121
reverse_12S_2167	3	0	0	0	0	0		reverse		Chordata	0.996470469
reverse_12S_2168	3	0	0	0	0	0		reverse		Chordata	0.99652681
reverse_12S_2169	3	0	0	0	0	0		reverse		Chordata	0.996296861
reverse_12S_217	31	14	0	0	0	19		reverse		Chordata	0.996559463
reverse_12S_2170	3	0	0	0	0	0		reverse		Chordata	0.996259055
reverse_12S_2171	3	0	0	0	0	0		reverse		Chordata	0.996065825
reverse_12S_2172	3	0	0	0	0	0		reverse		Chordata	0.996337372
reverse_12S_2173	3	0	0	0	0	0		reverse		Chordata	0.99578588
reverse_12S_2174	3	0	0	0	0	0		reverse		Chordata	0.995781239
reverse_12S_2175	3	0	0	0	0	0		reverse		Chordata	0.99613414
reverse_12S_2176	3	0	0	0	0	0		reverse		Chordata	0.995654603
reverse_12S_2177	3	0	0	0	0	0		reverse		Chordata	0.996563978
reverse_12S_2178	3	0	0	0	0	0		reverse		Chordata	0.996643442
reverse_12S_2179	3	0	0	0	0	0		reverse		Chordata	0.996275092
reverse_12S_218	41	7	0	0	1	14		reverse		Chordata	0.996522434
reverse_12S_2180	3	0	0	0	0	0		reverse		Chordata	0.996278366
reverse_12S_2181	3	0	0	0	0	0		reverse		Chordata	0.996610312
reverse_12S_2182	3	0	0	0	0	0		reverse		Chordata	0.996557411
reverse_12S_2183	3	0	0	0	0	0		reverse		Chordata	0.995676321
reverse_12S_2184	3	0	0	0	0	0		reverse		Chordata	0.996845538
reverse_12S_2185	3	0	0	0	0	0		reverse		Chordata	0.996714889
reverse_12S_2186	3	0	0	0	0	0		reverse		Chordata	0.996319033
reverse_12S_2187	3	0	0	0	0	0		reverse		Chordata	0.99667088
reverse_12S_2188	3	0	0	0	0	0		reverse		Chordata	0.996723886
reverse_12S_2189	3	0	0	0	0	0		reverse		Chordata	0.996778303
reverse_12S_219	18	5	0	0	0	40		reverse		Chordata	0.996315621
reverse_12S_2190	3	0	0	0	0	0		reverse		Chordata	0.997418144
reverse_12S_2191	3	0	0	0	0	0		reverse		Chordata	0.997447091
reverse_12S_2192	3	0	0	0	0	0		reverse		Chordata	0.996610483
reverse_12S_2193	3	0	0	0	0	0		reverse		Chordata	0.996578463
reverse_12S_2194	3	0	0	0	0	0		reverse		Chordata	0.996875284
reverse_12S_2195	3	0	0	0	0	0		reverse		Chordata	0.996408427
reverse_12S_2196	3	0	0	0	0	0		reverse		Chordata	0.996603262
reverse_12S_2197	3	0	0	0	0	0		reverse		Chordata	0.996725995
reverse_12S_2198	3	0	0	0	0	0		reverse		Chordata	0.99681749
reverse_12S_2199	3	0	0	0	0	0		reverse		Chordata	0.996622866
reverse_12S_22	194	37	0	0	1	186		reverse		Chordata	0.996248083
reverse_12S_220	17	11	0	0	0	35		reverse		Chordata	0.997079585
reverse_12S_2200	3	0	0	0	0	0		reverse		Chordata	0.996771551
reverse_12S_2201	3	0	0	0	0	0		reverse		Chordata	0.996620513
reverse_12S_2202	3	0	0	0	0	0		reverse		Chordata	0.996857824
reverse_12S_2203	3	0	0	0	0	0		reverse		Chordata	0.996269923
reverse_12S_2204	3	0	0	0	0	0		reverse		Chordata	0.99667675
reverse_12S_2205	3	0	0	0	0	0		reverse		Chordata	0.996238861
reverse_12S_2206	3	0	0	0	0	0		reverse		Chordata	0.996691387
reverse_12S_2207	3	0	0	0	0	0		reverse		Chordata	0.996750883
reverse_12S_2208	3	0	0	0	0	0		reverse		Chordata	0.996498579
reverse_12S_2209	3	0	0	0	0	0		reverse		Chordata	0.996865214
reverse_12S_221	56	4	0	0	0	2		reverse		Chordata	0.997203251
reverse_12S_2210	3	0	0	0	0	0		reverse		Chordata	0.996305681
reverse_12S_2211	3	0	0	0	0	0		reverse		Chordata	0.996865221
reverse_12S_2212	3	0	0	0	0	0		reverse		Chordata	0.996702596
reverse_12S_2213	3	0	0	0	0	0		reverse		Chordata	0.996654864
reverse_12S_2214	3	0	0	0	0	0		reverse		Chordata	0.996179243
reverse_12S_2215	3	0	0	0	0	0		reverse		Chordata	0.996325752
reverse_12S_2216	3	0	0	0	0	0		reverse		Chordata	0.996456043
reverse_12S_2217	3	0	0	0	0	0		reverse		Chordata	0.997393316
reverse_12S_2218	3	0	0	0	0	0		reverse		Chordata	0.997328195
reverse_12S_2219	3	0	0	0	0	0		reverse		Chordata	0.996459855
reverse_12S_222	19	3	0	0	0	40		reverse		Chordata	0.996212484
reverse_12S_2220	3	0	0	0	0	0		reverse		Chordata	0.996884532
reverse_12S_2221	3	0	0	0	0	0		reverse		Chordata	0.996532326
reverse_12S_2222	3	0	0	0	0	0		reverse		Chordata	0.996134224
reverse_12S_2223	3	0	0	0	0	0		reverse		Chordata	0.996391231
reverse_12S_2224	3	0	0	0	0	0		reverse		Chordata	0.995670199
reverse_12S_2225	3	0	0	0	0	0		reverse		Chordata	0.996384989
reverse_12S_2226	3	0	0	0	0	0		reverse		Chordata	0.996344472
reverse_12S_2227	3	0	0	0	0	0		reverse		Chordata	0.996953269
reverse_12S_2228	3	0	0	0	0	0		reverse		Chordata	0.997279012
reverse_12S_2229	3	0	0	0	0	0		reverse		Chordata	0.996374516
reverse_12S_223	12	15	0	0	0	35		reverse		Chordata	0.996238077
reverse_12S_2230	3	0	0	0	0	0		reverse		Chordata	0.996754927
reverse_12S_2231	3	0	0	0	0	0		reverse		Chordata	0.997153279
reverse_12S_2232	3	0	0	0	0	0		reverse		Chordata	0.997265907
reverse_12S_2233	3	0	0	0	0	0		reverse		Chordata	0.997396356
reverse_12S_2234	3	0	0	0	0	0		reverse		Chordata	0.997361601
reverse_12S_2235	3	0	0	0	0	0		reverse		Chordata	0.997257431
reverse_12S_2236	3	0	0	0	0	0		reverse		Chordata	0.9971286
reverse_12S_2237	3	0	0	0	0	0		reverse		Chordata	0.997185936
reverse_12S_2238	3	0	0	0	0	0		reverse		Chordata	0.996985969
reverse_12S_2239	3	0	0	0	0	0		reverse		Chordata	0.997296405
reverse_12S_224	3	21	0	0	0	38		reverse		Chordata	0.996360733
reverse_12S_2240	3	0	0	0	0	0		reverse		Chordata	0.997275656
reverse_12S_2241	3	0	0	0	0	0		reverse		Chordata	0.997306825
reverse_12S_2242	3	0	0	0	0	0		reverse		Chordata	0.996490887
reverse_12S_2243	3	0	0	0	0	0		reverse		Chordata	0.997251885
reverse_12S_2244	3	0	0	0	0	0		reverse		Chordata	0.997048987
reverse_12S_2245	3	0	0	0	0	0		reverse		Chordata	0.996800339
reverse_12S_2246	3	0	0	0	0	0		reverse		Chordata	0.997517221
reverse_12S_2247	3	0	0	0	0	0		reverse		Chordata	0.997173719
reverse_12S_2248	3	0	0	0	0	0		reverse		Chordata	0.997558831
reverse_12S_2249	3	0	0	0	0	0		reverse		Chordata	0.997532677
reverse_12S_225	33	14	0	0	0	14		reverse		Chordata	0.995955045
reverse_12S_2250	3	0	0	0	0	0		reverse		Chordata	0.997294806
reverse_12S_2251	3	0	0	0	0	0		reverse		Chordata	0.997430244
reverse_12S_2252	3	0	0	0	0	0		reverse		Chordata	0.99724246
reverse_12S_2253	3	0	0	0	0	0		reverse		Chordata	0.996836544
reverse_12S_2254	3	0	0	0	0	0		reverse		Chordata	0.997244581
reverse_12S_2255	3	0	0	0	0	0		reverse		Chordata	0.997125464
reverse_12S_2256	3	0	0	0	0	0		reverse		Chordata	0.997389605
reverse_12S_2257	3	0	0	0	0	0		reverse		Chordata	0.997273889
reverse_12S_2258	3	0	0	0	0	0		reverse		Chordata	0.997241935
reverse_12S_2259	3	0	0	0	0	0		reverse		Chordata	0.996101843
reverse_12S_226	20	26	0	0	0	15		reverse		Chordata	0.996171854
reverse_12S_2260	3	0	0	0	0	0		reverse		Chordata	0.996297305
reverse_12S_2261	3	0	0	0	0	0		reverse		Chordata	0.996656723
reverse_12S_2262	3	0	0	0	0	0		reverse		Chordata	0.996793261
reverse_12S_2263	3	0	0	0	0	0		reverse		Chordata	0.99672247
reverse_12S_2264	3	0	0	0	0	0		reverse		Chordata	0.996845669
reverse_12S_2265	3	0	0	0	0	0		reverse		Chordata	0.996473879
reverse_12S_2266	3	0	0	0	0	0		reverse		Chordata	0.996349582
reverse_12S_2267	3	0	0	0	0	0		reverse		Chordata	0.9961011
reverse_12S_2268	3	0	0	0	0	0		reverse		Chordata	0.996146154
reverse_12S_2269	3	0	0	0	0	0		reverse		Chordata	0.996643175
reverse_12S_227	14	4	0	0	0	43		reverse		Chordata	0.996038886
reverse_12S_2270	3	0	0	0	0	0		reverse		Chordata	0.996205803
reverse_12S_2271	3	0	0	0	0	0		reverse		Chordata	0.996385309
reverse_12S_2272	3	0	0	0	0	0		reverse		Chordata	0.996339803
reverse_12S_2273	3	0	0	0	0	0		reverse		Chordata	0.996119018
reverse_12S_2274	3	0	0	0	0	0		reverse		Chordata	0.996432067
reverse_12S_2275	3	0	0	0	0	0		reverse		Chordata	0.996669637
