12S_seq_number	SkHi_12S_5.C2.S1540.L007	SkHi12S_8.C4.S900.L007	SkHi12S_AN1H.S1214.L007	SkHi12S_AN2C.S1215.L007	SkHi12S_ANB2.S1217.L007	SkHi12S_C1g.S885.L007	Forward	reverse	merged	sumtax Confidence
reverse_12S_2703	0	0	0	0	0	3		reverse		Chordata	0.99695525
reverse_12S_2704	0	0	0	0	0	3		reverse		Chordata	0.996385183
reverse_12S_2705	0	0	0	0	0	3		reverse		Chordata	0.996338872
reverse_12S_2706	0	0	0	0	0	3		reverse		Chordata	0.996659547
reverse_12S_2707	0	0	0	0	0	3		reverse		Chordata	0.996464579
reverse_12S_2708	0	0	0	0	0	3		reverse		Chordata	0.996233339
reverse_12S_2709	0	0	0	0	0	3		reverse		Chordata	0.996459544
reverse_12S_271	25	12	0	0	0	11		reverse		Chordata	0.996394606
reverse_12S_2710	0	0	0	0	0	3		reverse		Chordata	0.996500956
reverse_12S_2711	0	0	0	0	0	3		reverse		Chordata	0.996900533
reverse_12S_2712	0	0	0	0	0	3		reverse		Chordata	0.996801029
reverse_12S_2713	0	0	0	0	0	3		reverse		Chordata	0.996794731
reverse_12S_2714	0	0	0	0	0	3		reverse		Chordata	0.996666
reverse_12S_2715	0	0	0	0	0	3		reverse		Chordata	0.996063545
reverse_12S_2716	0	0	0	0	0	3		reverse		Chordata	0.996270034
reverse_12S_2717	0	0	0	0	0	3		reverse		Chordata	0.996740028
reverse_12S_2718	0	0	0	0	0	3		reverse		Chordata	0.996717426
reverse_12S_2719	0	0	0	0	0	3		reverse		Chordata	0.996687918
reverse_12S_272	23	10	0	0	0	15		reverse		Chordata	0.996250965
reverse_12S_2720	0	0	0	0	0	3		reverse		Chordata	0.996519698
reverse_12S_2721	0	0	0	0	0	3		reverse		Chordata	0.996113732
reverse_12S_2722	0	0	0	0	0	3		reverse		Chordata	0.996797522
reverse_12S_2723	0	0	0	0	0	3		reverse		Chordata	0.996803401
reverse_12S_2724	0	0	0	0	0	3		reverse		Chordata	0.996703855
reverse_12S_2725	0	0	0	0	0	3		reverse		Chordata	0.99662636
reverse_12S_2726	0	0	0	0	0	3		reverse		Chordata	0.996461287
reverse_12S_2727	0	0	0	0	0	3		reverse		Chordata	0.996749798
reverse_12S_2728	0	0	0	0	0	3		reverse		Chordata	0.996099752
reverse_12S_2729	0	0	0	0	0	3		reverse		Chordata	0.996863117
reverse_12S_273	22	5	0	0	1	19		reverse		Chordata	0.996571817
reverse_12S_2730	0	0	0	0	0	3		reverse		Chordata	0.996389691
reverse_12S_2731	0	0	0	0	0	3		reverse		Chordata	0.995815803
reverse_12S_2732	0	0	0	0	0	3		reverse		Chordata	0.996069916
reverse_12S_2733	0	0	0	0	0	3		reverse		Chordata	0.996362851
reverse_12S_2734	0	0	0	0	0	3		reverse		Chordata	0.996535982
reverse_12S_2735	0	0	0	0	0	3		reverse		Chordata	0.996409158
reverse_12S_2736	0	0	0	0	0	3		reverse		Chordata	0.996838049
reverse_12S_2737	0	0	0	0	0	3		reverse		Chordata	0.996692449
reverse_12S_2738	0	0	0	0	0	3		reverse		Chordata	0.996609726
reverse_12S_2739	0	0	0	0	0	3		reverse		Chordata	0.996616246
reverse_12S_274	21	11	0	0	0	15		reverse		Chordata	0.9963777
reverse_12S_2740	0	0	0	0	0	3		reverse		Chordata	0.996644362
reverse_12S_2741	0	0	0	0	0	3		reverse		Chordata	0.99661514
reverse_12S_2742	0	0	0	0	0	3		reverse		Chordata	0.996721106
reverse_12S_2743	0	0	0	0	0	3		reverse		Chordata	0.99661634
reverse_12S_2744	0	0	0	0	0	3		reverse		Chordata	0.996556394
reverse_12S_2745	0	0	0	0	0	3		reverse		Chordata	0.996532206
reverse_12S_2746	0	0	0	0	0	3		reverse		Chordata	0.996892213
reverse_12S_2747	0	0	0	0	0	3		reverse		Chordata	0.996886044
reverse_12S_2748	0	0	0	0	0	3		reverse		Chordata	0.996312547
reverse_12S_2749	0	0	0	0	0	3		reverse		Chordata	0.996822835
reverse_12S_275	16	4	0	0	0	27		reverse		Chordata	0.996429146
reverse_12S_2750	0	0	0	0	0	3		reverse		Chordata	0.996845954
reverse_12S_2751	0	0	0	0	0	3		reverse		Chordata	0.996376796
reverse_12S_2752	0	0	0	0	0	3		reverse		Chordata	0.996715857
reverse_12S_2753	0	0	0	0	0	3		reverse		Chordata	0.996630553
reverse_12S_2754	0	0	0	0	0	3		reverse		Chordata	0.996717383
reverse_12S_2755	0	0	0	0	0	3		reverse		Chordata	0.996659123
reverse_12S_2756	0	0	0	0	0	3		reverse		Chordata	0.996656317
reverse_12S_2757	0	0	0	0	0	3		reverse		Chordata	0.99651443
reverse_12S_2758	0	0	0	0	0	3		reverse		Chordata	0.996448993
reverse_12S_2759	0	0	0	0	0	3		reverse		Chordata	0.996616027
reverse_12S_276	16	1	0	0	0	30		reverse		Chordata	0.997399717
reverse_12S_2760	0	0	0	0	0	3		reverse		Chordata	0.996547094
reverse_12S_2761	0	0	0	0	0	3		reverse		Chordata	0.996634264
reverse_12S_2762	0	0	0	0	0	3		reverse		Chordata	0.996418478
reverse_12S_2763	0	0	0	0	0	3		reverse		Chordata	0.996441292
reverse_12S_2764	0	0	0	0	0	3		reverse		Chordata	0.996435065
reverse_12S_2765	0	0	0	0	0	3		reverse		Chordata	0.996820497
reverse_12S_2766	0	0	0	0	0	3		reverse		Chordata	0.996709373
reverse_12S_2767	0	0	0	0	0	3		reverse		Chordata	0.996616851
reverse_12S_2768	0	0	0	0	0	3		reverse		Chordata	0.996570853
reverse_12S_2769	0	0	0	0	0	3		reverse		Chordata	0.996502015
reverse_12S_277	10	13	0	0	0	24		reverse		Chordata	0.996686027
reverse_12S_2770	0	0	0	0	0	3		reverse		Chordata	0.996641486
reverse_12S_2771	0	0	0	0	0	3		reverse		Chordata	0.996678742
reverse_12S_2772	0	0	0	0	0	3		reverse		Chordata	0.996600988
reverse_12S_2773	0	0	0	0	0	3		reverse		Chordata	0.997135439
reverse_12S_2774	0	0	0	0	0	3		reverse		Chordata	0.9967463
reverse_12S_2775	0	0	0	0	0	3		reverse		Chordata	0.996616645
reverse_12S_2776	0	0	0	0	0	3		reverse		Chordata	0.996732723
reverse_12S_2777	0	0	0	0	0	3		reverse		Chordata	0.99676868
reverse_12S_2778	0	0	0	0	0	3		reverse		Chordata	0.996492862
reverse_12S_2779	0	0	0	0	0	3		reverse		Chordata	0.996383092
reverse_12S_278	9	3	0	0	0	35		reverse		Chordata	0.996239848
reverse_12S_2780	0	0	0	0	0	3		reverse		Chordata	0.996750699
reverse_12S_2781	0	0	0	0	0	3		reverse		Chordata	0.996514258
reverse_12S_2782	0	0	0	0	0	3		reverse		Chordata	0.996396323
reverse_12S_2783	0	0	0	0	0	3		reverse		Chordata	0.996349594
reverse_12S_2784	0	0	0	0	0	3		reverse		Chordata	0.996491713
reverse_12S_2785	0	0	0	0	0	3		reverse		Chordata	0.996596881
reverse_12S_2786	0	0	0	0	0	3		reverse		Chordata	0.996424959
reverse_12S_2787	0	0	0	0	0	3		reverse		Chordata	0.996504574
reverse_12S_2788	0	0	0	0	0	3		reverse		Chordata	0.996553184
reverse_12S_2789	0	0	0	0	0	3		reverse		Chordata	0.99664923
reverse_12S_279	7	25	0	0	1	14		reverse		Chordata	0.996546043
reverse_12S_2790	0	0	0	0	0	3		reverse		Chordata	0.996734514
reverse_12S_2791	0	0	0	0	0	3		reverse		Chordata	0.9966574
reverse_12S_2792	0	0	0	0	0	3		reverse		Chordata	0.996620581
reverse_12S_2793	0	0	0	0	0	3		reverse		Chordata	0.996710025
reverse_12S_2794	0	0	0	0	0	3		reverse		Chordata	0.996775279
reverse_12S_2795	0	0	0	0	0	3		reverse		Chordata	0.996665566
reverse_12S_2796	0	0	0	0	0	3		reverse		Chordata	0.996599836
reverse_12S_2797	0	0	0	0	0	3		reverse		Chordata	0.996737533
reverse_12S_2798	0	0	0	0	0	3		reverse		Chordata	0.996792096
reverse_12S_2799	0	0	0	0	0	3		reverse		Chordata	0.996562227
reverse_12S_28	378	7	0	0	2	16		reverse		Chordata	0.997486882
reverse_12S_280	37	4	0	0	0	5		reverse		Chordata	0.996125792
reverse_12S_2800	0	0	0	0	0	3		reverse		Chordata	0.996904297
reverse_12S_2801	0	0	0	0	0	3		reverse		Chordata	0.996186333
reverse_12S_2802	0	0	0	0	0	3		reverse		Chordata	0.996661441
reverse_12S_2803	0	0	0	0	0	3		reverse		Chordata	0.996802992
reverse_12S_2804	0	0	0	0	0	3		reverse		Chordata	0.99655366
reverse_12S_2805	0	0	0	0	0	3		reverse		Chordata	0.996417358
reverse_12S_2806	0	0	0	0	0	3		reverse		Chordata	0.996814205
reverse_12S_2807	0	0	0	0	0	3		reverse		Chordata	0.996661496
reverse_12S_2808	0	0	0	0	0	3		reverse		Chordata	0.996787969
reverse_12S_2809	0	0	0	0	0	3		reverse		Chordata	0.996470413
reverse_12S_281	27	11	0	0	0	8		reverse		Chordata	0.996631172
reverse_12S_2810	0	0	0	0	0	3		reverse		Chordata	0.996568969
reverse_12S_2811	0	0	0	0	0	3		reverse		Chordata	0.997048831
reverse_12S_2812	0	0	0	0	0	3		reverse		Chordata	0.996540345
reverse_12S_2813	0	0	0	0	0	3		reverse		Chordata	0.997242319
reverse_12S_2814	0	0	0	0	0	3		reverse		Chordata	0.9962156
reverse_12S_2815	0	0	0	0	0	3		reverse		Chordata	0.996272369
reverse_12S_2816	0	0	0	0	0	3		reverse		Chordata	0.996249157
reverse_12S_2817	0	0	0	0	0	3		reverse		Chordata	0.99628399
reverse_12S_2818	0	0	0	0	0	3		reverse		Chordata	0.996632119
reverse_12S_2819	0	0	0	0	0	3		reverse		Chordata	0.997062628
reverse_12S_282	14	4	0	0	0	28		reverse		Chordata	0.996976677
reverse_12S_2820	0	0	0	0	0	3		reverse		Chordata	0.996648488
reverse_12S_2821	0	0	0	0	0	3		reverse		Chordata	0.996828556
reverse_12S_2822	0	0	0	0	0	3		reverse		Chordata	0.997190824
reverse_12S_2823	0	0	0	0	0	3		reverse		Chordata	0.996754427
reverse_12S_2824	0	0	0	0	0	3		reverse		Chordata	0.996473365
reverse_12S_2825	0	0	0	0	0	3		reverse		Chordata	0.996706633
reverse_12S_2826	0	0	0	0	0	3		reverse		Chordata	0.996391875
reverse_12S_2827	0	0	0	0	0	3		reverse		Chordata	0.996504647
reverse_12S_2828	0	0	0	0	0	3		reverse		Chordata	0.996773458
reverse_12S_2829	0	0	0	0	0	3		reverse		Chordata	0.996417673
reverse_12S_283	13	10	0	0	0	23		reverse		Chordata	0.996065813
reverse_12S_2830	0	0	0	0	0	3		reverse		Chordata	0.995651046
reverse_12S_2831	0	0	0	0	0	3		reverse		Chordata	0.996615107
reverse_12S_2832	0	0	0	0	0	3		reverse		Chordata	0.995710777
reverse_12S_2833	0	0	0	0	0	3		reverse		Chordata	0.995514195
reverse_12S_2834	0	0	0	0	0	3		reverse		Chordata	0.99576079
reverse_12S_2835	0	0	0	0	0	3		reverse		Chordata	0.995755263
reverse_12S_2836	0	0	0	0	0	3		reverse		Chordata	0.995728312
reverse_12S_2837	0	0	0	0	0	3		reverse		Chordata	0.996819664
reverse_12S_2838	0	0	0	0	0	3		reverse		Chordata	0.996460472
reverse_12S_2839	0	0	0	0	0	3		reverse		Chordata	0.995754443
reverse_12S_284	4	8	0	0	0	34		reverse		Chordata	0.996179836
reverse_12S_2840	0	0	0	0	0	3		reverse		Chordata	0.996660666
reverse_12S_2841	0	0	0	0	0	3		reverse		Chordata	0.996093752
reverse_12S_2842	0	0	0	0	0	3		reverse		Chordata	0.995859904
reverse_12S_2843	0	0	0	0	0	3		reverse		Chordata	0.996379501
reverse_12S_2844	0	0	0	0	0	3		reverse		Chordata	0.996200264
reverse_12S_2845	2	0	0	0	0	0		reverse		Chordata	0.996143677
reverse_12S_2846	2	0	0	0	0	0		reverse		Chordata	0.996419257
reverse_12S_2847	2	0	0	0	0	0		reverse		Chordata	0.996178043
reverse_12S_2848	2	0	0	0	0	0		reverse		Chordata	0.99606423
reverse_12S_2849	2	0	0	0	0	0		reverse		Chordata	0.996691994
reverse_12S_285	34	8	0	0	0	3		reverse		Chordata	0.996244455
reverse_12S_2850	2	0	0	0	0	0		reverse		Chordata	0.996592741
reverse_12S_2851	2	0	0	0	0	0		reverse		Chordata	0.99646358
reverse_12S_2852	2	0	0	0	0	0		reverse		Chordata	0.996443145
reverse_12S_2853	2	0	0	0	0	0		reverse		Chordata	0.996523845
reverse_12S_2854	2	0	0	0	0	0		reverse		Chordata	0.996423226
reverse_12S_2855	2	0	0	0	0	0		reverse		Chordata	0.996068706
reverse_12S_2856	2	0	0	0	0	0		reverse		Chordata	0.996122593
reverse_12S_2857	2	0	0	0	0	0		reverse		Chordata	0.995904229
reverse_12S_2858	2	0	0	0	0	0		reverse		Chordata	0.995210139
reverse_12S_2859	2	0	0	0	0	0		reverse		Chordata	0.996446734
reverse_12S_286	33	5	0	0	1	6		reverse		Chordata	0.996292275
reverse_12S_2860	2	0	0	0	0	0		reverse		Chordata	0.996695058
reverse_12S_2861	2	0	0	0	0	0		reverse		Chordata	0.997016884
reverse_12S_2862	2	0	0	0	0	0		reverse		Chordata	0.996750196
reverse_12S_2863	2	0	0	0	0	0		reverse		Chordata	0.995848906
reverse_12S_2864	2	0	0	0	0	0		reverse		Chordata	0.996018449
reverse_12S_2865	2	0	0	0	0	0		reverse		Chordata	0.995948002
reverse_12S_2866	2	0	0	0	0	0		reverse		Chordata	0.996650183
reverse_12S_2867	2	0	0	0	0	0		reverse		Chordata	0.996143094
reverse_12S_2868	2	0	0	0	0	0		reverse		Chordata	0.996684785
reverse_12S_2869	2	0	0	0	0	0		reverse		Chordata	0.996412782
reverse_12S_287	23	7	0	0	0	15		reverse		Chordata	0.996707755
reverse_12S_2870	2	0	0	0	0	0		reverse		Chordata	0.996061594
reverse_12S_2871	2	0	0	0	0	0		reverse		Chordata	0.995818176
reverse_12S_2872	2	0	0	0	0	0		reverse		Chordata	0.995727947
reverse_12S_2873	2	0	0	0	0	0		reverse		Chordata	0.996138174
reverse_12S_2874	2	0	0	0	0	0		reverse		Chordata	0.995934415
reverse_12S_2875	2	0	0	0	0	0		reverse		Chordata	0.996103751
reverse_12S_2876	2	0	0	0	0	0		reverse		Chordata	0.99606715
reverse_12S_2877	2	0	0	0	0	0		reverse		Chordata	0.995632112
reverse_12S_2878	2	0	0	0	0	0		reverse		Chordata	0.995707985
reverse_12S_2879	2	0	0	0	0	0		reverse		Chordata	0.995975386
reverse_12S_288	44	0	0	0	0	0		reverse		Chordata	0.996350315
reverse_12S_2880	2	0	0	0	0	0		reverse		Chordata	0.996423245
reverse_12S_2881	2	0	0	0	0	0		reverse		Chordata	0.995840888
reverse_12S_2882	2	0	0	0	0	0		reverse		Chordata	0.995846281
reverse_12S_2883	2	0	0	0	0	0		reverse		Chordata	0.99663043
reverse_12S_2884	2	0	0	0	0	0		reverse		Chordata	0.996046191
reverse_12S_2885	2	0	0	0	0	0		reverse		Chordata	0.995609932
reverse_12S_2886	2	0	0	0	0	0		reverse		Chordata	0.995564567
reverse_12S_2887	2	0	0	0	0	0		reverse		Chordata	0.995311502
reverse_12S_2888	2	0	0	0	0	0		reverse		Chordata	0.996123524
reverse_12S_2889	2	0	0	0	0	0		reverse		Chordata	0.996563289
reverse_12S_289	4	9	0	0	0	31		reverse		Chordata	0.996471989
reverse_12S_2890	2	0	0	0	0	0		reverse		Chordata	0.995810042
reverse_12S_2891	2	0	0	0	0	0		reverse		Chordata	0.996173516
reverse_12S_2892	2	0	0	0	0	0		reverse		Chordata	0.996015129
reverse_12S_2893	2	0	0	0	0	0		reverse		Chordata	0.996555368
reverse_12S_2894	2	0	0	0	0	0		reverse		Chordata	0.996314742
reverse_12S_2895	2	0	0	0	0	0		reverse		Chordata	0.995857378
reverse_12S_2896	2	0	0	0	0	0		reverse		Chordata	0.995836026
reverse_12S_2897	2	0	0	0	0	0		reverse		Chordata	0.996049138
reverse_12S_2898	2	0	0	0	0	0		reverse		Chordata	0.996658933
reverse_12S_2899	2	0	0	0	0	0		reverse		Chordata	0.996445736
reverse_12S_29	117	21	0	0	1	251		reverse		Chordata	0.996705919
reverse_12S_290	43	0	0	0	0	0		reverse		Chordata	0.995180725
reverse_12S_2900	2	0	0	0	0	0		reverse		Chordata	0.996435127
reverse_12S_2901	2	0	0	0	0	0		reverse		Chordata	0.996070725
reverse_12S_2902	2	0	0	0	0	0		reverse		Chordata	0.995612086
reverse_12S_2903	2	0	0	0	0	0		reverse		Chordata	0.996029274
reverse_12S_2904	2	0	0	0	0	0		reverse		Chordata	0.9966298
reverse_12S_2905	2	0	0	0	0	0		reverse		Chordata	0.996351215
reverse_12S_2906	2	0	0	0	0	0		reverse		Chordata	0.99633262
reverse_12S_2907	2	0	0	0	0	0		reverse		Chordata	0.996280587
reverse_12S_2908	2	0	0	0	0	0		reverse		Chordata	0.996320911
reverse_12S_2909	2	0	0	0	0	0		reverse		Chordata	0.995938477
reverse_12S_291	41	2	0	0	0	0		reverse		Chordata	0.99682897
reverse_12S_2910	2	0	0	0	0	0		reverse		Chordata	0.99600012
reverse_12S_2911	2	0	0	0	0	0		reverse		Chordata	0.996019994
reverse_12S_2912	2	0	0	0	0	0		reverse		Chordata	0.996449874
reverse_12S_2913	2	0	0	0	0	0		reverse		Chordata	0.99623381
reverse_12S_2914	2	0	0	0	0	0		reverse		Chordata	0.996246723
reverse_12S_2915	2	0	0	0	0	0		reverse		Chordata	0.996322522
reverse_12S_2916	2	0	0	0	0	0		reverse		Chordata	0.996121047
reverse_12S_2917	2	0	0	0	0	0		reverse		Chordata	0.996191038
reverse_12S_2918	2	0	0	0	0	0		reverse		Chordata	0.996226212
reverse_12S_2919	2	0	0	0	0	0		reverse		Chordata	0.996232699
reverse_12S_292	23	9	0	0	0	11		reverse		Chordata	0.99640447
reverse_12S_2920	2	0	0	0	0	0		reverse		Chordata	0.996305509
reverse_12S_2921	2	0	0	0	0	0		reverse		Chordata	0.996123418
reverse_12S_2922	2	0	0	0	0	0		reverse		Chordata	0.995956227
reverse_12S_2923	2	0	0	0	0	0		reverse		Chordata	0.9962958
reverse_12S_2924	2	0	0	0	0	0		reverse		Chordata	0.996290159
reverse_12S_2925	2	0	0	0	0	0		reverse		Chordata	0.995872355
reverse_12S_2926	2	0	0	0	0	0		reverse		Chordata	0.99627611
reverse_12S_2927	2	0	0	0	0	0		reverse		Chordata	0.996557769
reverse_12S_2928	2	0	0	0	0	0		reverse		Chordata	0.996530897
reverse_12S_2929	2	0	0	0	0	0		reverse		Chordata	0.995899396
reverse_12S_293	22	4	0	0	0	17		reverse		Chordata	0.996715499
reverse_12S_2930	2	0	0	0	0	0		reverse		Chordata	0.996259734
reverse_12S_2931	2	0	0	0	0	0		reverse		Chordata	0.996153411
reverse_12S_2932	2	0	0	0	0	0		reverse		Chordata	0.99546095
reverse_12S_2933	2	0	0	0	0	0		reverse		Chordata	0.996194476
reverse_12S_2934	2	0	0	0	0	0		reverse		Chordata	0.996411752
reverse_12S_2935	2	0	0	0	0	0		reverse		Chordata	0.996676766
reverse_12S_2936	2	0	0	0	0	0		reverse		Chordata	0.996608463
reverse_12S_2937	2	0	0	0	0	0		reverse		Chordata	0.997072997
reverse_12S_2938	2	0	0	0	0	0		reverse		Chordata	0.996331813
reverse_12S_2939	2	0	0	0	0	0		reverse		Chordata	0.996313385
reverse_12S_294	14	11	0	0	0	18		reverse		Chordata	0.996943371
reverse_12S_2940	2	0	0	0	0	0		reverse		Chordata	0.996038609
reverse_12S_2941	2	0	0	0	0	0		reverse		Chordata	0.99624024
reverse_12S_2942	2	0	0	0	0	0		reverse		Chordata	0.996799889
reverse_12S_2943	2	0	0	0	0	0		reverse		Chordata	0.996643423
reverse_12S_2944	2	0	0	0	0	0		reverse		Chordata	0.996834427
reverse_12S_2945	2	0	0	0	0	0		reverse		Chordata	0.996380364
reverse_12S_2946	2	0	0	0	0	0		reverse		Chordata	0.996269078
reverse_12S_2947	2	0	0	0	0	0		reverse		Chordata	0.996322087
reverse_12S_2948	2	0	0	0	0	0		reverse		Chordata	0.996662864
reverse_12S_2949	2	0	0	0	0	0		reverse		Chordata	0.996666766
reverse_12S_295	42	0	0	0	0	0		reverse		Chordata	0.996087678
reverse_12S_2950	2	0	0	0	0	0		reverse		Chordata	0.996669427
reverse_12S_2951	2	0	0	0	0	0		reverse		Chordata	0.996839567
reverse_12S_2952	2	0	0	0	0	0		reverse		Chordata	0.996287856
reverse_12S_2953	2	0	0	0	0	0		reverse		Chordata	0.996610059
reverse_12S_2954	2	0	0	0	0	0		reverse		Chordata	0.996789451
reverse_12S_2955	2	0	0	0	0	0		reverse		Chordata	0.995269697
reverse_12S_2956	2	0	0	0	0	0		reverse		Chordata	0.996540607
reverse_12S_2957	2	0	0	0	0	0		reverse		Chordata	0.996373786
reverse_12S_2958	2	0	0	0	0	0		reverse		Chordata	0.996866322
reverse_12S_2959	2	0	0	0	0	0		reverse		Chordata	0.996832454
reverse_12S_296	36	4	0	0	0	2		reverse		Chordata	0.996437842
reverse_12S_2960	2	0	0	0	0	0		reverse		Chordata	0.99645984
reverse_12S_2961	2	0	0	0	0	0		reverse		Chordata	0.996785987
reverse_12S_2962	2	0	0	0	0	0		reverse		Chordata	0.996465954
reverse_12S_2963	2	0	0	0	0	0		reverse		Chordata	0.996705781
reverse_12S_2964	2	0	0	0	0	0		reverse		Chordata	0.996683952
reverse_12S_2965	2	0	0	0	0	0		reverse		Chordata	0.9964482
reverse_12S_2966	2	0	0	0	0	0		reverse		Chordata	0.996734355
reverse_12S_2967	2	0	0	0	0	0		reverse		Chordata	0.996733519
reverse_12S_2968	2	0	0	0	0	0		reverse		Chordata	0.996387501
reverse_12S_2969	2	0	0	0	0	0		reverse		Chordata	0.996679454
reverse_12S_297	19	6	0	0	0	17		reverse		Chordata	0.996786741
reverse_12S_2970	2	0	0	0	0	0		reverse		Chordata	0.996619017
reverse_12S_2971	2	0	0	0	0	0		reverse		Chordata	0.997234975
reverse_12S_2972	2	0	0	0	0	0		reverse		Chordata	0.99491834
reverse_12S_2973	2	0	0	0	0	0		reverse		Chordata	0.996078343
reverse_12S_2974	2	0	0	0	0	0		reverse		Chordata	0.996369897
reverse_12S_2975	2	0	0	0	0	0		reverse		Chordata	0.996369243
reverse_12S_2976	2	0	0	0	0	0		reverse		Chordata	0.996308995
reverse_12S_2977	2	0	0	0	0	0		reverse		Chordata	0.996972193
reverse_12S_2978	2	0	0	0	0	0		reverse		Chordata	0.997140381
reverse_12S_2979	2	0	0	0	0	0		reverse		Chordata	0.99645503
reverse_12S_298	18	8	0	0	0	16		reverse		Chordata	0.99689452
reverse_12S_2980	2	0	0	0	0	0		reverse		Chordata	0.996661004
reverse_12S_2981	2	0	0	0	0	0		reverse		Chordata	0.996661972
reverse_12S_2982	2	0	0	0	0	0		reverse		Chordata	0.996787725
reverse_12S_2983	2	0	0	0	0	0		reverse		Chordata	0.996524446
reverse_12S_2984	2	0	0	0	0	0		reverse		Chordata	0.996593278
reverse_12S_2985	2	0	0	0	0	0		reverse		Chordata	0.997063944
reverse_12S_2986	2	0	0	0	0	0		reverse		Chordata	0.997081656
reverse_12S_2987	2	0	0	0	0	0		reverse		Chordata	0.996906309
reverse_12S_2988	2	0	0	0	0	0		reverse		Chordata	0.996881074
reverse_12S_2989	2	0	0	0	0	0		reverse		Chordata	0.997141795
reverse_12S_299	15	5	0	0	0	22		reverse		Chordata	0.996550561
reverse_12S_2990	2	0	0	0	0	0		reverse		Chordata	0.996515984
reverse_12S_2991	2	0	0	0	0	0		reverse		Chordata	0.99635155
reverse_12S_2992	2	0	0	0	0	0		reverse		Chordata	0.996923262
reverse_12S_2993	2	0	0	0	0	0		reverse		Chordata	0.996886559
reverse_12S_2994	2	0	0	0	0	0		reverse		Chordata	0.996206814
reverse_12S_2995	2	0	0	0	0	0		reverse		Chordata	0.996671931
reverse_12S_2996	2	0	0	0	0	0		reverse		Chordata	0.996859779
reverse_12S_2997	2	0	0	0	0	0		reverse		Chordata	0.996880593
reverse_12S_2998	2	0	0	0	0	0		reverse		Chordata	0.996783301
reverse_12S_2999	2	0	0	0	0	0		reverse		Chordata	0.996901092
reverse_12S_3	263	40	0	0	1	1479		reverse		Chordata	0.996512906
reverse_12S_30	278	31	0	0	0	69		reverse		Chordata	0.996468216
reverse_12S_300	13	6	0	0	0	23		reverse		Chordata	0.996772574
reverse_12S_3000	2	0	0	0	0	0		reverse		Chordata	0.996412469
reverse_12S_3001	2	0	0	0	0	0		reverse		Chordata	0.996385442
reverse_12S_3002	2	0	0	0	0	0		reverse		Chordata	0.996689035
reverse_12S_3003	2	0	0	0	0	0		reverse		Chordata	0.996824115
reverse_12S_3004	2	0	0	0	0	0		reverse		Chordata	0.996620292
reverse_12S_3005	2	0	0	0	0	0		reverse		Chordata	0.996825116
reverse_12S_3006	2	0	0	0	0	0		reverse		Chordata	0.996873805
reverse_12S_3007	2	0	0	0	0	0		reverse		Chordata	0.99682688
reverse_12S_3008	2	0	0	0	0	0		reverse		Chordata	0.996667409
reverse_12S_3009	2	0	0	0	0	0		reverse		Chordata	0.996846683
reverse_12S_301	10	13	0	0	0	19		reverse		Chordata	0.996180225
reverse_12S_3010	2	0	0	0	0	0		reverse		Chordata	0.996823623
reverse_12S_3011	2	0	0	0	0	0		reverse		Chordata	0.99679135
reverse_12S_3012	2	0	0	0	0	0		reverse		Chordata	0.996645228
reverse_12S_3013	2	0	0	0	0	0		reverse		Chordata	0.996527865
reverse_12S_3014	2	0	0	0	0	0		reverse		Chordata	0.996987804
reverse_12S_3015	2	0	0	0	0	0		reverse		Chordata	0.996923771
reverse_12S_3016	2	0	0	0	0	0		reverse		Chordata	0.996546116
reverse_12S_3017	2	0	0	0	0	0		reverse		Chordata	0.996665813
reverse_12S_3018	2	0	0	0	0	0		reverse		Chordata	0.996874944
reverse_12S_3019	2	0	0	0	0	0		reverse		Chordata	0.996102833
reverse_12S_302	10	3	0	0	0	29		reverse		Chordata	0.996243737
reverse_12S_3020	2	0	0	0	0	0		reverse		Chordata	0.996617921
reverse_12S_3021	2	0	0	0	0	0		reverse		Chordata	0.996531178
reverse_12S_3022	2	0	0	0	0	0		reverse		Chordata	0.996441884
reverse_12S_3023	2	0	0	0	0	0		reverse		Chordata	0.99646611
reverse_12S_3024	2	0	0	0	0	0		reverse		Chordata	0.995971433
reverse_12S_3025	2	0	0	0	0	0		reverse		Chordata	0.996594886
reverse_12S_3026	2	0	0	0	0	0		reverse		Chordata	0.996314571
reverse_12S_3027	2	0	0	0	0	0		reverse		Chordata	0.995967514
reverse_12S_3028	2	0	0	0	0	0		reverse		Chordata	0.996068382
reverse_12S_3029	2	0	0	0	0	0		reverse		Chordata	0.9962486
reverse_12S_303	9	6	0	0	0	27		reverse		Chordata	0.996213888
reverse_12S_3030	2	0	0	0	0	0		reverse		Chordata	0.996230634
reverse_12S_3031	2	0	0	0	0	0		reverse		Chordata	0.996302666
reverse_12S_3032	2	0	0	0	0	0		reverse		Chordata	0.99629167
reverse_12S_3033	2	0	0	0	0	0		reverse		Chordata	0.995975872
reverse_12S_3034	2	0	0	0	0	0		reverse		Chordata	0.99617266
reverse_12S_3035	2	0	0	0	0	0		reverse		Chordata	0.996528827
reverse_12S_3036	2	0	0	0	0	0		reverse		Chordata	0.996426359
reverse_12S_3037	2	0	0	0	0	0		reverse		Chordata	0.996698633
reverse_12S_3038	2	0	0	0	0	0		reverse		Chordata	0.996409676
reverse_12S_3039	2	0	0	0	0	0		reverse		Chordata	0.996390671
reverse_12S_304	6	16	0	0	0	20		reverse		Chordata	0.996547277
