	taxon	land1_Hi_sk	land2_Hi_sk	land3_Hi_sk	land1_Hi_b2	land2_Hi_b2	land3_Hi_b2	land4_Mi_sk	land5_Mi_sk	land6_Mi_sk	land4_Mi_b2	land5_Mi_b2	land6_Mi_b2
295	Chordata;Mammalia;Diprotodontia;Potoroidae;Potorous;Potorous tridactylus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
296	Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens	0.0	0.0	0.0	7.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0
297	Chordata;Mammalia;Rodentia;Muridae;Mus;Mus musculus	0.0	0.0	0.0	0.0	42.0	45.0	0.0	0.0	0.0	0.0	0.0	0.0
298	Chordata;Mammalia;Rodentia;Muridae;Rattus;Rattus norvegicus	0.0	0.0	0.0	0.0	49.0	72.0	0.0	0.0	0.0	0.0	0.0	0.0
299	Cnidaria	0.0	0.0	0.0	2.0	32.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
300	Cnidaria;Anthozoa;Scleractinia;Astrocoeniidae;Palauastrea;Palauastrea sp. YC-2017	0.0	0.0	0.0	0.0	60.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
301	Cnidaria;Hydrozoa;Anthoathecata;Corynidae;Sarsia;Sarsia sp. SL-2013	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
302	Cnidaria;Hydrozoa;Anthoathecata;Tubulariidae;Ectopleura;Ectopleura crocea	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
303	Cnidaria;Hydrozoa;Leptothecata;Campanulariidae;Clytia;Clytia gracilis	0.0	0.0	0.0	0.0	28.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
304	Cnidaria;Hydrozoa;Siphonophorae;Apolemiidae;Apolemia;Apolemia rubriversa	0.0	0.0	0.0	0.0	0.0	28.0	0.0	0.0	0.0	0.0	0.0	0.0
305	Cnidaria;Hydrozoa;Siphonophorae;Apolemiidae;Apolemia;Apolemia sp. BO-2009	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
306	Cnidaria;Hydrozoa;Siphonophorae;Diphyidae;Lensia;Lensia campanella	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0
307	Echinodermata;Holothuroidea;Dendrochirotida;Cucumariidae;Cucumaria;Cucumaria frondosa	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0
308	Mollusca;Cephalopoda;Octopoda;Octopodidae;Octopus;Octopus vulgaris	0.0	0.0	0.0	0.0	99.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
309	Mollusca;Cephalopoda;Teuthida;Ommastrephidae;Eucleoteuthis;Eucleoteuthis luminosa	0.0	0.0	0.0	0.0	0.0	46.0	0.0	0.0	0.0	0.0	0.0	0.0
310	Mollusca;Gastropoda	0.0	0.0	0.0	0.0	1721.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0
311	Mollusca;Gastropoda;;Annulariidae;Adamsiella;Adamsiella xanthostoma	0.0	0.0	0.0	0.0	0.0	255.0	0.0	0.0	0.0	0.0	0.0	0.0
312	Mollusca;Gastropoda;;Annulariidae;Parachondria;Parachondria lineolatus	0.0	0.0	0.0	0.0	0.0	327.0	0.0	0.0	0.0	0.0	0.0	0.0
313	Mollusca;Gastropoda;;Conidae;Conus;Conus tulipa	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
314	Mollusca;Gastropoda;;Planorbidae;Bulinus;Bulinus truncatus	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
315	Mollusca;Gastropoda;;Pomatiidae;Leonia;Leonia mamillaris	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
316	Mollusca;Gastropoda;;Tegulidae;Tegula;Tegula pelliserpentis	0.0	0.0	0.0	0.0	0.0	41.0	0.0	0.0	0.0	0.0	0.0	0.0
317	Mollusca;Gastropoda;Nudibranchia;Dotidae;Doto;Doto lemchei	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0
318	Mollusca;Gastropoda;Nudibranchia;Fionidae;Eubranchus;Eubranchus pallidus	0.0	0.0	0.0	166.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
319	Mollusca;Gastropoda;Stylommatophora;Agriolimacidae;Deroceras;Deroceras laeve	0.0	0.0	0.0	0.0	0.0	459.0	0.0	0.0	0.0	0.0	0.0	0.0
320	Mollusca;Gastropoda;Stylommatophora;Camaenidae;Amplirhagada	0.0	0.0	0.0	0.0	1606.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
321	Mollusca;Gastropoda;Stylommatophora;Camaenidae;Setobaudinia;Setobaudinia rectilabrum	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0
322	Mollusca;Gastropoda;Stylommatophora;Helicarionidae;Parmavitrina;Parmavitrina planilabris	0.0	0.0	0.0	0.0	0.0	603.0	0.0	0.0	0.0	0.0	0.0	0.0
323	Mollusca;Gastropoda;Stylommatophora;Helicidae;Marmorana;Marmorana signata	0.0	0.0	0.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
324	Mollusca;Gastropoda;Stylommatophora;Orculidae;Orcula;Orcula restituta	0.0	0.0	0.0	71.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
325	Mollusca;Gastropoda;Stylommatophora;Streptaxidae;Gonaxis;Gonaxis cf. cressyi 'Usambara'	0.0	0.0	0.0	0.0	0.0	107.0	0.0	0.0	0.0	0.0	0.0	0.0
326	Mollusca;Gastropoda;Stylommatophora;Streptaxidae;Gulella;Gulella planti	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
327	Mucoromycota;;Mucorales;Lichtheimiaceae;Lichtheimia	0.0	0.0	0.0	10.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
328	Mucoromycota;;Mucorales;Lichtheimiaceae;Lichtheimia;Lichtheimia ramosa	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0
329	NA;;;Hartmannellidae;Vermamoeba;Vermamoeba vermiformis	0.0	0.0	0.0	125.0	0.0	0.0	0.0	80.0	0.0	0.0	80.0	0.0
330	NA;;;Paramoebidae;Cunea;Cunea thuwala	0.0	0.0	0.0	11.0	0.0	1069.0	0.0	0.0	0.0	0.0	0.0	0.0
331	NA;;;Vannellidae;Vannella;Vannella pentlandii	0.0	0.0	0.0	0.0	0.0	195.0	0.0	0.0	0.0	0.0	0.0	0.0
332	NA;;;Vexilliferidae;Vexillifera;Vexillifera expectata	0.0	0.0	0.0	0.0	0.0	127.0	0.0	0.0	0.0	0.0	0.0	0.0
333	NA;;Arcellinida;Hyalospheniidae;Longinebela;Longinebela meisterfeldi	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
334	NA;;Arcellinida;Hyalospheniidae;Nebela;Nebela penardiana	0.0	0.0	0.0	143.0	1545.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
335	NA;;Cercomonadida;Cercomonadidae;Paracercomonas;Paracercomonas marina	0.0	0.0	0.0	4.0	0.0	57.0	0.0	0.0	0.0	0.0	0.0	0.0
336	NA;;Phaeocystales;Phaeocystaceae;Phaeocystis;Phaeocystis pouchetii	0.0	0.0	0.0	6.0	0.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0
337	NA;;Physariida;Didymiaceae;Didymium;Didymium iridis	0.0	0.0	0.0	0.0	163.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
338	NA;Bangiophyceae;Bangiales;Bangiaceae;Pyropia;Pyropia fallax	0.0	0.0	0.0	0.0	181.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
339	NA;Bangiophyceae;Bangiales;Bangiaceae;Pyropia;Pyropia sp.	0.0	0.0	0.0	0.0	52.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
340	NA;Chrysophyceae;Chromulinales;Chromulinaceae;Pedospumella;Pedospumella sinomuralis	0.0	0.0	0.0	113.0	239.0	254.0	0.0	4.0	0.0	0.0	4.0	0.0
341	NA;Dinophyceae;Gymnodiniales;Gymnodiniaceae;Gymnodinium;Gymnodinium impudicum	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
342	NA;Florideophyceae;Ceramiales;Ceramiaceae;Callithamnion;Callithamnion sp. C762	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0
343	NA;Florideophyceae;Ceramiales;Ceramiaceae;Inkyuleea;Inkyuleea mariana	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
344	NA;Florideophyceae;Ceramiales;Delesseriaceae;Apoglossum;Apoglossum ruscifolium	0.0	0.0	0.0	0.0	170.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
345	NA;Florideophyceae;Ceramiales;Delesseriaceae;Cryptopleura;Cryptopleura ruprechtiana	0.0	0.0	0.0	0.0	102.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
346	NA;Florideophyceae;Ceramiales;Delesseriaceae;Polyneura;Polyneura bonnemaisonii	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0
347	NA;Florideophyceae;Ceramiales;Rhodomelaceae;Chondrophycus;Chondrophycus cf. undulatus	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
348	NA;Florideophyceae;Ceramiales;Rhodomelaceae;Chondrophycus;Chondrophycus sp.	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0
349	NA;Florideophyceae;Ceramiales;Rhodomelaceae;Chondrophycus;Chondrophycus succisus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
350	NA;Florideophyceae;Ceramiales;Rhodomelaceae;Kuetzingia;Kuetzingia canaliculata	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0
351	NA;Florideophyceae;Ceramiales;Rhodomelaceae;Neosiphonia;Neosiphonia paniculata	0.0	0.0	0.0	0.0	0.0	24.0	0.0	0.0	0.0	0.0	0.0	0.0
352	NA;Florideophyceae;Ceramiales;Rhodomelaceae;Neosiphonia;Neosiphonia ramireziae	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
353	NA;Florideophyceae;Ceramiales;Rhodomelaceae;Polyzonia;Polyzonia elegans	0.0	0.0	0.0	0.0	0.0	29.0	0.0	0.0	0.0	0.0	0.0	0.0
354	NA;Florideophyceae;Corallinales;Corallinaceae;Jania;Jania verrucosa	0.0	0.0	0.0	4.0	0.0	59.0	0.0	0.0	0.0	0.0	0.0	0.0
355	NA;Florideophyceae;Gelidiales;Pterocladiaceae;Pterocladia;Pterocladia rectangularis	0.0	0.0	0.0	0.0	0.0	48.0	0.0	0.0	0.0	0.0	0.0	0.0
356	NA;Florideophyceae;Gelidiales;Pterocladiaceae;Pterocladiella;Pterocladiella caerulescens	0.0	0.0	0.0	0.0	34.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
357	NA;Florideophyceae;Gelidiales;Pterocladiaceae;Pterocladiella;Pterocladiella sp. GHB2016c	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
358	NA;Florideophyceae;Gigartinales;Choreocolacaceae;Choreocolax;Choreocolax polysiphoniae	0.0	0.0	0.0	0.0	0.0	211.0	0.0	0.0	0.0	0.0	0.0	0.0
359	NA;Florideophyceae;Gigartinales;Dumontiaceae;Constantinea;Constantinea sp. 3simplex	0.0	0.0	0.0	15.0	161.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0
360	NA;Florideophyceae;Gigartinales;Gloiosiphoniaceae;Schimmelmannia;Schimmelmannia schousboei	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0
361	NA;Florideophyceae;Gigartinales;Peyssonneliaceae;Peyssonnelia;Peyssonnelia sp. 1boergesenii	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0
362	NA;Florideophyceae;Gigartinales;Peyssonneliaceae;Ramicrusta;Ramicrusta australica	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
363	NA;Florideophyceae;Gigartinales;Phyllophoraceae;Besa;Besa paradoxa	0.0	0.0	0.0	0.0	551.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
364	NA;Florideophyceae;Nemaliales;Liagoraceae;Liagora;Liagora mannarensis	0.0	0.0	0.0	213.0	104.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
365	NA;Florideophyceae;Plocamiales;Plocamiaceae;Plocamium;Plocamium cf. cartilagineum NZ 2 GWS-2011	0.0	0.0	0.0	366.0	248.0	12388.0	0.0	0.0	0.0	0.0	0.0	0.0
366	NA;Florideophyceae;Plocamiales;Plocamiaceae;Plocamium;Plocamium cf. leptophyllum 1 GWS-2011	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
367	NA;Florideophyceae;Rhodymeniales;Faucheaceae;Leptofauchea;Leptofauchea cocosana	0.0	0.0	0.0	0.0	0.0	267.0	0.0	0.0	0.0	0.0	0.0	0.0
368	NA;Florideophyceae;Thoreales;Thoreaceae;Nemalionopsis;Nemalionopsis shawii	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
369	NA;Hyphochytriomycetes;;Hyphochytriaceae;Hyphochytrium;Hyphochytrium catenoides	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
370	NA;Oomycetes;Albuginales;Albuginaceae;Albugo;Albugo laibachii	0.0	0.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
371	NA;Oomycetes;Peronosporales;;Phytopythium;Phytopythium carbonicum	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0
372	NA;Oomycetes;Peronosporales;;Phytopythium;Phytopythium helicoides	0.0	0.0	0.0	0.0	0.0	28.0	0.0	0.0	0.0	0.0	0.0	0.0
373	NA;Oomycetes;Peronosporales;;Phytopythium;Phytopythium kandeliae	0.0	0.0	0.0	0.0	0.0	34.0	0.0	0.0	0.0	0.0	0.0	0.0
374	NA;Oomycetes;Peronosporales;Peronosporaceae;Peronospora;Peronospora dicentrae	0.0	0.0	0.0	0.0	0.0	52.0	0.0	0.0	0.0	0.0	0.0	0.0
375	NA;Oomycetes;Peronosporales;Peronosporaceae;Peronospora;Peronospora polygoni	0.0	0.0	0.0	0.0	0.0	50.0	0.0	0.0	0.0	0.0	0.0	0.0
376	NA;Oomycetes;Pythiales;Pythiaceae;Halophytophthora;Halophytophthora bahamensis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
377	NA;Oomycetes;Pythiales;Pythiaceae;Pythium;Pythium burgundicum	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0
378	NA;Oomycetes;Pythiales;Pythiaceae;Pythium;Pythium ershadii	0.0	0.0	0.0	24.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
379	NA;Oomycetes;Pythiales;Pythiaceae;Pythium;Pythium sp. WJB-1	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0
380	NA;Oomycetes;Pythiales;Pythiaceae;Salispina;Salispina spinosa	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0
381	NA;Oomycetes;Saprolegniales;Saprolegniaceae;Achlya;Achlya oligacantha	0.0	0.0	0.0	0.0	0.0	59.0	0.0	0.0	0.0	0.0	0.0	0.0
382	NA;Oomycetes;Saprolegniales;Saprolegniaceae;Aphanomyces;Aphanomyces cochlioides	0.0	0.0	0.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
383	NA;Oomycetes;Saprolegniales;Saprolegniaceae;Saprolegnia;Saprolegnia delica	0.0	0.0	0.0	0.0	0.0	323.0	0.0	0.0	0.0	0.0	0.0	0.0
384	NA;Oomycetes;Saprolegniales;Saprolegniaceae;Saprolegnia;Saprolegnia eccentrica	0.0	0.0	0.0	0.0	65.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
385	NA;Oomycetes;Saprolegniales;Saprolegniaceae;Saprolegnia;Saprolegnia subterranea	0.0	0.0	0.0	0.0	0.0	136.0	0.0	0.0	0.0	0.0	0.0	0.0
386	NA;Synurophyceae;Parmales;Triparmaceae;Triparma;Triparma laevis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
387	Nematoda;Chromadorea	0.0	0.0	0.0	0.0	0.0	77.0	0.0	0.0	0.0	0.0	0.0	0.0
388	Nematoda;Chromadorea;Rhabditida;Bunonematidae;Bunonema	0.0	0.0	0.0	0.0	47.0	1884.0	0.0	0.0	0.0	0.0	0.0	0.0
389	Nematoda;Chromadorea;Rhabditida;Bunonematidae;Bunonema;Bunonema sp. SRC-6B	0.0	0.0	0.0	54.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
390	Nematoda;Chromadorea;Tylenchida;Aphelenchoididae;Bursaphelenchus;Bursaphelenchus cocophilus	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0
391	Nemertea;Anopla;Heteronemertea;Lineidae;Lineus;Lineus flavescens	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
392	Nemertea;Enopla;Monostilifera;Amphiporidae;Gurjanovella;Gurjanovella littoralis	0.0	0.0	0.0	0.0	28.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
393	Nemertea;Palaeonemertea;;Tubulanidae;Tubulanus	0.0	0.0	0.0	0.0	433.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
394	Onychophora;;;Peripatopsidae;Peripatopsis;Peripatopsis capensis	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
395	Phaeophyceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
396	Phaeophyceae;;Dictyotales;Dictyotaceae;Dictyota;Dictyota coriacea	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0
397	Phaeophyceae;;Dictyotales;Dictyotaceae;Dictyota;Dictyota spiralis	0.0	0.0	0.0	42.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
398	Phaeophyceae;;Ectocarpales	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0
399	Phaeophyceae;;Ectocarpales;Acinetosporaceae	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0
400	Phaeophyceae;;Ectocarpales;Acinetosporaceae;Geminocarpus;Geminocarpus geminatus	0.0	0.0	0.0	0.0	115.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
401	Phaeophyceae;;Ectocarpales;Chordariaceae	0.0	0.0	0.0	0.0	160.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
402	Phaeophyceae;;Ectocarpales;Chordariaceae;Stictyosiphon;Stictyosiphon soriferus	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
403	Phaeophyceae;;Ectocarpales;Scytosiphonaceae;Hydroclathrus;Hydroclathrus clathratus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
404	Phaeophyceae;;Fucales;Notheiaceae;Notheia;Notheia anomala	0.0	0.0	0.0	0.0	446.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
405	Phaeophyceae;;Laminariales;Agaraceae	0.0	0.0	0.0	263.0	0.0	86.0	0.0	0.0	0.0	0.0	0.0	0.0
406	Phaeophyceae;;Scytothamnales;;Splachnidium;Splachnidium rugosum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
407	Phaeophyceae;;Sphacelariales;Choristocarpaceae;Choristocarpus;Choristocarpus tenellus	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
408	Platyhelminthes;;Tricladida;Geoplanidae;Pasipha;Pasipha chimbeva	0.0	0.0	0.0	1797.0	0.0	865.0	0.0	0.0	0.0	0.0	0.0	0.0
409	Porifera;Demospongiae;Axinellida;Raspailiidae;Raspailia;Raspailia cf. viminalis Po.25743	0.0	0.0	0.0	193.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
410	Porifera;Demospongiae;Suberitida;Halichondriidae;Halichondria	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
411	Porifera;Homoscleromorpha;Homosclerophorida;Plakinidae;Pseudocorticium;Pseudocorticium jarrei	0.0	0.0	0.0	0.0	0.0	26.0	0.0	0.0	0.0	0.0	0.0	0.0
412	Proteobacteria;Alphaproteobacteria;Pelagibacterales;Pelagibacteraceae;Candidatus Pelagibacter;Candidatus Pelagibacter sp. RS39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
413	Rotifera;Bdelloidea;Philodinida	0.0	0.0	0.0	1.0	1.0	388.0	0.0	0.0	0.0	0.0	25.0	0.0
414	Rotifera;Bdelloidea;Philodinida;Philodinidae;Philodina;Philodina citrina	0.0	0.0	0.0	0.0	0.0	44.0	0.0	0.0	0.0	0.0	0.0	0.0
415	Rotifera;Bdelloidea;Philodinida;Philodinidae;Philodina;Philodina megalotrocha	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0
416	Rotifera;Monogononta;Ploima;Brachionidae;Brachionus;Brachionus urceolaris	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
417	Xanthophyceae;;Mischococcales;Mischococcaceae;Mischococcus;Mischococcus sphaerocephalus	0.0	0.0	0.0	75.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
418	Ascomycota;;;;Tetracladium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	21.0	2.0
419	Ascomycota;;;;Tetracladium;Tetracladium apiense	0.0	0.0	0.0	0.0	0.0	0.0	95.0	21.0	216.0	95.0	0.0	216.0
420	Ascomycota;Dothideomycetes;Capnodiales;Cladosporiaceae;Cladosporium;Cladosporium tenuissimum	0.0	0.0	0.0	0.0	0.0	0.0	119.0	1.0	363.0	1.0	1.0	0.0
421	Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Aspergillus;Aspergillus niger	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
422	Ascomycota;Leotiomycetes;;Pseudeurotiaceae;Pseudogymnoascus;Pseudogymnoascus pannorum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.0	0.0	0.0	0.0
423	Ascomycota;Leotiomycetes;Helotiales;Helotiaceae;Articulospora;Articulospora tetracladia	0.0	0.0	0.0	0.0	0.0	0.0	158.0	17.0	111.0	0.0	0.0	0.0
424	Ascomycota;Sordariomycetes;Glomerellales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	4.0	3.0	17.0
425	Ascomycota;Sordariomycetes;Hypocreales;Hypocreaceae;Trichoderma;Trichoderma gamsii	0.0	0.0	0.0	0.0	0.0	0.0	226.0	0.0	0.0	226.0	0.0	0.0
426	Ascomycota;Sordariomycetes;Hypocreales;Nectriaceae;Cosmospora;Cosmospora gigas	0.0	0.0	0.0	0.0	0.0	0.0	13.0	49.0	17.0	13.0	49.0	17.0
427	Chlorophyta;Pedinophyceae;Pedinomonadales;Pedinomonadaceae;Pedinomonas;Pedinomonas minor	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.0	0.0	0.0	31.0	0.0
428	Chlorophyta;Trebouxiophyceae;Microthamniales;;Trebouxia;Trebouxia aggregata	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	0.0	0.0	19.0	0.0
429	Eustigmatophyceae;;Eustigmatales;Eustigmataceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	41.0	0.0	0.0	0.0	0.0
430	NA;Dinophyceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0
431	NA;Dinophyceae;Gymnodiniales;Gymnodiniaceae;Gymnodinium;Gymnodinium catenatum	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0
432	NA;Oomycetes;Pythiales;Pythiaceae;Pythium;Pythium sp. CAL-2011c	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0
433	Nematoda;Chromadorea;Rhabditida	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	64.0	0.0	0.0	0.0
434	Rotifera;Bdelloidea;Adinetida;Adinetidae;Adineta;Adineta vaga	0.0	0.0	0.0	0.0	0.0	0.0	118.0	0.0	0.0	0.0	0.0	0.0
435	Rotifera;Bdelloidea;Philodinida;Philodinidae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	0.0	0.0	0.0	0.0
436	Arthropoda;Insecta;Thysanoptera;Phlaeothripidae;Haplothrips;Haplothrips tenuipennis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	116.0	0.0
437	Ascomycota;Dothideomycetes;Capnodiales;Mycosphaerellaceae;Sphaerulina;Sphaerulina musiva	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
438	Ascomycota;Eurotiomycetes;Onygenales;Arthrodermataceae;Microsporum;Microsporum canis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	65.0	0.0
439	Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Hypogymnia;Hypogymnia vittata	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	9.0
440	Ascomycota;Lecanoromycetes;Peltigerales;Lobariaceae;Ricasolia;Ricasolia amplissima	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	334.0	262.0	123.0
441	Ascomycota;Leotiomycetes;;;Leohumicola;Leohumicola atra	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	61.0	0.0
442	Ascomycota;Leotiomycetes;;Pseudeurotiaceae;Pseudogymnoascus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	106.0	0.0	0.0
443	Ascomycota;Sordariomycetes;Glomerellales;Plectosphaerellaceae;Verticillium;Verticillium nonalfalfae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0
444	Ascomycota;Sordariomycetes;Hypocreales;Bionectriaceae;Gliomastix;Gliomastix murorum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0
445	Ascomycota;Sordariomycetes;Sordariales;Chaetomiaceae;Thermothelomyces;Thermothelomyces thermophila	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	48.0	0.0	96.0
