	taxon	forward_Hi_sk	merged_Hi_sk	reverse_Hi_sk	unmerged_Hi_sk	forward_Hi_b2	merged_Hi_b2	reverse_Hi_b2	unmerged_Hi_b2
357	NA;Florideophyceae;Gelidiales;Pterocladiaceae;Pterocladiella;Pterocladiella sp. GHB2016c	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
358	NA;Florideophyceae;Gigartinales;Choreocolacaceae;Choreocolax;Choreocolax polysiphoniae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
359	NA;Florideophyceae;Gigartinales;Dumontiaceae;Constantinea;Constantinea sp. 3simplex	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
360	NA;Florideophyceae;Gigartinales;Gloiosiphoniaceae;Schimmelmannia;Schimmelmannia schousboei	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
361	NA;Florideophyceae;Gigartinales;Peyssonneliaceae;Peyssonnelia;Peyssonnelia sp. 1boergesenii	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
362	NA;Florideophyceae;Gigartinales;Peyssonneliaceae;Ramicrusta;Ramicrusta australica	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
363	NA;Florideophyceae;Gigartinales;Phyllophoraceae;Besa;Besa paradoxa	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
364	NA;Florideophyceae;Nemaliales;Liagoraceae;Liagora;Liagora mannarensis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
365	NA;Florideophyceae;Plocamiales;Plocamiaceae;Plocamium;Plocamium cf. cartilagineum NZ 2 GWS-2011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
366	NA;Florideophyceae;Plocamiales;Plocamiaceae;Plocamium;Plocamium cf. leptophyllum 1 GWS-2011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
367	NA;Florideophyceae;Rhodymeniales;Faucheaceae;Leptofauchea;Leptofauchea cocosana	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
368	NA;Florideophyceae;Thoreales;Thoreaceae;Nemalionopsis;Nemalionopsis shawii	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
369	NA;Hyphochytriomycetes;;Hyphochytriaceae;Hyphochytrium;Hyphochytrium catenoides	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
370	NA;Oomycetes;Albuginales;Albuginaceae;Albugo;Albugo laibachii	0.0	0.0	0.0	0.0	6.0	0.0	0.0	2.0
371	NA;Oomycetes;Peronosporales;;Phytopythium;Phytopythium carbonicum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
372	NA;Oomycetes;Peronosporales;;Phytopythium;Phytopythium helicoides	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
373	NA;Oomycetes;Peronosporales;;Phytopythium;Phytopythium kandeliae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
374	NA;Oomycetes;Peronosporales;Peronosporaceae;Peronospora;Peronospora dicentrae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
375	NA;Oomycetes;Peronosporales;Peronosporaceae;Peronospora;Peronospora polygoni	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
376	NA;Oomycetes;Pythiales;Pythiaceae;Halophytophthora;Halophytophthora bahamensis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
377	NA;Oomycetes;Pythiales;Pythiaceae;Pythium;Pythium burgundicum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
378	NA;Oomycetes;Pythiales;Pythiaceae;Pythium;Pythium ershadii	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
379	NA;Oomycetes;Pythiales;Pythiaceae;Pythium;Pythium sp. WJB-1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
380	NA;Oomycetes;Pythiales;Pythiaceae;Salispina;Salispina spinosa	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
381	NA;Oomycetes;Saprolegniales;Saprolegniaceae;Achlya;Achlya oligacantha	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
382	NA;Oomycetes;Saprolegniales;Saprolegniaceae;Aphanomyces;Aphanomyces cochlioides	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
383	NA;Oomycetes;Saprolegniales;Saprolegniaceae;Saprolegnia;Saprolegnia delica	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
384	NA;Oomycetes;Saprolegniales;Saprolegniaceae;Saprolegnia;Saprolegnia eccentrica	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
385	NA;Oomycetes;Saprolegniales;Saprolegniaceae;Saprolegnia;Saprolegnia subterranea	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
386	NA;Synurophyceae;Parmales;Triparmaceae;Triparma;Triparma laevis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
387	Nematoda;Chromadorea	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
388	Nematoda;Chromadorea;Rhabditida;Bunonematidae;Bunonema	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
389	Nematoda;Chromadorea;Rhabditida;Bunonematidae;Bunonema;Bunonema sp. SRC-6B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
390	Nematoda;Chromadorea;Tylenchida;Aphelenchoididae;Bursaphelenchus;Bursaphelenchus cocophilus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
391	Nemertea;Anopla;Heteronemertea;Lineidae;Lineus;Lineus flavescens	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
392	Nemertea;Enopla;Monostilifera;Amphiporidae;Gurjanovella;Gurjanovella littoralis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
393	Nemertea;Palaeonemertea;;Tubulanidae;Tubulanus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
394	Onychophora;;;Peripatopsidae;Peripatopsis;Peripatopsis capensis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
395	Phaeophyceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
396	Phaeophyceae;;Dictyotales;Dictyotaceae;Dictyota;Dictyota coriacea	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
397	Phaeophyceae;;Dictyotales;Dictyotaceae;Dictyota;Dictyota spiralis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
398	Phaeophyceae;;Ectocarpales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
399	Phaeophyceae;;Ectocarpales;Acinetosporaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
400	Phaeophyceae;;Ectocarpales;Acinetosporaceae;Geminocarpus;Geminocarpus geminatus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
401	Phaeophyceae;;Ectocarpales;Chordariaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
402	Phaeophyceae;;Ectocarpales;Chordariaceae;Stictyosiphon;Stictyosiphon soriferus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
403	Phaeophyceae;;Ectocarpales;Scytosiphonaceae;Hydroclathrus;Hydroclathrus clathratus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
404	Phaeophyceae;;Fucales;Notheiaceae;Notheia;Notheia anomala	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
405	Phaeophyceae;;Laminariales;Agaraceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
406	Phaeophyceae;;Scytothamnales;;Splachnidium;Splachnidium rugosum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
407	Phaeophyceae;;Sphacelariales;Choristocarpaceae;Choristocarpus;Choristocarpus tenellus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
408	Platyhelminthes;;Tricladida;Geoplanidae;Pasipha;Pasipha chimbeva	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0
409	Porifera;Demospongiae;Axinellida;Raspailiidae;Raspailia;Raspailia cf. viminalis Po.25743	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
410	Porifera;Demospongiae;Suberitida;Halichondriidae;Halichondria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
411	Porifera;Homoscleromorpha;Homosclerophorida;Plakinidae;Pseudocorticium;Pseudocorticium jarrei	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
412	Proteobacteria;Alphaproteobacteria;Pelagibacterales;Pelagibacteraceae;Candidatus Pelagibacter;Candidatus Pelagibacter sp. RS39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
413	Rotifera;Bdelloidea;Philodinida	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
414	Rotifera;Bdelloidea;Philodinida;Philodinidae;Philodina;Philodina citrina	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
415	Rotifera;Bdelloidea;Philodinida;Philodinidae;Philodina;Philodina megalotrocha	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
416	Rotifera;Monogononta;Ploima;Brachionidae;Brachionus;Brachionus urceolaris	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
417	Xanthophyceae;;Mischococcales;Mischococcaceae;Mischococcus;Mischococcus sphaerocephalus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
