	taxon	sum-reads_Hi_sk	sum-reads_Hi_sk	sum-reads_Hi_sk	sum-reads_Hi_sk	sum-reads_Hi_b2	sum-reads_Hi_b2	sum-reads_Hi_b2	sum-reads_Hi_b2	sum-reads_Hi_b2
ASV		Forward	merged	reverse	All	forward	merged	reverse	unmerged	All
319	Proteobacteria;Deltaproteobacteria;Myxococcales;;;myxobacterium AT3-03	11.0	0.0	0.0	11.0	118.0	0.0	0.0	146.0	264.0
320	Proteobacteria;Deltaproteobacteria;Myxococcales;Archangiaceae	23.0	0.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0
321	Proteobacteria;Deltaproteobacteria;Myxococcales;Kofleriaceae	2.0	0.0	0.0	2.0	9.0	0.0	0.0	0.0	9.0
322	Proteobacteria;Deltaproteobacteria;Myxococcales;Kofleriaceae;Haliangium;Haliangium ochraceum	2.0	0.0	0.0	2.0	3.0	0.0	0.0	0.0	3.0
323	Proteobacteria;Deltaproteobacteria;Myxococcales;Labilitrichaceae;Labilithrix;Labilithrix luteola	10.0	0.0	0.0	10.0	3.0	0.0	0.0	0.0	3.0
324	Proteobacteria;Deltaproteobacteria;Myxococcales;Myxococcaceae	3.0	0.0	0.0	3.0	20.0	0.0	0.0	0.0	20.0
325	Proteobacteria;Deltaproteobacteria;Myxococcales;Myxococcaceae;Corallococcus	60.0	0.0	0.0	60.0	60.0	0.0	0.0	138.0	198.0
326	Proteobacteria;Deltaproteobacteria;Myxococcales;Myxococcaceae;Myxococcus	3.0	0.0	0.0	3.0	3.0	0.0	0.0	0.0	3.0
327	Proteobacteria;Deltaproteobacteria;Myxococcales;Nannocystaceae	2.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
328	Proteobacteria;Deltaproteobacteria;Myxococcales;Polyangiaceae	38.0	0.0	0.0	38.0	43.0	0.0	0.0	136.0	179.0
329	Proteobacteria;Deltaproteobacteria;Myxococcales;Polyangiaceae;Chondromyces	14.0	0.0	0.0	14.0	25.0	0.0	0.0	0.0	25.0
330	Proteobacteria;Deltaproteobacteria;Myxococcales;Polyangiaceae;Chondromyces;Chondromyces crocatus	3.0	0.0	0.0	3.0	2.0	0.0	0.0	9.0	11.0
331	Proteobacteria;Deltaproteobacteria;Myxococcales;Polyangiaceae;Polyangium	2.0	0.0	0.0	2.0	30.0	0.0	0.0	17.0	47.0
332	Proteobacteria;Deltaproteobacteria;Myxococcales;Polyangiaceae;Polyangium;Polyangium sp.	16.0	0.0	0.0	16.0	2.0	0.0	0.0	0.0	2.0
333	Proteobacteria;Deltaproteobacteria;Myxococcales;Polyangiaceae;Polyangium;Polyangium thaxteri	2.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	2.0
334	Proteobacteria;Gammaproteobacteria	280.0	0.0	0.0	280.0	180.0	0.0	0.0	135.0	315.0
335	Proteobacteria;Gammaproteobacteria;Cellvibrionales;Cellvibrionaceae;Cellvibrio;Cellvibrio mixtus	5.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0
336	Proteobacteria;Gammaproteobacteria;Legionellales;Legionellaceae	2.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
337	Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas	20.0	0.0	0.0	20.0	18.0	0.0	0.0	0.0	18.0
338	Proteobacteria;Gammaproteobacteria;Xanthomonadales	57.0	0.0	0.0	57.0	9.0	0.0	0.0	4.0	13.0
339	Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae	95.0	0.0	0.0	95.0	101.0	0.0	0.0	80.0	181.0
340	Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Luteimonas	5.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0
341	Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Lysobacter	10.0	0.0	0.0	10.0	0.0	0.0	0.0	25.0	25.0
342	Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Lysobacter;Lysobacter sp.	6.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0
343	Proteobacteria;Oligoflexia;Bacteriovoracales;Bacteriovoracaceae;;Bacteriovoracaceae bacterium enrichment culture clone MRBiofilm-S-10H	2.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	2.0
344	Proteobacteria;Oligoflexia;Bdellovibrionales;Bdellovibrionaceae;Bdellovibrio;Bdellovibrio bacteriovorus	4.0	0.0	0.0	4.0	5.0	0.0	0.0	0.0	5.0
345	Streptophyta	11.0	0.0	0.0	11.0	0.0	0.0	0.0	16.0	16.0
346	Streptophyta;;Asterales;Asteraceae	6.0	0.0	0.0	6.0	131.0	0.0	0.0	89.0	220.0
347	Streptophyta;;Asterales;Asteraceae;Cynara;Cynara cardunculus	125.0	0.0	0.0	125.0	0.0	0.0	0.0	0.0	0.0
348	Streptophyta;Bryopsida	2.0	0.0	0.0	2.0	8.0	0.0	0.0	0.0	8.0
349	Thaumarchaeota;Nitrososphaeria;Nitrososphaerales;Nitrososphaeraceae	126.0	0.0	0.0	126.0	12.0	0.0	0.0	27.0	39.0
350	Thaumarchaeota;Nitrososphaeria;Nitrososphaerales;Nitrososphaeraceae;Candidatus Nitrosocosmicus	424.0	0.0	0.0	424.0	611.0	0.0	0.0	425.0	1036.0
351	Thaumarchaeota;Nitrososphaeria;Nitrososphaerales;Nitrososphaeraceae;Nitrososphaera	168.0	0.0	0.0	168.0	490.0	0.0	0.0	363.0	853.0
352	Thaumarchaeota;Nitrososphaeria;Nitrososphaerales;Nitrososphaeraceae;Nitrososphaera;Candidatus Nitrososphaera gargensis	37.0	0.0	0.0	37.0	23.0	0.0	0.0	0.0	23.0
353	Thaumarchaeota;Nitrososphaeria;Nitrososphaerales;Nitrososphaeraceae;Nitrososphaera;Candidatus Nitrososphaera sp. THUAOA	381.0	0.0	0.0	381.0	0.0	0.0	0.0	0.0	0.0
354	Unassigned	147.0	16.0	2.0	165.0	0.0	0.0	0.0	0.0	0.0
355	Verrucomicrobia	182.0	0.0	0.0	182.0	14.0	0.0	0.0	0.0	14.0
356	Verrucomicrobia;Opitutae;Opitutales;Opitutaceae;Lacunisphaera	2.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
357	Verrucomicrobia;Opitutae;Opitutales;Opitutaceae;Opitutus	98.0	0.0	0.0	98.0	24.0	0.0	0.0	0.0	24.0
358	Verrucomicrobia;Opitutae;Opitutales;Opitutaceae;Opitutus;Opitutus terrae	271.0	0.0	0.0	271.0	2.0	0.0	0.0	0.0	2.0
359	Verrucomicrobia;Spartobacteria	5180.0	0.0	0.0	5180.0	5168.0	0.0	0.0	227.0	5395.0
360	Verrucomicrobia;Spartobacteria;;;;bacterium Ellin506	164.0	0.0	0.0	164.0	416.0	0.0	0.0	27.0	443.0
361	Verrucomicrobia;Spartobacteria;;;;bacterium Ellin507	14.0	0.0	0.0	14.0	315.0	0.0	0.0	113.0	428.0
362	Verrucomicrobia;Spartobacteria;;;;bacterium Ellin511	12.0	0.0	0.0	12.0	1045.0	0.0	0.0	38.0	1083.0
363	Verrucomicrobia;Spartobacteria;;;;uncultivated soil bacterium clone C019	27.0	0.0	0.0	27.0	82.0	0.0	0.0	0.0	82.0
364	Verrucomicrobia;Spartobacteria;;;;unidentified eubacterium EA25	1839.0	16.0	0.0	1855.0	2380.0	16.0	0.0	243.0	2639.0
365	Verrucomicrobia;Spartobacteria;;;;unidentified eubacterium RB35	2193.0	0.0	0.0	2193.0	331.0	0.0	0.0	0.0	331.0
366	Verrucomicrobia;Spartobacteria;Chthoniobacterales;Chthoniobacteraceae;Candidatus Udaeobacter;Candidatus Udaeobacter copiosus	7528.0	0.0	0.0	7528.0	11102.0	0.0	0.0	1719.0	12821.0
367	Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobia subdivision 3	91.0	0.0	0.0	91.0	207.0	0.0	0.0	298.0	505.0
368	Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobia subdivision 3;;bacterium Ellin517	83.0	0.0	0.0	83.0	122.0	0.0	0.0	116.0	238.0
369	Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobia subdivision 3;Pedosphaera;Pedosphaera parvula	2.0	0.0	0.0	2.0	76.0	0.0	0.0	102.0	178.0
370	Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae	2.0	0.0	0.0	2.0	6.0	0.0	0.0	15.0	21.0
371	Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae;Luteolibacter;Luteolibacter algae	2.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
372	Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae;Prosthecobacter	2.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	2.0
373	Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae;Prosthecobacter;Prosthecobacter fluviatilis	9.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0
374	Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae;Verrucomicrobium;Verrucomicrobium spinosum	2.0	0.0	0.0	2.0	0.0	0.0	0.0	23.0	23.0
375	All	76848.0	32.0	2.0	76882.0	92889.0	16.0	2.0	69964.0	162871.0
376	;Oomycetes;Pythiales;Pythiaceae;Pythium	0.0	0.0	0.0	0.0	70.0	0.0	0.0	0.0	70.0
377	Acidobacteria;;;;Thermoanaerobaculum;Thermoanaerobaculum aquaticum	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	5.0
378	Acidobacteria;Acidobacteriia;Acidobacteriales;Acidobacteriaceae;;Acidobacteriaceae bacterium Gsoil 1619	0.0	0.0	0.0	0.0	16.0	0.0	0.0	10.0	26.0
379	Acidobacteria;Acidobacteriia;Acidobacteriales;Acidobacteriaceae;;bacterium Ellin342	0.0	0.0	0.0	0.0	34.0	0.0	0.0	78.0	112.0
380	Acidobacteria;Acidobacteriia;Acidobacteriales;Acidobacteriaceae;;bacterium Ellin5121	0.0	0.0	0.0	0.0	13.0	0.0	0.0	4.0	17.0
381	Acidobacteria;Acidobacteriia;Acidobacteriales;Acidobacteriaceae;;bacterium Ellin5227	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	6.0
382	Acidobacteria;Acidobacteriia;Acidobacteriales;Acidobacteriaceae;;bacterium Ellin6099	0.0	0.0	0.0	0.0	57.0	0.0	0.0	20.0	77.0
383	Acidobacteria;Acidobacteriia;Acidobacteriales;Acidobacteriaceae;Acidobacterium;Acidobacterium sp. BK18	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	7.0
384	Acidobacteria;Acidobacteriia;Acidobacteriales;Acidobacteriaceae;Acidobacterium;Acidobacterium sp. WY65	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	5.0
385	Acidobacteria;Acidobacteriia;Acidobacteriales;Acidobacteriaceae;Granulicella	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0
386	Acidobacteria;Acidobacteriia;Acidobacteriales;Acidobacteriaceae;Terriglobus	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0
387	Acidobacteria;Blastocatellia;;;Aridibacter	0.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	18.0
388	Acidobacteria;Blastocatellia;;;Aridibacter;Aridibacter kavangonensis	0.0	0.0	0.0	0.0	2381.0	0.0	0.0	44.0	2425.0
389	Acidobacteria;Blastocatellia;;;Blastocatella;Blastocatella fastidiosa	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	7.0
390	Acidobacteria;Blastocatellia;;;Stenotrophobacter;Stenotrophobacter roseus	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0
391	Acidobacteria;Blastocatellia;;Pyrinomonadaceae;Pyrinomonas;Pyrinomonas methylaliphatogenes	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	4.0
392	Acidobacteria;Holophagae	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	3.0
393	Acidobacteria;Holophagae;Holophagales;Holophagaceae;Holophaga	0.0	0.0	0.0	0.0	28.0	0.0	0.0	0.0	28.0
394	Acidobacteria;Holophagae;Holophagales;Holophagaceae;Holophaga;Holophaga sp. WY42	0.0	0.0	0.0	0.0	320.0	0.0	0.0	0.0	320.0
395	Acidobacteria;Holophagae;Holophagales;Holophagaceae;Holophaga;Holophaga sp. oral clone CA002	0.0	0.0	0.0	0.0	371.0	0.0	0.0	0.0	371.0
396	Acidobacteria;Solibacteres;Solibacterales	0.0	0.0	0.0	0.0	68.0	0.0	0.0	126.0	194.0
397	Acidobacteria;Solibacteres;Solibacterales;Bryobacteraceae;Bryobacter;Bryobacter aggregatus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.0	32.0
398	Actinobacteria;Acidimicrobiia;Acidimicrobiales	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0
399	Actinobacteria;Acidimicrobiia;Acidimicrobiales;Acidimicrobiaceae	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	14.0
400	Actinobacteria;Acidimicrobiia;Acidimicrobiales;Acidimicrobiaceae;Aciditerrimonas;Aciditerrimonas ferrireducens	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	4.0
401	Actinobacteria;Acidimicrobiia;Acidimicrobiales;Acidimicrobiaceae;Ferrithrix;Ferrithrix thermotolerans	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	3.0
402	Actinobacteria;Acidimicrobiia;Acidimicrobiales;Iamiaceae;Aquihabitans;Aquihabitans daechungensis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	6.0
403	Actinobacteria;Actinobacteria;;;;Actinobacteria bacterium IMCC26256	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	10.0
404	Actinobacteria;Actinobacteria;;;;Actinobacteria bacterium SCGC AAA007-J07	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	4.0
405	Actinobacteria;Actinobacteria;;;;actinobacterium BGR 43	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0
406	Actinobacteria;Actinobacteria;;;;actinobacterium BGR 86	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	4.0
407	Actinobacteria;Actinobacteria;;;;actinobacterium SCGC AAA003-L19	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0
408	Actinobacteria;Actinobacteria;;;;actinobacterium SCGC AAA003-N08	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	3.0
409	Actinobacteria;Actinobacteria;;;;actinobacterium SCGC AAA015-D02	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0
410	Actinobacteria;Actinobacteria;;;;actinobacterium SCGC AAA041-I15	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0
411	Actinobacteria;Actinobacteria;;;;actinobacterium SCGC AAA041-L20	0.0	0.0	0.0	0.0	94.0	0.0	0.0	0.0	94.0
412	Actinobacteria;Actinobacteria;;;;actinobacterium SCGC AAA278-M15	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0
413	Actinobacteria;Actinobacteria;;;;actinobacterium TC4	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0
414	Actinobacteria;Actinobacteria;;;;actinobacterium YJF2-33	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	3.0
415	Actinobacteria;Actinobacteria;;;;actinobacterium enrichment culture clone CTBE CDB1001A04	0.0	0.0	0.0	0.0	15.0	0.0	0.0	6.0	21.0
416	Actinobacteria;Actinobacteria;;;Thermobispora;Thermobispora bispora	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0
417	Actinobacteria;Actinobacteria;Actinomycetales	0.0	0.0	0.0	0.0	83.0	0.0	0.0	597.0	680.0
418	Actinobacteria;Actinobacteria;Actinomycetales;;;Actinomycetales bacterium Gsoil 1632	0.0	0.0	0.0	0.0	20.0	0.0	0.0	25.0	45.0
419	Actinobacteria;Actinobacteria;Actinomycetales;;;bacterium Ellin334	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	5.0
420	Actinobacteria;Actinobacteria;Actinomycetales;Actinomycetaceae;Actinomyces;Actinomyces hongkongensis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	5.0
421	Actinobacteria;Actinobacteria;Corynebacteriales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	10.0
422	Actinobacteria;Actinobacteria;Corynebacteriales;Nocardiaceae;Nocardia;Nocardia sp. 19G-24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	7.0
423	Actinobacteria;Actinobacteria;Corynebacteriales;Nocardiaceae;Rhodococcus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0
424	Actinobacteria;Actinobacteria;Corynebacteriales;Nocardiaceae;Rhodococcus;Rhodococcus opacus	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0
425	Actinobacteria;Actinobacteria;Frankiales;Cryptosporangiaceae;Cryptosporangium	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	5.0
426	Actinobacteria;Actinobacteria;Frankiales;Frankiaceae;Frankia	0.0	0.0	0.0	0.0	34.0	0.0	0.0	0.0	34.0
427	Actinobacteria;Actinobacteria;Frankiales;Frankiaceae;Jatrophihabitans	0.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	17.0
428	Actinobacteria;Actinobacteria;Frankiales;Sporichthyaceae;Sporichthya;Sporichthya sp.	0.0	0.0	0.0	0.0	19.0	0.0	0.0	18.0	37.0
429	Actinobacteria;Actinobacteria;Kineosporiales;Kineosporiaceae	0.0	0.0	0.0	0.0	54.0	0.0	0.0	100.0	154.0
430	Actinobacteria;Actinobacteria;Kineosporiales;Kineosporiaceae;Angustibacter;Angustibacter sp.	0.0	0.0	0.0	0.0	87.0	0.0	0.0	395.0	482.0
431	Actinobacteria;Actinobacteria;Kineosporiales;Kineosporiaceae;Kineococcus;Kineococcus sp. 09WSH1-28	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	13.0
432	Actinobacteria;Actinobacteria;Kineosporiales;Kineosporiaceae;Kineosporia	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	9.0
433	Actinobacteria;Actinobacteria;Kineosporiales;Kineosporiaceae;Kineosporia;Kineosporia sp. I13A-00002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	183.0	183.0
434	Actinobacteria;Actinobacteria;Kineosporiales;Kineosporiaceae;Quadrisphaera	0.0	0.0	0.0	0.0	4.0	0.0	0.0	108.0	112.0
435	Actinobacteria;Actinobacteria;Micrococcales;Brevibacteriaceae;Brevibacterium;Brevibacterium sp. CMT248	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	4.0
436	Actinobacteria;Actinobacteria;Micrococcales;Cellulomonadaceae	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0
437	Actinobacteria;Actinobacteria;Micrococcales;Cellulomonadaceae;Cellulomonas;Cellulomonas sp. Asd M7A1	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	5.0
438	Actinobacteria;Actinobacteria;Micrococcales;Dermabacteraceae;Brachybacterium;Brachybacterium sp. H-251	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	3.0
439	Actinobacteria;Actinobacteria;Micrococcales;Intrasporangiaceae;;Intrasporangiaceae bacterium URHA0051	0.0	0.0	0.0	0.0	24.0	0.0	0.0	59.0	83.0
440	Actinobacteria;Actinobacteria;Micrococcales;Intrasporangiaceae;Ornithinicoccus;Ornithinicoccus sp. YJ01	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0
441	Actinobacteria;Actinobacteria;Micrococcales;Intrasporangiaceae;Oryzihumus	0.0	0.0	0.0	0.0	54.0	0.0	0.0	193.0	247.0
442	Actinobacteria;Actinobacteria;Micrococcales;Intrasporangiaceae;Phycicoccus	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	8.0
443	Actinobacteria;Actinobacteria;Micrococcales;Intrasporangiaceae;Terrabacter	0.0	0.0	0.0	0.0	46.0	0.0	0.0	154.0	200.0
444	Actinobacteria;Actinobacteria;Micrococcales;Microbacteriaceae;Amnibacterium	0.0	0.0	0.0	0.0	31.0	0.0	0.0	81.0	112.0
445	Actinobacteria;Actinobacteria;Micrococcales;Micrococcaceae;Rothia;Rothia mucilaginosa	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0
446	Actinobacteria;Actinobacteria;Micromonosporales;Micromonosporaceae;Actinoplanes;Actinoplanes cyaneus	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	3.0
447	Actinobacteria;Actinobacteria;Micromonosporales;Micromonosporaceae;Actinoplanes;Actinoplanes sp. TD028	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	10.0
448	Actinobacteria;Actinobacteria;Micromonosporales;Micromonosporaceae;Asanoa	0.0	0.0	0.0	0.0	38.0	0.0	0.0	0.0	38.0
449	Actinobacteria;Actinobacteria;Micromonosporales;Micromonosporaceae;Luedemannella	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	20.0
450	Actinobacteria;Actinobacteria;Micromonosporales;Micromonosporaceae;Micromonospora;Micromonospora chokoriensis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.0	21.0
451	Actinobacteria;Actinobacteria;Micromonosporales;Micromonosporaceae;Spirilliplanes;Spirilliplanes yamanashiensis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1612.0	1612.0
452	Actinobacteria;Actinobacteria;Micromonosporales;Micromonosporaceae;Virgisporangium	0.0	0.0	0.0	0.0	27.0	0.0	0.0	98.0	125.0
453	Actinobacteria;Actinobacteria;Micromonosporales;Micromonosporaceae;Virgisporangium;Virgisporangium sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	9.0
454	Actinobacteria;Actinobacteria;Nakamurellales;Nakamurellaceae;Nakamurella	0.0	0.0	0.0	0.0	23.0	0.0	0.0	0.0	23.0
455	Actinobacteria;Actinobacteria;Nakamurellales;Nakamurellaceae;Nakamurella;Nakamurella sp. L1886	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.0	31.0
456	Actinobacteria;Actinobacteria;Propionibacteriales;Nocardioidaceae;Aeromicrobium	0.0	0.0	0.0	0.0	37.0	0.0	0.0	150.0	187.0
457	Actinobacteria;Actinobacteria;Propionibacteriales;Nocardioidaceae;Kribbella;Kribbella sp. TR-24	0.0	0.0	0.0	0.0	79.0	0.0	0.0	0.0	79.0
458	Actinobacteria;Actinobacteria;Propionibacteriales;Nocardioidaceae;Kribbella;Kribbella sp. enrichment culture clone VanCtr42	0.0	0.0	0.0	0.0	87.0	0.0	0.0	105.0	192.0
459	Actinobacteria;Actinobacteria;Propionibacteriales;Nocardioidaceae;Marmoricola;Marmoricola sp. W1.09-48	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40.0	40.0
460	Actinobacteria;Actinobacteria;Propionibacteriales;Nocardioidaceae;Nocardioides;Nocardioides sp. MSL 21	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0
461	Actinobacteria;Actinobacteria;Propionibacteriales;Nocardioidaceae;Nocardioides;Nocardioides sp. SS2	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0
462	Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Actinomycetospora	0.0	0.0	0.0	0.0	65.0	0.0	0.0	215.0	280.0
463	Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Actinophytocola;Actinophytocola sediminis	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0
464	Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Amycolatopsis;Amycolatopsis sp. 232068	0.0	0.0	0.0	0.0	3.0	0.0	0.0	12.0	15.0
465	Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Kibdelosporangium	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	4.0
466	Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Pseudonocardia;Pseudonocardia sp. D2B56	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0
467	Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Umezawaea	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	4.0
468	Actinobacteria;Actinobacteria;Streptomycetales;Streptomycetaceae	0.0	0.0	0.0	0.0	23.0	0.0	0.0	0.0	23.0
469	Actinobacteria;Actinobacteria;Streptomycetales;Streptomycetaceae;Kitasatospora;Kitasatospora sp. SCAUEIIIA1l-1	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0
470	Actinobacteria;Actinobacteria;Streptomycetales;Streptomycetaceae;Streptacidiphilus;Streptacidiphilus sp. AL.Anaerobic.1	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	4.0
471	Actinobacteria;Actinobacteria;Streptomycetales;Streptomycetaceae;Streptomyces;Streptomyces lavendulae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	6.0
472	Actinobacteria;Actinobacteria;Streptomycetales;Streptomycetaceae;Streptomyces;Streptomyces sp. ID01-12c	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	5.0
473	Actinobacteria;Actinobacteria;Streptosporangiales;Streptosporangiaceae;Nonomuraea	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	13.0
474	Actinobacteria;Actinobacteria;Streptosporangiales;Streptosporangiaceae;Sphaerisporangium	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	3.0
475	Actinobacteria;Actinobacteria;Streptosporangiales;Thermomonosporaceae;Actinoallomurus	0.0	0.0	0.0	0.0	3.0	0.0	0.0	12.0	15.0
476	Actinobacteria;Coriobacteriia;Coriobacteriales;Atopobiaceae;Atopobium;Atopobium sp. oral taxon 416	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	3.0
477	Actinobacteria;Nitriliruptoria;Egibacterales;Egibacteraceae;Egibacter;Egibacter rhizosphaerae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	55.0	55.0
478	Actinobacteria;Rubrobacteria	0.0	0.0	0.0	0.0	153.0	0.0	0.0	45.0	198.0
479	Actinobacteria;Rubrobacteria;;;;bacterium Ellin301	0.0	0.0	0.0	0.0	30.0	0.0	0.0	0.0	30.0
480	Actinobacteria;Rubrobacteria;;;;bacterium Ellin325	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	11.0
481	Actinobacteria;Rubrobacteria;;;;bacterium Ellin504	0.0	0.0	0.0	0.0	54.0	0.0	0.0	69.0	123.0
482	Actinobacteria;Rubrobacteria;;;;bacterium Ellin5082	0.0	0.0	0.0	0.0	66.0	0.0	0.0	0.0	66.0
483	Actinobacteria;Rubrobacteria;Gaiellales;Gaiellaceae;Gaiella	0.0	0.0	0.0	0.0	2.0	0.0	0.0	1108.0	1110.0
484	Actinobacteria;Rubrobacteria;Rubrobacterales;Rubrobacteraceae;Rubrobacter;Rubrobacter indioceani	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.0	31.0
485	Actinobacteria;Rubrobacteria;Rubrobacterales;Rubrobacteraceae;Rubrobacter;Rubrobacter taiwanensis	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	14.0
486	Actinobacteria;Thermoleophilia	0.0	0.0	0.0	0.0	22.0	0.0	0.0	41.0	63.0
