	taxon	sum-reads_Hi_sk	sum-reads_Hi_sk	sum-reads_Hi_sk	sum-reads_Hi_sk	sum-reads_Hi_b2	sum-reads_Hi_b2	sum-reads_Hi_b2	sum-reads_Hi_b2	sum-reads_Hi_b2
ASV		Forward	merged	reverse	All	forward	merged	reverse	unmerged	All
805	Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Skermanella	0.0	0.0	0.0	0.0	71.0	0.0	0.0	22.0	93.0
806	Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Skermanella;Skermanella sp. Py-2-1	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	5.0
807	Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Skermanella;Skermanella stibiiresistens	0.0	0.0	0.0	0.0	129.0	0.0	0.0	111.0	240.0
808	Proteobacteria;Alphaproteobacteria;Rickettsiales;Anaplasmataceae;Neorickettsia	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0
809	Proteobacteria;Alphaproteobacteria;Rickettsiales;Rickettsiaceae;Candidatus Megaira;Candidatus Megaira polyxenophila	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	10.0
810	Proteobacteria;Alphaproteobacteria;Sneathiellales;Sneathiellaceae;Sneathiella	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	5.0
811	Proteobacteria;Alphaproteobacteria;Sphingomonadales	0.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	17.0
812	Proteobacteria;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Altererythrobacter	0.0	0.0	0.0	0.0	21.0	0.0	0.0	18.0	39.0
813	Proteobacteria;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Altererythrobacter;Altererythrobacter buctensis	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	6.0
814	Proteobacteria;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Altererythrobacter;Altererythrobacter sp. R88(2010)	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	4.0
815	Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;;Sphingomonadaceae bacterium 417	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	4.0
816	Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;;Sphingomonadaceae bacterium ACEMC 3F-9	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	3.0
817	Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;;Sphingomonadaceae bacterium Gsoil 359	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	10.0
818	Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;;Sphingomonadaceae bacterium Gsoil 690	0.0	0.0	0.0	0.0	0.0	0.0	0.0	255.0	255.0
819	Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;;bacterium Ellin6055	0.0	0.0	0.0	0.0	0.0	0.0	0.0	99.0	99.0
820	Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingobium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0
821	Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomicrobium	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	9.0
822	Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas aerophila	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0
823	Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas sp. ID0634	0.0	0.0	0.0	0.0	7.0	0.0	0.0	6.0	13.0
824	Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas sp. enrichment culture clone MRHull-FeSM-02E	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	3.0
825	Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingosinicella	0.0	0.0	0.0	0.0	61.0	0.0	0.0	0.0	61.0
826	Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingosinicella;Sphingosinicella sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.0	21.0
827	Proteobacteria;Betaproteobacteria;;;;Betaproteobacteria bacterium IPR-18G	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	8.0
828	Proteobacteria;Betaproteobacteria;;;;Betaproteobacteria bacterium SJ-66A	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0
829	Proteobacteria;Betaproteobacteria;;;;bacterium Ellin6095	0.0	0.0	0.0	0.0	89.0	0.0	0.0	165.0	254.0
830	Proteobacteria;Betaproteobacteria;;;;beta proteobacterium R-36369	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0
831	Proteobacteria;Betaproteobacteria;;;;beta proteobacterium Schreyahn_AOB_SSU_Aster_2	0.0	0.0	0.0	0.0	39.0	0.0	0.0	0.0	39.0
832	Proteobacteria;Betaproteobacteria;;;;beta proteobacterium enrichment culture	0.0	0.0	0.0	0.0	0.0	0.0	0.0	65.0	65.0
833	Proteobacteria;Betaproteobacteria;;;Proteinimicrobium;Proteinimicrobium ihbtica	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0
834	Proteobacteria;Betaproteobacteria;Burkholderiales;;Aquabacterium	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	3.0
835	Proteobacteria;Betaproteobacteria;Burkholderiales;;Rhizobacter	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	9.0
836	Proteobacteria;Betaproteobacteria;Burkholderiales;;Rhizobacter;Rhizobacter fulvus	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0
837	Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Bordetella;Bordetella pertussis	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	3.0
838	Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Derxia;Derxia gummosa	0.0	0.0	0.0	0.0	54.0	0.0	0.0	0.0	54.0
839	Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Cupriavidus;Cupriavidus sp. EF11(2012)	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0
840	Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Paraburkholderia;Paraburkholderia tropica	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	15.0
841	Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Ralstonia;Ralstonia sp. enrichment culture	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	4.0
842	Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Acidovorax;Acidovorax sp. NII-0922	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	3.0
843	Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Caenimonas;Caenimonas sp. TSX9-5	0.0	0.0	0.0	0.0	112.0	0.0	0.0	56.0	168.0
844	Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Ramlibacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45.0	45.0
845	Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;;Oxalobacteraceae bacterium 25-3PB	0.0	0.0	0.0	0.0	7.0	0.0	0.0	910.0	917.0
846	Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;;Oxalobacteraceae bacterium 94-2PB	0.0	0.0	0.0	0.0	1640.0	0.0	0.0	0.0	1640.0
847	Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;;Oxalobacteraceae bacterium KVD-1921-01	0.0	0.0	0.0	0.0	28.0	0.0	0.0	0.0	28.0
848	Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Herbaspirillum;Herbaspirillum sp. LMR306	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0
849	Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Herbaspirillum;Herbaspirillum sp. TSO33-2	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	5.0
850	Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Noviherbaspirillum	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	6.0
851	Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Noviherbaspirillum;Noviherbaspirillum malthae	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0
852	Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Noviherbaspirillum;Noviherbaspirillum sp.	0.0	0.0	0.0	0.0	2.0	0.0	0.0	90.0	92.0
853	Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Noviherbaspirillum;Noviherbaspirillum sp. THG-HS236	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	7.0
854	Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Noviherbaspirillum;Noviherbaspirillum suwonense	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	3.0
855	Proteobacteria;Betaproteobacteria;Ferrovales;Ferrovaceae;Ferrovum;Ferrovum myxofaciens	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0
856	Proteobacteria;Betaproteobacteria;Neisseriales;Chromobacteriaceae;Laribacter;Laribacter hongkongensis	0.0	0.0	0.0	0.0	65.0	0.0	0.0	11.0	76.0
857	Proteobacteria;Betaproteobacteria;Rhodocyclales;Zoogloeaceae	0.0	0.0	0.0	0.0	158.0	0.0	0.0	144.0	302.0
858	Proteobacteria;Betaproteobacteria;Rhodocyclales;Zoogloeaceae;Thauera;Thauera sp. TN9	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	15.0
859	Proteobacteria;Deltaproteobacteria;;;;Iron sulfide-containing magnetotactic bacterium	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	6.0
860	Proteobacteria;Deltaproteobacteria;;;;Olavius ilvae associated proteobacterium Delta 8	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	7.0
861	Proteobacteria;Deltaproteobacteria;;;;delta proteobacterium FM1B-D4	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	9.0
862	Proteobacteria;Deltaproteobacteria;;;;delta proteobacterium K18	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0
863	Proteobacteria;Deltaproteobacteria;;;;delta proteobacterium SCGC AAA001-I23	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	3.0
864	Proteobacteria;Deltaproteobacteria;;;;delta proteobacterium WX81	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0
865	Proteobacteria;Deltaproteobacteria;;;;delta proteobacterium enrichment culture clone AP-FeEnrich11	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	3.0
866	Proteobacteria;Deltaproteobacteria;;;;delta proteobacterium enrichment culture clone CTBE CDB1001G11	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	3.0
867	Proteobacteria;Deltaproteobacteria;;;;delta proteobacterium enrichment culture clone SGLB4-42	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	12.0
868	Proteobacteria;Deltaproteobacteria;;;Dissulfuribacter;Dissulfuribacter thermophilus	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	3.0
869	Proteobacteria;Deltaproteobacteria;Desulfarculales;Desulfarculaceae;Desulfarculus;Desulfarculus baarsii	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	4.0
870	Proteobacteria;Deltaproteobacteria;Desulfarculales;Desulfarculaceae;Dethiosulfatarculus;Dethiosulfatarculus sandiegensis	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0
871	Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	5.0
872	Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;;Desulfobacteraceae bacterium enrichment culture clone MS_ANT_U12	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0
873	Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Desulfococcus;Desulfococcus sp.	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0
874	Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Desulfonema	0.0	0.0	0.0	0.0	59.0	0.0	0.0	0.0	59.0
875	Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobulbaceae;Desulfobulbus	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0
876	Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobulbaceae;Desulfobulbus;Desulfobulbus rhabdoformis	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0
877	Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobulbaceae;Desulforhopalus;Desulforhopalus sp. LSv20	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0
878	Proteobacteria;Deltaproteobacteria;Desulfovibrionales	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	16.0
879	Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfohalobiaceae;Desulfonatronovibrio;Desulfonatronovibrio halophilus	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	20.0
880	Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	5.0
881	Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;;Desulfovibrionaceae bacterium enrichment culture clone MS_LAC_O15	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0
882	Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio	0.0	0.0	0.0	0.0	429.0	0.0	0.0	0.0	429.0
883	Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio;Desulfovibrio putealis	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0
884	Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio;Desulfovibrio sp. enrichment culture clone AP-FeEnrich15	0.0	0.0	0.0	0.0	19.0	0.0	0.0	0.0	19.0
885	Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio;Desulfovibrio sp. enrichment culture clone CIBANICRA-SRB21	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	16.0
886	Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Desulfuromonadaceae	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0
887	Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Desulfuromonadaceae;Pelobacter	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	3.0
888	Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Desulfuromonadaceae;Pelobacter;Pelobacter sp. enrichment culture clone SB3-12	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	3.0
889	Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Desulfuromonadaceae;Pelobacter;Pelobacter sp. enrichment culture clone SB3-90	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0
890	Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Geobacteraceae;Geobacter;Geobacter hydrogenophilus	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0
891	Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Geobacteraceae;Geobacter;Geobacter sp. enrichment culture clone GBS2	0.0	0.0	0.0	0.0	7.0	0.0	0.0	11.0	18.0
892	Proteobacteria;Deltaproteobacteria;Myxococcales;;;Myxococcales bacterium UTMC 4097	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0
893	Proteobacteria;Deltaproteobacteria;Myxococcales;;;myxobacterium AT1-01	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0
894	Proteobacteria;Deltaproteobacteria;Myxococcales;Anaeromyxobacteraceae;Anaeromyxobacter;Anaeromyxobacter dehalogenans	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	15.0
895	Proteobacteria;Deltaproteobacteria;Myxococcales;Anaeromyxobacteraceae;Anaeromyxobacter;Anaeromyxobacter sp. Fw109-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0
896	Proteobacteria;Deltaproteobacteria;Myxococcales;Archangiaceae;Cystobacter;Cystobacter sp. 42-lmz-4	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0
897	Proteobacteria;Deltaproteobacteria;Myxococcales;Kofleriaceae;Haliangium	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	7.0
898	Proteobacteria;Deltaproteobacteria;Myxococcales;Kofleriaceae;Kofleria;Kofleria flava	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	9.0
899	Proteobacteria;Deltaproteobacteria;Myxococcales;Myxococcaceae;Aggregicoccus	0.0	0.0	0.0	0.0	23.0	0.0	0.0	0.0	23.0
900	Proteobacteria;Deltaproteobacteria;Myxococcales;Myxococcaceae;Corallococcus;Corallococcus exiguus	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	3.0
901	Proteobacteria;Deltaproteobacteria;Myxococcales;Myxococcaceae;Myxococcus;Myxococcus sp. WI75	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	3.0
902	Proteobacteria;Deltaproteobacteria;Myxococcales;Polyangiaceae;Chondromyces;Chondromyces pediculatus	0.0	0.0	0.0	0.0	3.0	0.0	0.0	9.0	12.0
903	Proteobacteria;Deltaproteobacteria;Myxococcales;Polyangiaceae;Jahnella;Jahnella thaxteri	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	11.0
904	Proteobacteria;Deltaproteobacteria;Myxococcales;Polyangiaceae;Sorangium;Sorangium cellulosum	0.0	0.0	0.0	0.0	4.0	0.0	0.0	19.0	23.0
905	Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophaceae;Desulfomonile;Desulfomonile limimaris	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	4.0
906	Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophaceae;Desulfomonile;Desulfomonile tiedjei	0.0	0.0	0.0	0.0	55.0	0.0	0.0	0.0	55.0
907	Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophobacteraceae;;Syntrophobacteraceae bacterium enrichment culture	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	3.0
908	Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophobacteraceae;Syntrophobacter;Syntrophobacter fumaroxidans	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	11.0
909	Proteobacteria;Gammaproteobacteria;;;;Gammaproteobacteria bacterium SJR-13A	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0
910	Proteobacteria;Gammaproteobacteria;;;;Ifremeria nautilei gill symbiont	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0
911	Proteobacteria;Gammaproteobacteria;;;;bacterium Ellin339	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0
912	Proteobacteria;Gammaproteobacteria;;;;endosymbiont of Ridgeia piscesae	0.0	0.0	0.0	0.0	28.0	0.0	0.0	25.0	53.0
913	Proteobacteria;Gammaproteobacteria;;;;gamma proteobacterium IMCC15019	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0
914	Proteobacteria;Gammaproteobacteria;;;;gamma proteobacterium SCGC AAA007-P21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	4.0
915	Proteobacteria;Gammaproteobacteria;;;Acidibacter;Acidibacter ferrireducens	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0
916	Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Alteromonas;Alteromonas sp. Gp-3-7.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.0	27.0
917	Proteobacteria;Gammaproteobacteria;Cellvibrionales;Cellvibrionaceae;Cellvibrio	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	5.0
918	Proteobacteria;Gammaproteobacteria;Chromatiales	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	4.0
919	Proteobacteria;Gammaproteobacteria;Chromatiales;Chromatiaceae;Rheinheimera;Rheinheimera sp. MOLA 429	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	4.0
920	Proteobacteria;Gammaproteobacteria;Chromatiales;Ectothiorhodospiraceae;Thioalkalivibrio;Thioalkalivibrio sulfidiphilus	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	4.0
921	Proteobacteria;Gammaproteobacteria;Chromatiales;Ectothiorhodospiraceae;Thiogranum;Thiogranum longum	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0
922	Proteobacteria;Gammaproteobacteria;Chromatiales;Ectothiorhodospiraceae;Thiohalomonas;Thiohalomonas denitrificans	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	9.0
923	Proteobacteria;Gammaproteobacteria;Enterobacterales	0.0	0.0	0.0	0.0	141.0	0.0	0.0	0.0	141.0
924	Proteobacteria;Gammaproteobacteria;Enterobacterales;;;Enterobacteriales bacterium symbiont of Eucampsipoda madagascarensis	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	3.0
925	Proteobacteria;Gammaproteobacteria;Enterobacterales;;Aranicola;Aranicola proteolyticus	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	3.0
926	Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0
927	Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;;Enterobacteriaceae bacterium THA1.3	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	10.0
928	Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Atlantibacter;Atlantibacter hermannii	0.0	0.0	0.0	0.0	45.0	0.0	0.0	0.0	45.0
929	Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Candidatus Stammerula;Candidatus Stammerula sp. of Phaeogramma vittipennis	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0
930	Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Kosakonia;Kosakonia sacchari	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0
931	Proteobacteria;Gammaproteobacteria;Enterobacterales;Erwiniaceae;Pantoea;Pantoea sp. X91	0.0	0.0	0.0	0.0	23.0	0.0	0.0	0.0	23.0
932	Proteobacteria;Gammaproteobacteria;Legionellales;Coxiellaceae;Aquicella;Aquicella siphonis	0.0	0.0	0.0	0.0	3.0	0.0	0.0	19.0	22.0
933	Proteobacteria;Gammaproteobacteria;Legionellales;Coxiellaceae;Aquicella;Aquicella sp. enrichment culture clone B21	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0
934	Proteobacteria;Gammaproteobacteria;Legionellales;Legionellaceae;Legionella	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	9.0
935	Proteobacteria;Gammaproteobacteria;Methylococcales;Methylococcaceae	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	3.0
936	Proteobacteria;Gammaproteobacteria;Methylococcales;Methylococcaceae;;methanotroph FL-DIKO	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	6.0
937	Proteobacteria;Gammaproteobacteria;Methylococcales;Methylococcaceae;Methylocaldum;Methylocaldum sp. BFH1	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0
938	Proteobacteria;Gammaproteobacteria;Methylococcales;Methylococcaceae;Methylocaldum;Methylocaldum sp. enrichment culture clone Lpl1-267	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0
939	Proteobacteria;Gammaproteobacteria;Methylococcales;Methylococcaceae;Methyloglobulus;Methyloglobulus morosus	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0
940	Proteobacteria;Gammaproteobacteria;Nevskiales	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	16.0
941	Proteobacteria;Gammaproteobacteria;Nevskiales;Sinobacteraceae;Nevskia;Nevskia soli	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	4.0
942	Proteobacteria;Gammaproteobacteria;Nevskiales;Sinobacteraceae;Povalibacter;Povalibacter sp.	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0
943	Proteobacteria;Gammaproteobacteria;Nevskiales;Sinobacteraceae;Povalibacter;Povalibacter uvarum	0.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	17.0
944	Proteobacteria;Gammaproteobacteria;Nevskiales;Sinobacteraceae;Steroidobacter;Steroidobacter agariperforans	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	5.0
945	Proteobacteria;Gammaproteobacteria;Nevskiales;Sinobacteraceae;Steroidobacter;Steroidobacter flavus	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	9.0
946	Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;;gamma proteobacterium Y-134	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	3.0
947	Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas fluorescens	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	3.0
948	Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas sp. DN31	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0
949	Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas sp. LH-CAB11	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0
950	Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas sp. VT1B	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	3.0
951	Proteobacteria;Gammaproteobacteria;Xanthomonadales;Rhodanobacteraceae	0.0	0.0	0.0	0.0	37.0	0.0	0.0	0.0	37.0
952	Proteobacteria;Gammaproteobacteria;Xanthomonadales;Rhodanobacteraceae;Dokdonella;Dokdonella koreensis	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	20.0
953	Proteobacteria;Gammaproteobacteria;Xanthomonadales;Rhodanobacteraceae;Dyella	0.0	0.0	0.0	0.0	69.0	0.0	0.0	0.0	69.0
954	Proteobacteria;Gammaproteobacteria;Xanthomonadales;Rhodanobacteraceae;Luteibacter	0.0	0.0	0.0	0.0	21.0	0.0	0.0	24.0	45.0
955	Proteobacteria;Gammaproteobacteria;Xanthomonadales;Rhodanobacteraceae;Luteibacter;Luteibacter anthropi	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0
956	Proteobacteria;Gammaproteobacteria;Xanthomonadales;Rhodanobacteraceae;Rhodanobacter;Rhodanobacter sp. N-QB-2063	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	3.0
