	taxon	land1_Hi_sk	land2_Hi_sk	land3_Hi_sk	sea1_Hi_sk	sea2_Hi_sk	sea3_Hi_sk	land1_Hi_b2	land2_Hi_b2	land3_Hi_b2	sea1_Hi_b2	sea2_Hi_b2	sea3_Hi_b2	css1_Mi_sk	css2_Mi_sk	css3_Mi_sk	sand1_Mi_sk	sand2_Mi_sk	sand3_Mi_sk	css1_Mi_b2	css2_Mi_b2	css3_Mi_b2	sand1_Mi_b2	sand2_Mi_b2	sand3_Mi_b2
87	Actinobacteria;Actinobacteria;Propionibacteriales;Nocardioidaceae;Marmoricola	2.0	0.0	0.0	0.0	0.0	0.0	19.0	40.0	49.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	8.0	19.0	5.0	0.0	0.0
88	Actinobacteria;Actinobacteria;Propionibacteriales;Nocardioidaceae;Marmoricola;Marmoricola sp.	23.0	10.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	144.0	43.0	195.0	6.0	0.0	0.0	7.0	15.0	6.0	0.0	0.0	0.0
89	Actinobacteria;Actinobacteria;Propionibacteriales;Nocardioidaceae;Nocardioides	9.0	6.0	5.0	0.0	0.0	0.0	306.0	86.0	144.0	0.0	0.0	0.0	0.0	2.0	2.0	1.0	0.0	0.0	15.0	22.0	320.0	20.0	1.0	1.0
90	Actinobacteria;Actinobacteria;Propionibacteriales;Nocardioidaceae;Nocardioides;Nocardioides ganghwensis	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
91	Actinobacteria;Actinobacteria;Propionibacteriales;Nocardioidaceae;Nocardioides;Nocardioides sp.	43.0	13.0	40.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	12.0	17.0	324.0	24.0	1.0	1.0	0.0	0.0	4.0	7.0	0.0	0.0
92	Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae	64.0	12.0	14.0	0.0	0.0	0.0	91.0	98.0	161.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
93	Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Amycolatopsis	20.0	0.0	3.0	0.0	0.0	0.0	66.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	5.0	0.0	0.0	0.0
94	Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Amycolatopsis;Amycolatopsis coloradensis	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
95	Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Pseudonocardia	6.0	9.0	8.0	0.0	0.0	0.0	304.0	160.0	264.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	61.0	0.0	72.0	0.0	0.0	0.0
96	Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Pseudonocardia;Pseudonocardia carboxydivorans	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
97	Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Pseudonocardia;Pseudonocardia halophobica	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
98	Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Pseudonocardia;Pseudonocardia sp.	41.0	19.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	414.0	550.0	413.0	41.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0
99	Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Saccharopolyspora	5.0	1.0	6.0	0.0	0.0	0.0	5.0	9.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
100	Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Saccharothrix	1.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0
101	Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Umezawaea;Umezawaea tangerina	2.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
102	Actinobacteria;Actinobacteria;Streptomycetales;Streptomycetaceae;Streptomyces	32.0	19.0	22.0	0.0	1.0	0.0	129.0	89.0	226.0	0.0	0.0	0.0	5.0	4.0	86.0	0.0	4.0	18.0	7.0	6.0	8.0	0.0	13.0	13.0
103	Actinobacteria;Actinobacteria;Streptosporangiales;Streptosporangiaceae	1.0	0.0	2.0	0.0	0.0	0.0	5.0	1.0	4.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
104	Actinobacteria;Actinobacteria;Streptosporangiales;Thermomonosporaceae;Actinoallomurus;Actinoallomurus sp.	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
105	Actinobacteria;Rubrobacteria;Rubrobacterales;Rubrobacteraceae;Rubrobacter	0.0	3.0	1.0	0.0	0.0	0.0	476.0	987.0	540.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	14.0	8.0
106	Actinobacteria;Rubrobacteria;Rubrobacterales;Rubrobacteraceae;Rubrobacter;Rubrobacter radiotolerans	26.0	29.0	21.0	0.0	0.0	0.0	10.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
107	Actinobacteria;Rubrobacteria;Rubrobacterales;Rubrobacteraceae;Rubrobacter;Rubrobacter xylanophilus	86.0	50.0	66.0	0.0	0.0	0.0	43.0	45.0	117.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
108	Actinobacteria;Thermoleophilia;Solirubrobacterales	221.0	85.0	129.0	0.0	0.0	1.0	410.0	307.0	378.0	0.0	0.0	1.0	110.0	132.0	141.0	11.0	0.0	0.0	175.0	197.0	185.0	7.0	0.0	0.0
109	Actinobacteria;Thermoleophilia;Solirubrobacterales;;;Solirubrobacterales bacterium	17.0	6.0	2.0	0.0	0.0	0.0	41.0	7.0	1.0	0.0	0.0	0.0	42.0	148.0	69.0	0.0	0.0	0.0	2.0	6.0	0.0	0.0	0.0	0.0
110	Actinobacteria;Thermoleophilia;Solirubrobacterales;Conexibacteraceae;Conexibacter	67.0	24.0	57.0	0.0	0.0	0.0	121.0	53.0	116.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	22.0	115.0	29.0	2.0	0.0	0.0
111	Actinobacteria;Thermoleophilia;Solirubrobacterales;Conexibacteraceae;Conexibacter;Conexibacter woesei	16.0	6.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.0	116.0	87.0	84.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
112	Actinobacteria;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;Solirubrobacter	72.0	56.0	80.0	0.0	0.0	1.0	271.0	316.0	280.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	27.0	12.0	29.0	3.0	0.0	0.0
113	Actinobacteria;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;Solirubrobacter;Solirubrobacter phytolaccae	31.0	21.0	27.0	0.0	0.0	0.0	4.0	1.0	2.0	0.0	0.0	0.0	46.0	38.0	58.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
114	Armatimonadetes;Armatimonadia;Armatimonadales;Armatimonadaceae;Armatimonas;Armatimonas rosea	0.0	0.0	2.0	0.0	0.0	0.0	46.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	4.0	7.0	82.0	71.0	0.0	0.0
115	Ascomycota	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	13.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
116	Ascomycota;Leotiomycetes;Helotiales	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
117	Bacteroidetes	78.0	32.0	186.0	0.0	0.0	0.0	1447.0	23.0	268.0	0.0	0.0	3.0	0.0	0.0	0.0	18.0	59.0	45.0	1.0	1.0	6.0	33.0	8.0	7.0
118	Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae	3824.0	461.0	1173.0	0.0	0.0	12.0	1978.0	633.0	1924.0	0.0	0.0	3.0	524.0	398.0	465.0	223.0	0.0	0.0	174.0	129.0	615.0	243.0	5.0	6.0
119	Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Chitinophaga	223.0	96.0	483.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	3.0	47.0	443.0	0.0	5.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0
120	Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Chitinophaga;Chitinophaga arvensicola	1.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
121	Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Chitinophaga;Chitinophaga pinensis	3.0	3.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
122	Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Chitinophaga;Chitinophaga terrae Kim and Jung 2007	54.0	4.0	156.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
123	Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Ferruginibacter;Ferruginibacter profundus	3.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
124	Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Flaviaesturariibacter;Flaviaesturariibacter sp.	249.0	3.0	5.0	0.0	0.0	1.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
125	Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Lacibacter;Lacibacter cauensis	10.0	9.0	16.0	0.0	0.0	0.0	23.0	5.0	33.0	0.0	0.0	0.0	5.0	0.0	18.0	56.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
126	Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Niastella;Niastella koreensis	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
127	Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Panacibacter;Panacibacter ginsenosidivorans	4.0	1.0	12.0	0.0	0.0	0.0	4.0	1.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
128	Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Panacibacter;Panacibacter sp.	46.0	3.0	14.0	0.0	0.0	0.0	128.0	3.0	61.0	0.0	0.0	1.0	118.0	133.0	514.0	35.0	0.0	0.0	205.0	154.0	609.0	35.0	0.0	0.0
129	Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Sediminibacterium	0.0	1.0	1.0	0.0	0.0	0.0	17.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
130	Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Sediminibacterium;Sediminibacterium salmoneum	4.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	133.0	45.0	207.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
131	Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Segetibacter;Segetibacter aerophilus	1997.0	174.0	207.0	0.0	0.0	6.0	2779.0	177.0	362.0	0.0	0.0	6.0	322.0	238.0	19.0	0.0	0.0	0.0	322.0	238.0	19.0	0.0	0.0	0.0
132	Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Taibaiella;Taibaiella sp.	10.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	35.0	0.0	44.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0
133	Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Terrimonas	7.0	1.0	6.0	0.0	0.0	0.0	16.0	11.0	13.0	0.0	0.0	0.0	4.0	7.0	1.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
134	Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Terrimonas;Terrimonas ferruginea	2.0	4.0	7.0	0.0	0.0	0.0	73.0	0.0	0.0	0.0	0.0	0.0	183.0	200.0	371.0	118.0	0.0	0.0	45.0	3.0	27.0	0.0	0.0	0.0
135	Bacteroidetes;Cytophagia;Cytophagales	16.0	4.0	17.0	0.0	0.0	0.0	15.0	1.0	12.0	0.0	0.0	0.0	0.0	6.0	0.0	25.0	1.0	2.0	2.0	0.0	0.0	2.0	113.0	133.0
136	Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae	2.0	0.0	3.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	50.0	0.0	0.0	0.0	0.0	3.0	18.0	0.0	0.0
137	Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;Cytophaga;Cytophaga hutchinsonii	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	4.0	3.0	0.0	0.0	0.0	11.0	0.0	0.0
138	Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;Dyadobacter;Dyadobacter fermentans	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
139	Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;Flexibacter;Flexibacter flexilis	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0
140	Bacteroidetes;Cytophagia;Cytophagales;Hymenobacteraceae	12.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	81.0	0.0	0.0	0.0
141	Bacteroidetes;Cytophagia;Cytophagales;Hymenobacteraceae;Adhaeribacter;Adhaeribacter terreus	1.0	0.0	2.0	0.0	0.0	0.0	3.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
142	Bacteroidetes;Cytophagia;Cytophagales;Hymenobacteraceae;Hymenobacter	58.0	2.0	2.0	0.0	0.0	0.0	647.0	22.0	6.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0
143	Bacteroidetes;Cytophagia;Cytophagales;Hymenobacteraceae;Hymenobacter;Hymenobacter sp.	23.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
144	Bacteroidetes;Cytophagia;Cytophagales;Hymenobacteraceae;Siccationidurans;Siccationidurans antarcticus	169.0	4.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
145	Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae	0.0	0.0	2.0	0.0	0.0	0.0	11.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1531.0	1550.0	0.0	0.0	0.0	0.0	1363.0	1412.0
146	Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Chryseobacterium	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	2.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
147	Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Cloacibacterium	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
148	Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Flavobacterium	1.0	0.0	5.0	5.0	0.0	0.0	17.0	0.0	15.0	15.0	0.0	0.0	0.0	0.0	0.0	10.0	46.0	4.0	0.0	0.0	0.0	19.0	46.0	4.0
149	Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae	8.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
150	Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Mucilaginibacter	7.0	1.0	0.0	0.0	0.0	0.0	15.0	13.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0
151	Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Mucilaginibacter;Mucilaginibacter gynuensis	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
152	Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Mucilaginibacter;Mucilaginibacter sp.	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
153	Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Pedobacter	27.0	11.0	12.0	9.0	0.0	0.0	91.0	11.0	42.0	0.0	0.0	0.0	9.0	0.0	2.0	3.0	0.0	0.0	23.0	4.0	4.0	2.0	0.0	0.0
154	Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Pedobacter;Pedobacter sp.	32.0	1.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	16.0	4.0	2.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
155	Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Solitalea;Solitalea canadensis	1.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
156	Basidiomycota;Tremellomycetes;Filobasidiales;Filobasidiaceae;Naganishia;Naganishia albida	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
157	Chloroflexi;;;;Kouleothrix;Kouleothrix aurantiaca	95.0	40.0	142.0	0.0	0.0	1.0	703.0	346.0	1137.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	42.0	0.0	0.0	0.0
158	Chloroflexi;Caldilineae;Caldilineales;Caldilineaceae;;Caldilineaceae bacterium enrichment culture clone Ac-G2	2.0	2.0	1.0	0.0	0.0	0.0	2.0	6.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	62.0	0.0	0.0
159	Chloroflexi;Thermomicrobia	1.0	2.0	2.0	0.0	0.0	0.0	34.0	16.0	36.0	0.0	0.0	0.0	4.0	5.0	8.0	5.0	0.0	0.0	1.0	1.0	10.0	0.0	0.0	0.0
160	Chloroflexi;Thermomicrobia;Sphaerobacterales;Sphaerobacteraceae;Sphaerobacter;Sphaerobacter thermophilus	172.0	90.0	166.0	0.0	0.0	0.0	314.0	284.0	362.0	0.0	0.0	0.0	95.0	24.0	173.0	70.0	0.0	0.0	15.0	18.0	43.0	64.0	0.0	0.0
161	Chlorophyta;Chlorophyceae;Chlorosarcinales;;Chlorosarcina;Chlorosarcina brevispinosa	1.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	4.0	21.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0
162	Chlorophyta;Trebouxiophyceae;;;Myrmecia;Myrmecia israelensis	11.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	2.0	20.0	9.0	0.0	0.0	0.0	2.0	20.0	9.0	0.0	0.0	0.0
163	Cyanobacteria	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	309.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
164	Deinococcus-Thermus;Deinococci;Deinococcales;Deinococcaceae;Deinococcus;Deinococcus sp.	26.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.0	37.0	3.0	0.0	0.0	0.0	12.0	20.0	2.0	0.0	0.0	0.0
165	Euryarchaeota;Thermoplasmata;Methanomassiliicoccales;Methanomassiliicoccaceae;Methanomassiliicoccus;Methanomassiliicoccus sp. 138	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
166	Firmicutes	49.0	39.0	45.0	0.0	0.0	0.0	288.0	49.0	236.0	0.0	0.0	0.0	33.0	128.0	18.0	98.0	1.0	4.0	9.0	93.0	17.0	35.0	1.0	4.0
167	Firmicutes;Bacilli	948.0	475.0	1495.0	0.0	0.0	5.0	82.0	35.0	167.0	0.0	0.0	1.0	2.0	6.0	4.0	61.0	6.0	2.0	7.0	4.0	1.0	2.0	0.0	0.0
168	Firmicutes;Bacilli;Bacillales	189.0	77.0	112.0	0.0	0.0	0.0	68.0	8.0	66.0	0.0	0.0	0.0	9.0	5.0	17.0	132.0	26.0	5.0	5.0	18.0	6.0	0.0	0.0	0.0
169	Firmicutes;Bacilli;Bacillales;;Exiguobacterium	0.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
170	Firmicutes;Bacilli;Bacillales;Bacillaceae	142.0	50.0	158.0	0.0	0.0	0.0	203.0	40.0	40.0	0.0	0.0	0.0	5.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0
171	Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus	7.0	9.0	20.0	0.0	0.0	0.0	190.0	88.0	91.0	0.0	0.0	0.0	8.0	3.0	53.0	1.0	6.0	5.0	38.0	13.0	111.0	50.0	4.0	7.0
172	Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Cohnella	0.0	2.0	1.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
173	Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus	1.0	6.0	1.0	0.0	0.0	0.0	36.0	6.0	3.0	3.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
174	Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;Paenibacillus alginolyticus	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
175	Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
176	Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae	16.0	8.0	22.0	0.0	0.0	0.0	191.0	122.0	128.0	0.0	0.0	0.0	16.0	9.0	1.0	2.0	0.0	0.0	32.0	0.0	189.0	0.0	0.0	0.0
177	Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Gemmatimonas	21.0	9.0	81.0	0.0	0.0	1.0	162.0	109.0	339.0	0.0	0.0	1.0	17.0	15.0	1.0	4.0	0.0	0.0	15.0	44.0	0.0	2.0	0.0	0.0
178	Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Gemmatimonas;Gemmatimonas aurantiaca	149.0	17.0	68.0	0.0	0.0	0.0	245.0	23.0	146.0	0.0	0.0	0.0	58.0	97.0	8.0	94.0	0.0	0.0	3.0	1.0	3.0	80.0	0.0	0.0
179	Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Gemmatimonas;Gemmatimonas phototrophica	21.0	0.0	2.0	0.0	0.0	0.0	196.0	7.0	64.0	0.0	0.0	0.0	15.0	81.0	0.0	9.0	0.0	0.0	17.0	118.0	0.0	17.0	0.0	0.0
180	Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Gemmatimonas;Gemmatimonas sp. URHD0086	56.0	32.0	123.0	0.0	0.0	0.0	202.0	133.0	498.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	61.0	130.0	12.0	2.0	0.0	0.0
