	taxon	forward_Mi_sk	merged_Mi_sk	reverse_Mi_sk	unmerged_Mi_sk	forward_Mi_b2	merged_Mi_b2	reverse_Mi_b2	unmerged_Mi_b2
345	Proteobacteria;Alphaproteobacteria;Rhizobiales;Methylobacteriaceae;Microvirga;Microvirga sp.	25.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
346	Proteobacteria;Alphaproteobacteria;Rhizobiales;Methylocystaceae	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0
347	Proteobacteria;Alphaproteobacteria;Rhizobiales;Methylocystaceae;Methylosinus	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
348	Proteobacteria;Alphaproteobacteria;Rhizobiales;Methylocystaceae;Methylosinus;Methylosinus trichosporium	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
349	Proteobacteria;Alphaproteobacteria;Rhizobiales;Phyllobacteriaceae	2.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0
350	Proteobacteria;Alphaproteobacteria;Rhizobiales;Phyllobacteriaceae;Hoeflea;Hoeflea sp. S1.5	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
351	Proteobacteria;Alphaproteobacteria;Rhizobiales;Phyllobacteriaceae;Mesorhizobium	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
352	Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae	11.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0
353	Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Neorhizobium	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
354	Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Neorhizobium;Neorhizobium huautlense	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
355	Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Rhizobium	2.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0
356	Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Sinorhizobium	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
357	Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhodobiaceae;Anderseniella;Anderseniella sp.	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
358	Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;Starkeya;Starkeya novella	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
359	Proteobacteria;Alphaproteobacteria;Rhodobacterales	6.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0
360	Proteobacteria;Alphaproteobacteria;Rhodobacterales;Hyphomonadaceae	5.0	1.0	0.0	0.0	10.0	0.0	0.0	0.0
361	Proteobacteria;Alphaproteobacteria;Rhodobacterales;Hyphomonadaceae;Fretibacter;Fretibacter rubidus	4.0	0.0	0.0	0.0	5.0	1.0	0.0	0.0
362	Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae	139.0	3.0	0.0	0.0	134.0	1.0	0.0	0.0
363	Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Celeribacter	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
364	Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Celeribacter;Celeribacter halophilus	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
365	Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Citreicella	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
366	Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Labrenzia	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
367	Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Labrenzia;Labrenzia marina	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
368	Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Lentibacter;Lentibacter sp.	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
369	Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Loktanella;Loktanella sp.	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
370	Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Nautella	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
371	Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Oceanibulbus;Oceanibulbus indolifex	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
372	Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Paracoccus	6.0	1.0	0.0	0.0	7.0	1.0	0.0	0.0
373	Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Paracoccus;Paracoccus sp.	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
374	Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Phaeobacter;Phaeobacter gallaeciensis	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
375	Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Pseudovibrio	3.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
376	Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Rhodovulum;Rhodovulum sp.	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
377	Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Roseobacter;Roseobacter denitrificans	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
378	Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Roseobacter;Roseobacter sp.	3.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
379	Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Roseovarius;Roseovarius aestuarii	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
380	Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Ruegeria	2.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
381	Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Ruegeria;Ruegeria sp.	14.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0
382	Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Sulfitobacter	9.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0
383	Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Sulfitobacter;Sulfitobacter guttiformis	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
384	Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Sulfitobacter;Sulfitobacter sp.	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
385	Proteobacteria;Alphaproteobacteria;Rhodospirillales;;Reyranella;Reyranella sp.	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
386	Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae	127.0	3.0	0.0	0.0	58.0	1.0	0.0	0.0
387	Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;;Acetobacteraceae bacterium	18.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
388	Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Gluconacetobacter	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
389	Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Paracraurococcus	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
390	Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Paracraurococcus;Paracraurococcus ruber	2.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0
391	Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Rhodopila;Rhodopila globiformis	8.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0
392	Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Roseomonas	15.0	2.0	0.0	0.0	14.0	1.0	0.0	0.0
393	Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Roseomonas;Roseomonas sp.	23.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
394	Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae	9.0	0.0	0.0	0.0	11.0	1.0	0.0	0.0
395	Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Azospirillum	4.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0
396	Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Azospirillum;Azospirillum sp. enrichment culture clone yan50	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
397	Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Nitrospirillum;Nitrospirillum amazonense	15.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
398	Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Rhodovibrio	1.0	1.0	0.0	0.0	4.0	0.0	0.0	0.0
399	Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Skermanella;Skermanella aerolata	21.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
400	Proteobacteria;Alphaproteobacteria;Rickettsiales;;;Rickettsiales endosymbiont of Acanthamoeba sp.	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
401	Proteobacteria;Alphaproteobacteria;Sphingomonadales	3.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0
402	Proteobacteria;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae	26.0	2.0	0.0	0.0	13.0	0.0	0.0	0.0
403	Proteobacteria;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Altererythrobacter;Altererythrobacter sp.	26.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
404	Proteobacteria;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Erythrobacter	2.0	0.0	0.0	0.0	21.0	2.0	0.0	0.0
405	Proteobacteria;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Erythrobacter;Erythrobacter aquimaris	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
406	Proteobacteria;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Erythrobacter;Erythrobacter gangjinensis	7.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0
407	Proteobacteria;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Erythrobacter;Erythrobacter sp.	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
408	Proteobacteria;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Porphyrobacter	8.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0
409	Proteobacteria;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Porphyrobacter;Porphyrobacter mercurialis	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
410	Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae	23.0	1.0	0.0	0.0	48.0	0.0	0.0	0.0
411	Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Blastomonas;Blastomonas natatoria	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
412	Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Novosphingobium	9.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0
413	Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Novosphingobium;Novosphingobium aromaticivorans	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
414	Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Novosphingobium;Novosphingobium sp.	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
415	Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Novosphingobium;Novosphingobium subterraneum	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
416	Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingoaurantiacus;Sphingoaurantiacus polygranulatus	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
417	Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingobium	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
418	Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas	120.0	1.0	0.0	0.0	161.0	4.0	0.0	0.0
419	Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas jaspsi	12.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
420	Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas sediminicola	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
421	Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas sp.	107.0	5.0	0.0	0.0	8.0	0.0	0.0	0.0
422	Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas wittichii	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
423	Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingorhabdus	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
424	Proteobacteria;Betaproteobacteria	22.0	0.0	0.0	0.0	31.0	0.0	0.0	0.0
425	Proteobacteria;Betaproteobacteria;Burkholderiales	31.0	0.0	0.0	0.0	36.0	1.0	0.0	0.0
426	Proteobacteria;Betaproteobacteria;Burkholderiales;;;Burkholderiales bacterium	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
427	Proteobacteria;Betaproteobacteria;Burkholderiales;;Aquabacterium;Aquabacterium citratiphilum	2.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
428	Proteobacteria;Betaproteobacteria;Burkholderiales;;Mitsuaria;Mitsuaria chitosanitabida	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
429	Proteobacteria;Betaproteobacteria;Burkholderiales;;Paucibacter;Paucibacter toxinivorans	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
430	Proteobacteria;Betaproteobacteria;Burkholderiales;;Piscinibacter;Piscinibacter aquaticus	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
431	Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia;Burkholderia sp. symbiont of Dicranocephalus lateralis	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
432	Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Pandoraea;Pandoraea sp.	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
433	Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Ralstonia	12.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0
434	Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae	21.0	3.0	0.0	0.0	17.0	1.0	0.0	0.0
435	Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Acidovorax	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
436	Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Delftia	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
437	Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Hydrogenophaga;Hydrogenophaga sp.	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
438	Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Polaromonas	2.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0
439	Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Variovorax	3.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0
440	Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Variovorax;Variovorax boronicumulans	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
441	Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae	15.0	0.0	0.0	0.0	38.0	1.0	0.0	0.0
442	Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Collimonas	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
443	Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Duganella;Duganella sp.	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
444	Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Herbaspirillum	9.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0
445	Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Herbaspirillum;Herbaspirillum seropedicae	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
446	Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Herbaspirillum;Herbaspirillum sp.	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
447	Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Janthinobacterium	1.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0
448	Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Janthinobacterium;Janthinobacterium lividum	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
449	Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia	13.0	1.0	0.0	0.0	37.0	1.0	0.0	0.0
450	Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia;Massilia dura	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
451	Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia;Massilia sp.	17.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0
452	Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia;Massilia timonae	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
453	Proteobacteria;Betaproteobacteria;Nitrosomonadales;Methylophilaceae;Methylophilus;Methylophilus methylotrophus	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
454	Proteobacteria;Betaproteobacteria;Nitrosomonadales;Nitrosomonadaceae	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
455	Proteobacteria;Betaproteobacteria;Nitrosomonadales;Nitrosomonadaceae;Nitrosomonas	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
456	Proteobacteria;Betaproteobacteria;Nitrosomonadales;Nitrosomonadaceae;Nitrosospira	7.0	0.0	0.0	0.0	20.0	1.0	0.0	0.0
457	Proteobacteria;Betaproteobacteria;Nitrosomonadales;Nitrosomonadaceae;Nitrosospira;Nitrosospira sp.	23.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
458	Proteobacteria;Betaproteobacteria;Nitrosomonadales;Sterolibacteriaceae;Denitratisoma;Denitratisoma oestradiolicum	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
459	Proteobacteria;Betaproteobacteria;Rhodocyclales;Zoogloeaceae;Azoarcus;Azoarcus sp.	35.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0
460	Proteobacteria;Deltaproteobacteria	38.0	0.0	0.0	0.0	77.0	0.0	0.0	0.0
461	Proteobacteria;Deltaproteobacteria;;;;Olavius crassitunicatus delta-proteobacterial endosymbiont	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
462	Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae	2.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0
463	Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Desulfosarcina;Desulfosarcina variabilis	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
464	Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobulbaceae	24.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0
465	Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobulbaceae;;[Desulfobacterium] catecholicum	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
466	Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobulbaceae;Desulfobulbus	3.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0
467	Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobulbaceae;Desulfocapsa;Desulfocapsa sulfexigens	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
468	Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Desulfuromonadaceae	7.0	1.0	0.0	0.0	4.0	0.0	0.0	0.0
469	Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Desulfuromonadaceae;Pelobacter	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
470	Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Desulfuromonadaceae;Pelobacter;Pelobacter massiliensis	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
471	Proteobacteria;Deltaproteobacteria;Myxococcales	11.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0
472	Proteobacteria;Deltaproteobacteria;Myxococcales;;;Myxococcales bacterium Gsoil 473	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
473	Proteobacteria;Deltaproteobacteria;Myxococcales;Archangiaceae	2.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
474	Proteobacteria;Deltaproteobacteria;Myxococcales;Archangiaceae;Cystobacter;Cystobacter fuscus	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
475	Proteobacteria;Deltaproteobacteria;Myxococcales;Kofleriaceae	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
476	Proteobacteria;Deltaproteobacteria;Myxococcales;Kofleriaceae;Haliangium;Haliangium ochraceum	9.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
477	Proteobacteria;Deltaproteobacteria;Myxococcales;Kofleriaceae;Kofleria;Kofleria flava	6.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0
478	Proteobacteria;Deltaproteobacteria;Myxococcales;Myxococcaceae	7.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
479	Proteobacteria;Deltaproteobacteria;Myxococcales;Myxococcaceae;Corallococcus	12.0	1.0	0.0	0.0	12.0	0.0	0.0	0.0
480	Proteobacteria;Deltaproteobacteria;Myxococcales;Myxococcaceae;Myxococcus	2.0	1.0	0.0	0.0	9.0	1.0	0.0	0.0
481	Proteobacteria;Deltaproteobacteria;Myxococcales;Nannocystaceae;Nannocystis	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
482	Proteobacteria;Deltaproteobacteria;Myxococcales;Phaselicystidaceae;Phaselicystis;Phaselicystis flava	2.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
483	Proteobacteria;Deltaproteobacteria;Myxococcales;Polyangiaceae	7.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0
484	Proteobacteria;Deltaproteobacteria;Myxococcales;Polyangiaceae;Chondromyces	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
485	Proteobacteria;Deltaproteobacteria;Myxococcales;Polyangiaceae;Chondromyces;Chondromyces crocatus	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
486	Proteobacteria;Deltaproteobacteria;Myxococcales;Polyangiaceae;Polyangium;Polyangium sp.	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
487	Proteobacteria;Deltaproteobacteria;Myxococcales;Sandaracinaceae;Sandaracinus;Sandaracinus amylolyticus	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
488	Proteobacteria;Epsilonproteobacteria;;;;Alviniconcha aff. hessleri gill endosymbiont	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
489	Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Arcobacter;Arcobacter sp.	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
490	Proteobacteria;Epsilonproteobacteria;Campylobacterales;Helicobacteraceae;Sulfurimonas	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
491	Proteobacteria;Gammaproteobacteria	521.0	13.0	0.0	0.0	471.0	14.0	0.0	0.0
492	Proteobacteria;Gammaproteobacteria;;;;Gammaproteobacteria bacterium	3.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
493	Proteobacteria;Gammaproteobacteria;;;;Kuphus polythalamia gill endosymbiont	28.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0
494	Proteobacteria;Gammaproteobacteria;;;;Loripes lacteus gill symbiont	13.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
495	Proteobacteria;Gammaproteobacteria;;;;Olavius algarvensis Gamma 3 endosymbiont	5.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0
496	Proteobacteria;Gammaproteobacteria;;;;Olavius ilvae Gamma 3 endosymbiont	4.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0
497	Proteobacteria;Gammaproteobacteria;;;;gamma proteobacterium LX101	2.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0
498	Proteobacteria;Gammaproteobacteria;;;;gamma proteobacterium SCGC AAA160-O03	6.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0
499	Proteobacteria;Gammaproteobacteria;;;;gamma proteobacterium ectosymbiont of Rimicaris exoculata	73.0	1.0	0.0	0.0	3.0	0.0	0.0	0.0
500	Proteobacteria;Gammaproteobacteria;;;;gamma proteobacterium endosymbiont of Siboglinum fiordicum	24.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0
501	Proteobacteria;Gammaproteobacteria;;;Candidatus Thiodiazotropha;Candidatus Thiodiazotropha endolucinida	31.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
502	Proteobacteria;Gammaproteobacteria;;;Sedimenticola;Sedimenticola selenatireducens	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
503	Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Oceanisphaera	2.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0
504	Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Oceanisphaera;Oceanisphaera donghaensis	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
505	Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Alteromonas	9.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
506	Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Glaciecola;Glaciecola punicea	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
507	Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Marinobacter	11.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
508	Proteobacteria;Gammaproteobacteria;Alteromonadales;Colwelliaceae;Colwellia	2.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
509	Proteobacteria;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas	8.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0
510	Proteobacteria;Gammaproteobacteria;Alteromonadales;Psychromonadaceae;Psychromonas;Psychromonas arctica	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
511	Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae;Shewanella	5.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0
512	Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae;Shewanella;Shewanella denitrificans	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
