	taxon	land1_Hi_sk	land2_Hi_sk	land3_Hi_sk	sea1_Hi_sk	sea2_Hi_sk	sea3_Hi_sk	land1_Hi_b2	land2_Hi_b2	land3_Hi_b2	sea1_Hi_b2	sea2_Hi_b2	sea3_Hi_b2
289	Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Ralstonia	952.0	29.0	51.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
290	Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae	9.0	1.0	4.0	0.0	0.0	0.0	153.0	44.0	137.0	0.0	0.0	0.0
291	Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Acidovorax	564.0	124.0	373.0	0.0	0.0	2.0	728.0	217.0	616.0	0.0	0.0	2.0
292	Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Caldimonas	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
293	Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Comamonas;Comamonas aquatica	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
294	Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Variovorax	23.0	10.0	26.0	0.0	0.0	0.0	23.0	10.0	26.0	0.0	0.0	0.0
295	Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae	405.0	23.0	22.0	0.0	0.0	0.0	1798.0	195.0	273.0	0.0	0.0	0.0
296	Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Collimonas	106.0	64.0	204.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
297	Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Herbaspirillum	519.0	32.0	29.0	0.0	0.0	0.0	4.0	0.0	2.0	0.0	0.0	0.0
298	Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Janthinobacterium	4.0	1.0	2.0	0.0	0.0	0.0	9.0	11.0	15.0	0.0	0.0	1.0
299	Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Janthinobacterium;Janthinobacterium lividum	2.0	10.0	7.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
300	Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Janthinobacterium;Janthinobacterium sp.	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
301	Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia	1139.0	114.0	77.0	0.0	0.0	1.0	3794.0	306.0	370.0	21.0	0.0	3.0
302	Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia;Massilia albidiflava	9.0	1.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
303	Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia;Massilia eurypsychrophila	0.0	0.0	2.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
304	Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia;Massilia sp.	186.0	4.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
305	Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia;Massilia timonae	1244.0	47.0	87.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
306	Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Telluria;Telluria mixta	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
307	Proteobacteria;Betaproteobacteria;Neisseriales;Chromobacteriaceae	3.0	1.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
308	Proteobacteria;Betaproteobacteria;Neisseriales;Chromobacteriaceae;Chromobacterium	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
309	Proteobacteria;Betaproteobacteria;Nitrosomonadales	0.0	3.0	11.0	0.0	0.0	0.0	140.0	256.0	273.0	0.0	0.0	2.0
310	Proteobacteria;Betaproteobacteria;Nitrosomonadales;Nitrosomonadaceae	21.0	48.0	96.0	0.0	0.0	0.0	6.0	5.0	19.0	0.0	0.0	0.0
311	Proteobacteria;Betaproteobacteria;Nitrosomonadales;Nitrosomonadaceae;Nitrosospira	109.0	89.0	153.0	0.0	0.0	2.0	10.0	33.0	10.0	0.0	0.0	0.0
312	Proteobacteria;Betaproteobacteria;Nitrosomonadales;Nitrosomonadaceae;Nitrosospira;Nitrosospira sp.	10.0	36.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
313	Proteobacteria;Betaproteobacteria;Rhodocyclales	0.0	1.0	2.0	0.0	0.0	0.0	12.0	3.0	59.0	0.0	0.0	0.0
314	Proteobacteria;Betaproteobacteria;Rhodocyclales;Zoogloeaceae;Azoarcus	54.0	37.0	72.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
315	Proteobacteria;Deltaproteobacteria	1.0	0.0	4.0	0.0	0.0	0.0	57.0	23.0	105.0	0.0	0.0	0.0
316	Proteobacteria;Deltaproteobacteria;;;;delta proteobacterium SCGC AAA023-D14	4.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0
317	Proteobacteria;Deltaproteobacteria;Myxococcales	22.0	8.0	20.0	0.0	0.0	0.0	55.0	28.0	75.0	0.0	0.0	1.0
318	Proteobacteria;Deltaproteobacteria;Myxococcales;;;Myxococcales bacterium Gsoil 473	3.0	0.0	1.0	0.0	0.0	0.0	8.0	0.0	3.0	0.0	0.0	0.0
319	Proteobacteria;Deltaproteobacteria;Myxococcales;;;myxobacterium AT3-03	0.0	0.0	11.0	0.0	0.0	0.0	49.0	4.0	211.0	0.0	0.0	0.0
320	Proteobacteria;Deltaproteobacteria;Myxococcales;Archangiaceae	10.0	7.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
321	Proteobacteria;Deltaproteobacteria;Myxococcales;Kofleriaceae	0.0	1.0	1.0	0.0	0.0	0.0	3.0	1.0	5.0	0.0	0.0	0.0
322	Proteobacteria;Deltaproteobacteria;Myxococcales;Kofleriaceae;Haliangium;Haliangium ochraceum	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0
323	Proteobacteria;Deltaproteobacteria;Myxococcales;Labilitrichaceae;Labilithrix;Labilithrix luteola	3.0	2.0	5.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0
324	Proteobacteria;Deltaproteobacteria;Myxococcales;Myxococcaceae	0.0	1.0	2.0	0.0	0.0	0.0	11.0	0.0	9.0	0.0	0.0	0.0
325	Proteobacteria;Deltaproteobacteria;Myxococcales;Myxococcaceae;Corallococcus	11.0	28.0	21.0	0.0	0.0	0.0	37.0	118.0	43.0	0.0	0.0	0.0
326	Proteobacteria;Deltaproteobacteria;Myxococcales;Myxococcaceae;Myxococcus	0.0	3.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0
327	Proteobacteria;Deltaproteobacteria;Myxococcales;Nannocystaceae	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
328	Proteobacteria;Deltaproteobacteria;Myxococcales;Polyangiaceae	10.0	20.0	8.0	0.0	0.0	0.0	18.0	18.0	143.0	0.0	0.0	0.0
329	Proteobacteria;Deltaproteobacteria;Myxococcales;Polyangiaceae;Chondromyces	5.0	1.0	8.0	0.0	0.0	0.0	5.0	4.0	16.0	0.0	0.0	0.0
330	Proteobacteria;Deltaproteobacteria;Myxococcales;Polyangiaceae;Chondromyces;Chondromyces crocatus	3.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	9.0	0.0	0.0	0.0
331	Proteobacteria;Deltaproteobacteria;Myxococcales;Polyangiaceae;Polyangium	0.0	2.0	0.0	0.0	0.0	0.0	24.0	16.0	7.0	0.0	0.0	0.0
332	Proteobacteria;Deltaproteobacteria;Myxococcales;Polyangiaceae;Polyangium;Polyangium sp.	5.0	0.0	10.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0
333	Proteobacteria;Deltaproteobacteria;Myxococcales;Polyangiaceae;Polyangium;Polyangium thaxteri	0.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
334	Proteobacteria;Gammaproteobacteria	51.0	78.0	150.0	0.0	0.0	1.0	36.0	70.0	209.0	0.0	0.0	0.0
335	Proteobacteria;Gammaproteobacteria;Cellvibrionales;Cellvibrionaceae;Cellvibrio;Cellvibrio mixtus	0.0	1.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
336	Proteobacteria;Gammaproteobacteria;Legionellales;Legionellaceae	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
337	Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas	9.0	4.0	7.0	0.0	0.0	0.0	4.0	10.0	4.0	0.0	0.0	0.0
338	Proteobacteria;Gammaproteobacteria;Xanthomonadales	17.0	1.0	39.0	0.0	0.0	0.0	0.0	8.0	5.0	0.0	0.0	0.0
339	Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae	13.0	12.0	70.0	0.0	0.0	0.0	32.0	20.0	129.0	0.0	0.0	0.0
340	Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Luteimonas	0.0	3.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
341	Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Lysobacter	2.0	0.0	8.0	0.0	0.0	0.0	12.0	0.0	13.0	0.0	0.0	0.0
342	Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Lysobacter;Lysobacter sp.	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
343	Proteobacteria;Oligoflexia;Bacteriovoracales;Bacteriovoracaceae;;Bacteriovoracaceae bacterium enrichment culture clone MRBiofilm-S-10H	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
344	Proteobacteria;Oligoflexia;Bdellovibrionales;Bdellovibrionaceae;Bdellovibrio;Bdellovibrio bacteriovorus	3.0	0.0	1.0	0.0	0.0	0.0	4.0	0.0	1.0	0.0	0.0	0.0
345	Streptophyta	10.0	0.0	1.0	0.0	0.0	0.0	0.0	10.0	6.0	0.0	0.0	0.0
346	Streptophyta;;Asterales;Asteraceae	1.0	3.0	2.0	0.0	0.0	0.0	10.0	92.0	118.0	0.0	0.0	0.0
347	Streptophyta;;Asterales;Asteraceae;Cynara;Cynara cardunculus	9.0	42.0	74.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
348	Streptophyta;Bryopsida	2.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	1.0	0.0	0.0	0.0
349	Thaumarchaeota;Nitrososphaeria;Nitrososphaerales;Nitrososphaeraceae	14.0	45.0	67.0	0.0	0.0	0.0	5.0	3.0	31.0	0.0	0.0	0.0
350	Thaumarchaeota;Nitrososphaeria;Nitrososphaerales;Nitrososphaeraceae;Candidatus Nitrosocosmicus	205.0	104.0	115.0	0.0	0.0	0.0	402.0	330.0	304.0	0.0	0.0	0.0
351	Thaumarchaeota;Nitrososphaeria;Nitrososphaerales;Nitrososphaeraceae;Nitrososphaera	33.0	75.0	60.0	0.0	0.0	0.0	231.0	229.0	393.0	0.0	0.0	0.0
352	Thaumarchaeota;Nitrososphaeria;Nitrososphaerales;Nitrososphaeraceae;Nitrososphaera;Candidatus Nitrososphaera gargensis	7.0	21.0	9.0	0.0	0.0	0.0	6.0	12.0	5.0	0.0	0.0	0.0
353	Thaumarchaeota;Nitrososphaeria;Nitrososphaerales;Nitrososphaeraceae;Nitrososphaera;Candidatus Nitrososphaera sp. THUAOA	142.0	76.0	163.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
354	Unassigned	135.0	3.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
355	Verrucomicrobia	68.0	58.0	56.0	0.0	0.0	0.0	3.0	3.0	8.0	0.0	0.0	0.0
356	Verrucomicrobia;Opitutae;Opitutales;Opitutaceae;Lacunisphaera	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
357	Verrucomicrobia;Opitutae;Opitutales;Opitutaceae;Opitutus	41.0	9.0	48.0	0.0	0.0	0.0	4.0	7.0	13.0	0.0	0.0	0.0
358	Verrucomicrobia;Opitutae;Opitutales;Opitutaceae;Opitutus;Opitutus terrae	92.0	28.0	150.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0
359	Verrucomicrobia;Spartobacteria	1298.0	323.0	3553.0	0.0	0.0	6.0	1140.0	465.0	3785.0	0.0	0.0	5.0
360	Verrucomicrobia;Spartobacteria;;;;bacterium Ellin506	69.0	51.0	44.0	0.0	0.0	0.0	146.0	125.0	171.0	0.0	0.0	1.0
361	Verrucomicrobia;Spartobacteria;;;;bacterium Ellin507	10.0	1.0	3.0	0.0	0.0	0.0	128.0	109.0	191.0	0.0	0.0	0.0
362	Verrucomicrobia;Spartobacteria;;;;bacterium Ellin511	11.0	1.0	0.0	0.0	0.0	0.0	382.0	122.0	577.0	0.0	0.0	2.0
363	Verrucomicrobia;Spartobacteria;;;;uncultivated soil bacterium clone C019	22.0	3.0	2.0	0.0	0.0	0.0	36.0	22.0	23.0	0.0	0.0	1.0
364	Verrucomicrobia;Spartobacteria;;;;unidentified eubacterium EA25	433.0	79.0	1340.0	0.0	0.0	3.0	504.0	88.0	2042.0	0.0	0.0	5.0
365	Verrucomicrobia;Spartobacteria;;;;unidentified eubacterium RB35	338.0	67.0	1784.0	0.0	0.0	4.0	100.0	4.0	226.0	0.0	0.0	1.0
366	Verrucomicrobia;Spartobacteria;Chthoniobacterales;Chthoniobacteraceae;Candidatus Udaeobacter;Candidatus Udaeobacter copiosus	1615.0	230.0	5678.0	0.0	0.0	5.0	2628.0	517.0	9668.0	0.0	0.0	8.0
367	Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobia subdivision 3	9.0	4.0	78.0	0.0	0.0	0.0	46.0	63.0	396.0	0.0	0.0	0.0
368	Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobia subdivision 3;;bacterium Ellin517	15.0	4.0	64.0	0.0	0.0	0.0	36.0	19.0	183.0	0.0	0.0	0.0
369	Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobia subdivision 3;Pedosphaera;Pedosphaera parvula	0.0	1.0	1.0	0.0	0.0	0.0	24.0	34.0	120.0	0.0	0.0	0.0
370	Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae	2.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	17.0	0.0	0.0	0.0
371	Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae;Luteolibacter;Luteolibacter algae	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
372	Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae;Prosthecobacter	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
373	Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae;Prosthecobacter;Prosthecobacter fluviatilis	4.0	2.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
374	Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae;Verrucomicrobium;Verrucomicrobium spinosum	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	23.0	0.0	0.0	0.0
375	All	36617.0	8570.0	31542.0	53.0	2.0	98.0	71281.0	22190.0	69130.0	123.0	2.0	145.0
376	;Oomycetes;Pythiales;Pythiaceae;Pythium	0.0	0.0	0.0	0.0	0.0	0.0	70.0	0.0	0.0	0.0	0.0	0.0
377	Acidobacteria;;;;Thermoanaerobaculum;Thermoanaerobaculum aquaticum	0.0	0.0	0.0	0.0	0.0	0.0	3.0	2.0	0.0	0.0	0.0	0.0
378	Acidobacteria;Acidobacteriia;Acidobacteriales;Acidobacteriaceae;;Acidobacteriaceae bacterium Gsoil 1619	0.0	0.0	0.0	0.0	0.0	0.0	3.0	12.0	11.0	0.0	0.0	0.0
379	Acidobacteria;Acidobacteriia;Acidobacteriales;Acidobacteriaceae;;bacterium Ellin342	0.0	0.0	0.0	0.0	0.0	0.0	7.0	37.0	68.0	0.0	0.0	0.0
380	Acidobacteria;Acidobacteriia;Acidobacteriales;Acidobacteriaceae;;bacterium Ellin5121	0.0	0.0	0.0	0.0	0.0	0.0	1.0	5.0	11.0	0.0	0.0	0.0
381	Acidobacteria;Acidobacteriia;Acidobacteriales;Acidobacteriaceae;;bacterium Ellin5227	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	2.0	0.0	0.0	0.0
382	Acidobacteria;Acidobacteriia;Acidobacteriales;Acidobacteriaceae;;bacterium Ellin6099	0.0	0.0	0.0	0.0	0.0	0.0	3.0	2.0	72.0	0.0	0.0	0.0
383	Acidobacteria;Acidobacteriia;Acidobacteriales;Acidobacteriaceae;Acidobacterium;Acidobacterium sp. BK18	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	5.0	0.0	0.0	0.0
384	Acidobacteria;Acidobacteriia;Acidobacteriales;Acidobacteriaceae;Acidobacterium;Acidobacterium sp. WY65	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	4.0	0.0	0.0	0.0
385	Acidobacteria;Acidobacteriia;Acidobacteriales;Acidobacteriaceae;Granulicella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
386	Acidobacteria;Acidobacteriia;Acidobacteriales;Acidobacteriaceae;Terriglobus	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
387	Acidobacteria;Blastocatellia;;;Aridibacter	0.0	0.0	0.0	0.0	0.0	0.0	3.0	2.0	13.0	0.0	0.0	0.0
388	Acidobacteria;Blastocatellia;;;Aridibacter;Aridibacter kavangonensis	0.0	0.0	0.0	0.0	0.0	0.0	840.0	258.0	1323.0	0.0	0.0	4.0
389	Acidobacteria;Blastocatellia;;;Blastocatella;Blastocatella fastidiosa	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	3.0	0.0	0.0	0.0
390	Acidobacteria;Blastocatellia;;;Stenotrophobacter;Stenotrophobacter roseus	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
391	Acidobacteria;Blastocatellia;;Pyrinomonadaceae;Pyrinomonas;Pyrinomonas methylaliphatogenes	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	1.0	0.0	0.0	0.0
392	Acidobacteria;Holophagae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0
393	Acidobacteria;Holophagae;Holophagales;Holophagaceae;Holophaga	0.0	0.0	0.0	0.0	0.0	0.0	11.0	13.0	4.0	0.0	0.0	0.0
394	Acidobacteria;Holophagae;Holophagales;Holophagaceae;Holophaga;Holophaga sp. WY42	0.0	0.0	0.0	0.0	0.0	0.0	64.0	48.0	208.0	0.0	0.0	0.0
395	Acidobacteria;Holophagae;Holophagales;Holophagaceae;Holophaga;Holophaga sp. oral clone CA002	0.0	0.0	0.0	0.0	0.0	0.0	45.0	14.0	312.0	0.0	0.0	0.0
396	Acidobacteria;Solibacteres;Solibacterales	0.0	0.0	0.0	0.0	0.0	0.0	16.0	121.0	57.0	0.0	0.0	0.0
397	Acidobacteria;Solibacteres;Solibacterales;Bryobacteraceae;Bryobacter;Bryobacter aggregatus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.0	0.0	0.0	0.0
398	Actinobacteria;Acidimicrobiia;Acidimicrobiales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
399	Actinobacteria;Acidimicrobiia;Acidimicrobiales;Acidimicrobiaceae	0.0	0.0	0.0	0.0	0.0	0.0	8.0	5.0	1.0	0.0	0.0	0.0
400	Actinobacteria;Acidimicrobiia;Acidimicrobiales;Acidimicrobiaceae;Aciditerrimonas;Aciditerrimonas ferrireducens	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0
401	Actinobacteria;Acidimicrobiia;Acidimicrobiales;Acidimicrobiaceae;Ferrithrix;Ferrithrix thermotolerans	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0
402	Actinobacteria;Acidimicrobiia;Acidimicrobiales;Iamiaceae;Aquihabitans;Aquihabitans daechungensis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	2.0	0.0	0.0	0.0
403	Actinobacteria;Actinobacteria;;;;Actinobacteria bacterium IMCC26256	0.0	0.0	0.0	0.0	0.0	0.0	6.0	1.0	3.0	0.0	0.0	0.0
404	Actinobacteria;Actinobacteria;;;;Actinobacteria bacterium SCGC AAA007-J07	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	1.0	0.0	0.0	0.0
405	Actinobacteria;Actinobacteria;;;;actinobacterium BGR 43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
406	Actinobacteria;Actinobacteria;;;;actinobacterium BGR 86	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0
407	Actinobacteria;Actinobacteria;;;;actinobacterium SCGC AAA003-L19	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
408	Actinobacteria;Actinobacteria;;;;actinobacterium SCGC AAA003-N08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0
409	Actinobacteria;Actinobacteria;;;;actinobacterium SCGC AAA015-D02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
410	Actinobacteria;Actinobacteria;;;;actinobacterium SCGC AAA041-I15	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
411	Actinobacteria;Actinobacteria;;;;actinobacterium SCGC AAA041-L20	0.0	0.0	0.0	0.0	0.0	0.0	48.0	18.0	28.0	0.0	0.0	0.0
412	Actinobacteria;Actinobacteria;;;;actinobacterium SCGC AAA278-M15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
413	Actinobacteria;Actinobacteria;;;;actinobacterium TC4	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
414	Actinobacteria;Actinobacteria;;;;actinobacterium YJF2-33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0
415	Actinobacteria;Actinobacteria;;;;actinobacterium enrichment culture clone CTBE CDB1001A04	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	13.0	0.0	0.0	0.0
416	Actinobacteria;Actinobacteria;;;Thermobispora;Thermobispora bispora	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
417	Actinobacteria;Actinobacteria;Actinomycetales	0.0	0.0	0.0	0.0	0.0	0.0	363.0	57.0	258.0	0.0	0.0	2.0
418	Actinobacteria;Actinobacteria;Actinomycetales;;;Actinomycetales bacterium Gsoil 1632	0.0	0.0	0.0	0.0	0.0	0.0	1.0	33.0	11.0	0.0	0.0	0.0
419	Actinobacteria;Actinobacteria;Actinomycetales;;;bacterium Ellin334	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	1.0	0.0
420	Actinobacteria;Actinobacteria;Actinomycetales;Actinomycetaceae;Actinomyces;Actinomyces hongkongensis	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0
421	Actinobacteria;Actinobacteria;Corynebacteriales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0
422	Actinobacteria;Actinobacteria;Corynebacteriales;Nocardiaceae;Nocardia;Nocardia sp. 19G-24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0
423	Actinobacteria;Actinobacteria;Corynebacteriales;Nocardiaceae;Rhodococcus	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
424	Actinobacteria;Actinobacteria;Corynebacteriales;Nocardiaceae;Rhodococcus;Rhodococcus opacus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
425	Actinobacteria;Actinobacteria;Frankiales;Cryptosporangiaceae;Cryptosporangium	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	3.0	0.0	0.0	0.0
426	Actinobacteria;Actinobacteria;Frankiales;Frankiaceae;Frankia	0.0	0.0	0.0	0.0	0.0	0.0	21.0	1.0	12.0	0.0	0.0	0.0
427	Actinobacteria;Actinobacteria;Frankiales;Frankiaceae;Jatrophihabitans	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0
428	Actinobacteria;Actinobacteria;Frankiales;Sporichthyaceae;Sporichthya;Sporichthya sp.	0.0	0.0	0.0	0.0	0.0	0.0	2.0	3.0	32.0	0.0	0.0	0.0
429	Actinobacteria;Actinobacteria;Kineosporiales;Kineosporiaceae	0.0	0.0	0.0	0.0	0.0	0.0	94.0	22.0	38.0	0.0	0.0	0.0
430	Actinobacteria;Actinobacteria;Kineosporiales;Kineosporiaceae;Angustibacter;Angustibacter sp.	0.0	0.0	0.0	0.0	0.0	0.0	432.0	49.0	1.0	0.0	0.0	0.0
431	Actinobacteria;Actinobacteria;Kineosporiales;Kineosporiaceae;Kineococcus;Kineococcus sp. 09WSH1-28	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	5.0	0.0	0.0	0.0
432	Actinobacteria;Actinobacteria;Kineosporiales;Kineosporiaceae;Kineosporia	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	4.0	0.0	0.0	0.0
433	Actinobacteria;Actinobacteria;Kineosporiales;Kineosporiaceae;Kineosporia;Kineosporia sp. I13A-00002	0.0	0.0	0.0	0.0	0.0	0.0	183.0	0.0	0.0	0.0	0.0	0.0
434	Actinobacteria;Actinobacteria;Kineosporiales;Kineosporiaceae;Quadrisphaera	0.0	0.0	0.0	0.0	0.0	0.0	112.0	0.0	0.0	0.0	0.0	0.0
435	Actinobacteria;Actinobacteria;Micrococcales;Brevibacteriaceae;Brevibacterium;Brevibacterium sp. CMT248	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0
436	Actinobacteria;Actinobacteria;Micrococcales;Cellulomonadaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
437	Actinobacteria;Actinobacteria;Micrococcales;Cellulomonadaceae;Cellulomonas;Cellulomonas sp. Asd M7A1	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	2.0	0.0	0.0	0.0
